id,title,siglum,mode,volpiano
271435,,CDN-Hsmu,2,1---b---b--cdf--d7---d--d--f---fefgde--ddc---d---f--efedc-de--d---d--dfgf-fe---d--defede7--ed---3---ffg--f--f---fefg--efede--ed---d--defedc--d--ff---gf-fe--d7--defede---ed---4
271436,,CDN-Hsmu,2,1---d--cdf-fg--f---gh--g--f---fg--f---f---fe--fg--ef7---defe--ed---d--cd---d--d--d--d---d--defedc---d--fefgf--fe-de---dc7---3---ffg--f--f---3
271439,,CDN-Hsmu,2,1---a---cd---f--fef--de---ddc---c---d--f--f---f---fg--f---efedc-de--dfgf7-fe---defede--ed---f--gh---hg-ge--fg---fgefede---ed---d---defedc--d--fefgf7---fede---dc---3---da-cde--d--d---d--d--de--d--d---de--d--dc-dfgfe-fgfg---gf7---fg---fge-fede---ed---fdefe---d--defede--ed---4
271440,,CDN-Hsmu,2,1---cdf-fg--f---f---f7---fe-fg---ef--defe--ed---d---cd---d--d--d---d--d--de--d--d---d--d--defedc7--d--fefgf---fede--dcc---3---da-cde---3
271444,,CDN-Hsmu,2,1---cdf--d--d---f---fef--de--ddc---d--f---efedc-de--d--df-gf--fe---defe7-de--ed---3---f---gh---hg-ge--fg---fge-fede--ed---dfec--ff--gf-fe---defede7--ed---4
271445,,CDN-Hsmu,2,1---d--cdf-fg--f---f---gh--g--f---f---fe--fg--de---defe7--ed---d---cd--d---d--d--defedc---d--fefgf--fede---dc---3---f7---3
271449,,CDN-Hsmu,2,1---c--df--fe---fg--fe---d--dfd-dc---fgh--h7--g--e---g---g--h--g---f--e---d--d---d--ca---c---d--f--e---d77---4---f--f--f--e--c--d---3
271463,,CDN-Hsmu,2,1---a---cdf--d---f--fefg--de--ddc77---d--f--efedc-de---dfgf-fe---d--defede--ed---3---f---gh---h--hgfe-fede--ed7---defedc--d--fefgf--fede--dc---a--c--d--dfec--df-gf-fe---defede--ed7---4
271464,,CDN-Hsmu,2,1---cdf-fg--f--f---f---gh--g--f---f--f---fe--fg--ef---defe--ed---d---cd7---d--d---de--d---defedc--d--fefgf---fede--dc---3---f---gh7---3
271513,,CDN-Hsmu,2,1---d--c--d--d--f---fef--de--ddc---c7---d--f---efedc-de--dfgf-fe--defede--ed---f--gh--hg-ge--fg---fg--efede7--ed---de--d--d--d--d--dc---de--d---defedc--d--fefgf--fede--dc---3---cdf7---f--fe---d--dfgfe-fgfg--gf---f--fg--f---f--fedc-de--d---d7---fd-efe--defede--ed---4
271514,,CDN-Hsmu,2,1---d---d--cdf-fg--f---gh--g--f---f--f7---fg--f---f--fe---fg--ef--d--defe--ed---d--cd--d--d---defedc--d--fefgf7---fede--dc---3---cdf---3
271517,,CDN-Hsmu,2,1---a--cdf--d--d---d--d---f---fe7-fgde--ddc---d--f--efedcd--dfgf-fe---defede--ed---f--fgh--hgfe-fede---ed7---d---d--de--d---defedc--d--fefgf---fede--dc---3---d--de--d---d---d7--dcd-fgfe-fgfg--gf---fgh--hgfe-fgfe---defef--ed---4
271518,,CDN-Hsmu,2,1---d--cdf-fg--f---f7---f--gh--g---f---fe--fg---ef--defe--ed---d---cd--d--d--d---de--d--d7---d--defedc--d--fefgf--fede---dc---3---d--de--d7---3
271529,,CDN-Hsmu,2,1---df--d--d---de--d---d--d--c--df--e---c--c---ef---g--f--d---fg7---ef---e--d--d---4---f--f--f--e--c--d---3
271561,,CDN-Hsmu,2,1---f--fed--df---c--d--f--f---f--f--fg---fed--df---c---d7--fd--ef---e--cd---d--d---4---f--f--f--e--c--d---3
271579,,CDN-Hsmu,2,1---a--a--cdf--d---d--d--de--d---d--d--f--fef7--de---ddc---c---d---ffg--f--f---f--f--f--fg--f--fe---d--fd-efe---def7-ede--ed---ffe--fg--fe--fg---fg--efede--ed---d--de--d--defedc---d--fe7-fgf--fede--dc---3---cd---fefg--gf-fed--dcdedcd---de-fef--ed---4
271580,,CDN-Hsmu,2,1---h---ghk-kl--k7---gh--g--f---f--f--f---fg--f---f---fe--fg--ef---defe--ed---d---d--d--def7-edc---d--fefgf---fede--dc---3---cd---3
271591,,CDN-Hsmu,2,1---da--cdf--d--d---d--d7---d---d--efe---dc---d--fe---de--e---e---g---g---h--g--fe--d7---d---f--f---f--f--e--d---e--d--c---d---dc--cf--e--d--d7---4---f--f--f--e--c--d7---3
271600,,CDN-Hsmu,2,1---df--d--d---d--d---de--d---d---dc--d7--f---f--e---c---f---g---fd--f--f--ef---gfe---d--d---4---f--f--f--e--c--d7---3
271603,,CDN-Hsmu,2,1---f--f--fe---d7---d--c---d--f---ffg--f--f---fhgh---g--fg--f---fg--f---fe--c---efe--d--d7---4---f--f--f--e--c--d---3
271610,,CDN-Hsmu,2,1---d--cdcb---cd--d---fefg--defedcd---dc---c---d--f---efedcd--dfgf7-fe---d--defede--ed---dg--gf-fe---dc---defed-edcd--dc---c--e--gff---defe77-dcd--dc---3---c--d--f---fe--cd---d--defede--ed---da---cde--d7--de-fd-ed-dc---cd---fg--ef-ghf-gfe---defef--ed---4
271611,,CDN-Hsmu,2,1---cdf-fg--fe---fg--ef7---defe--ed---d--cd--d---d--d---de--d---defedc---d--fefgf--fede--dc---3---c--h--k7---3
271625,,CDN-Hsmu,2,1---d--dfd--f---fef7--de--ddc---c--e--g---ffe---d--f--efgfe-fe-ed--ed---cd--fdfg--g---fg7--efedcd--dc---c---e--g--fe---d--f--efgfe-fe-ed--ed---3---cd--fdfg--g7---ef--gfe-fedcd--dc---c---d--f--fecd--dfgf-fe---defede--edd7---4
271626,,CDN-Hsmu,2,1---d---cdf-fg--f---gh--g--f---f--f--f--f---fg--f---f---fe--fg--ef7---defe--ed---d---cd--d---de--d---d--d--defedc---d---fefgf--fede--dc---3---cd---3
271629,,CDN-Hsmu,2,1---cdf--d---d--f---fefgde--ddc7---d--f--fedcd--dfgfe-fgfg---gf---fe---fg--gf-fed--fd-efe---defede--ed---dc7---f---ghg--h--g---fe--fg--fgefede--ed---d--g---ffe--dc---f--efgfe7-fede--ed---d--da---cde--d---de--d--dcd-fgfe-fgfg--gf---f--gh7---h---hg-ge--fg---fg--efede--ed---f--ef---d--dc---ffe---fg--defedcd7--dc---3---ffe--fg---fgf-fe--cdfdf---ef-gfgfe---ed--defef--ed7---4
271630,,CDN-Hsmu,2,1---cdf-fg--f---gh--g---f---f---f--f---f--fg--f--f---fe--fg---ef7---defe--ed---d--defedc---d--fefgf---fede--dc---3---ffe--fg77---3
271638,,CDN-Hsmu,2,1---d---cd--fe---d--f--dc---f--e-f---g--fe--c---eg--e--fe---d--d7---4---f--f--f--e--c--d---3
271645,,CDN-Hsmu,2,1---cdf-fg--f--f---fe--fg---ef---d--defe--ed---d---d--defedc--d--fefgf---fede--dc77---4
271757,,CDN-Hsmu,2,1---c--df---f--fed--d---dc-cb--c---cd--d---d---dc--fg--gf7---gh--h---hgf-gf--d---dca--cd--d---4---f--f--f--e--c--d---3
271794,,CDN-Hsmu,2,1---cd--fgfe--fg---fe--d--cd--d---d--dc---d--f---ed7--f---ddc---cd---d--dg--ghfg--fe---dc---efe--d---f---dc--c7---f--fe-d---dc--ef--d---4---f--f--f--e--c--d7---3
271906,,CDN-Hsmu,2,1---adcde--d---d7--de--e--d---degd-ed-dc---cdedef--ef--e---efgfgfe--defef--ed7---dc---f--ghg---h--g---fg--gfe-fede--ed---d---d--defedc---d--fe7-fgf--fede--ddc---3---c--d---f--fe---d---dgfgh--g---h--fg7---fg--efede--ed---f--fedc-df--f---f--e--ded--d---dfe--cfed7--dfgef--ed---4
271907,,CDN-Hsmu,2,1---cdf-fg--f--f---gh--g---fe--fg--ef---defe--ed---d7---cd--d--d--d---de--d---d--defedc---d--fefgf---fede--dc---3---c--d7---3
272001,,CDN-Hsmu,2,1---dd---c---d--e---f--g--fe7---d---c--d--f---fd---e--d--c--c---ec--d---f--e---c--d7--ef---d--d---4---f--f--f--e--c--d---3
272006,,CDN-Hsmu,2,1---d---ef--g--g7---e---fe--d---d--f--e---fg--g---d--f--e---f--d--c---df7--e---cf--d--d---3---f--f--f--e--c--d---3
272061,,CDN-Hsmu,2,1---d--dd---c--d--f--e--d---c---d---f--e---d--fg--g7---f--ef---dfcd--cdca---cb--cd---d--d---4---f--f--f--e--c--d---3
272201,,CDN-Hsmu,2,1---a--a--cdf--d---d---d-f---fef7--de--ddc---dfgf-fe---d--defede--ed---f---ffe--fg---fgefede--ed---def7-edc--dfefgf--fede--ddc---3---a--a---cde--d---defd-ed-dc---dfec---ff7--gf-fe---d--defede--ed---4
272202,,CDN-Hsmu,2,1---cdf-fg--f---f--gh--g---f---fg--f7---f--f--f--f--f---f--fg--f---f--f--fe---fg--ef---d--defe--ed7---d--cd--d---d--d---d---d--de--d--d---d---d--d--d---defedc--d7---fefgf--fede--dc---3---a--a---3
272208,,CDN-Hsmu,2,1---d--d--f---d--c---d---c--d--f---fe--c---c--d--fg--fe7---dc--d--efe---d--d---c--d--fe--fg---fe---dc--e---fe---d--cd--d7---4---f--f--f--e--c--d---3
272263,,CDN-Hsmu,2,1---d--f7--e---fg--ef---d---ff--de--d---d---c--df--f---ed--fg--ef---e--d7--d---4---f--f--f--e--c--d---3
272327,,CDN-Hsmu,2,1---dd---c7--d--ef---g--fe---d--d---e--f--d--c---d--c---d---e--f--g---fe7---d--d---4---f--f--f--e--c--d---3
272329,,CDN-Hsmu,2,1---d--ef---g--g--g---fe--d---f7--f--e--d---e---dc--de--e---d--d---c---d--f--f---f---f--e7--f---g---fe--d--df---d---d--c---c---d--ef--g--fe---d--d---4---f--f--f--e--c--d7---3
272374,,CDN-Hsmu,2,1---cd--d---dc--df--d---d--fe---ded--cd--d---d--fe--fg--fe7---de--dc--c---a---cd---dc--d--fe---fe--dedc---cd--fe--fgfe---d--d7---f--fe--dedc---eghg--efec---efee---d---4---f--f--f--e--c--d7---3
272410,,CDN-Hsmu,2,1---f---f--f--defe---cd---fe---c--ef--d7---c--d--f--e---c--ef--d---d--b--c---d--fd--ef---d--c--f--fgf7---ffe--c---d---fe---c--ef--d---d--cd--f---e--c--ef---d7---4---f--f--f--e--c--d---3
272417,,CDN-Hsmu,2,1---cdf--d--d---d---f--fef--de--ddc---d--efedcd--dfgf-fe---defede77--ed---c---d--f---fe--fg---fg--efede--ed---d---de--d---d--d--d7--de--d---defedc--d--fefgf---fede--ddc---cd---fgfg--ef---d---d---dc--de7--e--e---f--d--dc---de---e--dcd--aba-cde-ed---dc---b--cde--d---d--d7--d--de--d---f--fede--ddc---3---cd---fgfg--efed-ed---fefg--f--dfd-dc---fefg--fe7---defede--ed---dfe--cfed--df-gef--ed---4
272418,,CDN-Hsmu,2,1---d---d--d--d--cdf-fg--f---gh--g7--f---f--fg--f--f---fe--fg---ef--d--defe--ed---d---cd---d--d7--d---d--d--d---d---de--d--d---d--defedc---d--fefgf--fede--dc7---3---cd---fgfg---3
272442,,CDN-Hsmu,2,1---df--f--fe---d--ed--cd--d---d--de--d---e--d---e--f--edc--c7---fe---d--ef--ghg-hjh---hg--h--g---f--fe---df--f--dedc---c7---fe---fd---ed---cd--dca---c--d--fe---c--ef--d---4---f--f--f--e--c--d7---3
272504,,CDN-Hsmu,2,1---b--cdf--d---d7--f---fef--de--dddc---c--d--f--efedcd--dfgf-fe---defede--ed7---3---f---fgh--hg-ge---fg--fg-efdcd--dc---cd---fe--fg---gf-fe--d--fdefe7---de-fede--ed---dfe--cfed--dfgef--ed---4
272505,,CDN-Hsmu,2,1---d--cdf-fg--f---gh7--g---fg--f--f---f--f--f--fe--fg--ef---defe--ed---d---cd--d77--d--d---defedc--d---fefgf---fede--dc---3---f---fgh7---3
272537,,CDN-Hsmu,2,1---d---f--fe---fg--g---f--d--f---e--f---gf--d--d---f7---f---f--f---f--e---fg--g---cd--fe---fgf--d--d---4---f--f--f--e--c--d7---3
272560,,CDN-Hsmu,2,1---a--cdf--d--d---d-f---fef--de--ddc---d--f---efedc-d--df7-gf-fe---defed-e--ed---ffg--fe--fg---fgefed-e--ed---de--d--d7---defedc--d---fe-fgf--fed-e--ddc---3---a---cde--d---d--d--dcd-fgfe-fgfg--gf7---fg---ffe--dc--d--fd-efe--defed-e--ed---4
272561,,CDN-Hsmu,2,1---cdf-fg--f---f--gh--g---fe--fg--ef---defe--ed---d---cd--d--d---d7--d-d---de--d---d--d--d--defedc---d--fefgf--fede--dc---3---a---3
272585,,CDN-Hsmu,2,1---d-a---c--cd--df--d---d--d---efe--dc---df---fe--de--e---e7--g--g---g--h--g--fed--d---f--f--e---dc--d--efe--d--d---c7--d--f---fe--dc---d--c---d---c--d---f--ef---g---fe--d7--d--d---c--cf--d--d---4---f--f--f--e--c--d---3
272608,,CDN-Hsmu,2,1---cd--d---ed--cd--d---de---e--dc--c---d---c--d--fe7--fg---c--d--efe---d--d---f--f---h--g---fgf--ed---dca--cd--dc--f--efe7---d--d---4---f--f--f--e--c--d---3
272679,,CDN-Hsmu,2,1---c--d--fe--d---c--d--f--f---f--e--d---e--d---d--c---d--f--e---d7--fe--g--g---f--f---f---f--f--d--e---dc--e---fe---d--d---4---f--f--f--e--c--d---3
272680,,CDN-Hsmu,2,1---fe--d---f--f---f--ed--e--f---f--ed---c--d--f--d---f--e---c--cd--d7---4---f--f--f--e--c--d---3
272709,,CDN-Hsmu,2,1---cdf--d--d---f--fefg-de--ddc---dfec--ff--gf-fe---defede--ed---f---fgh--hgg--efg--fg7--efede---ed---d--d--defedc--d---fe-fgf--fede-dc---3---c---d--f--fe--fg77---fgf-fec--dcdc-ca---c---d--fec---d--fd-efe--defede--ed---4
272710,,CDN-Hsmu,2,1---cdf-fg--f--f7---gh--g--f---f--fg--f---f---f--f--fe---fg--ef--d--defe7---ed---d--cd--d--d---defedc--d---fefgf---fede--dc---3---c---d---3
272749,,CDN-Hsmu,2,1---f--fe---c---ef--d---d---d---c--d--fe--de---d--c---c--d---dgh7--fe--dc---d--fe--dec--c---c---d---f--e--d---e--dg---cd--f--e7---c--ef---d--d---4---f--f--f--e--c--d---3
272756,,CDN-Hsmu,2,1---e---e--g--f--e---cd--d---d--d--d---f---e--c7--c---f--dc--d--efe---d--d---4---f--f--f--e--c--d---3
272770,,CDN-Hsmu,2,1---f--f--f---fe--c---d--f---fgf---f---f--f---fe--c---ef7--d--ed---c--cf--d--d---4---f--f--f--e--c--d---3
272810,,CDN-Hsmu,2,1---d--d---df--d--c---4---f--f--f--e--c--d7---3
272852,,CDN-Hsmu,2,1---a--ced--d---d--f---fef7--de--ddc---d---f--efedcd--dfgf-fe---defede--ed---f--f---fghg--gefede7--ed---defedc--d--fe-fgf---fede--ddc---3---f---f---fe--d---f--f--efd-ed7--cd-fd-efe---c--df--f--ef-gfgfe---de-fef--ed---dfe--cfed--df-gef--ed---4
272853,,CDN-Hsmu,2,1---cdf-fg--f--f---gh--g---fg--f--f---fe--fg--ef---d--defe--ed---d---defedc--d7--fefgf---fede--dc---3---f---3
272895,,CDN-Hsmu,2,1---a--ced--d---d--f---fef--de--ddc---3
272953,,CDN-Hsmu,2,1---cdf--d---cd--fff--fc---dfed--d7---cd---ffghf--f---cdf-fg-hg---g---f-hfg--fef---fd-fe-fd-dcd--dc---3---dfg--ghg7---fghf-fe--cd--d--dcdef---ed---ffff--d--dfeca-ced-fe---ded--d---4
272954,,CDN-Hsmu,2,1---cdf-fg--f7---gh--g--f---fe--fg--ef---defe--ed---d--cd---d---de--d--d---d---defedc--d7--fe-fgf--fede--dc---3---dfg--ghg---3
710752,,CDN-Lu,2,1-c--de---ed--defe--dc---fh-hg---ef--dce--e---dhghjhgh---edf---dc--de--edef-ged-fecd---d---efg--ge---fg--efede---cde---ed--fe--d--ded--d-3-defg---gfhghfge--def---e--e---cde--def---e-e--d---defg--gfhghfgfed-ef--e--e---cde--def--e-e--d4
676733,,CDN-Mlr,2,1---d---g--f---e--c--d---d---3
678913,,CDN-Mlr,2,1---a--cd--d---de--cb--a---ce--ed--dfed---df---ce7---e--d--defed---d---d--d---d--decd---ded--d7---3---de--cfed--deg--efed---4
678914,,CDN-Mlr,2,1---c--d---cf--f--f---fe--fg7---g--fg--f--f---d--f---f--f---f--f--f--g--fd--f---ec--ded---3
678915,,CDN-Mlr,2,1---c--d--cf---3---a--cd--d77---3
678920,,CDN-Mlr,2,1---da--cd--d--d--dc---dfd-cd-ghd-ecd7fd-fg-hgd-feca--cd--dc--d-fecd7---3
680743,,CDN-Mlr,2,1---c--d---defd--dC---d--f--ed-efd---3---d--d--c--d7---3
681414,,CDN-Mlr,2,1---c--d--defd--defd---d--efg77---gfe--df---c--d--dg-gfE--eD---efd--cd--d---4---d--d--c--d7---3
693396,,CDN-Mlr,2,1---d--dc--d--f7--ed---f7--g--efde---ed--cd--d---d--dfe7--fg--gh--g---d--fe--de--d7--dc---fe--fgfe--d--d---d---ef77---6------6---3
693488,,CDN-Mlr,2,1---d--cdca--cdcd-dc-cdff-fefd-ff-fefdd---d---c7--d--cdca---cdf--f--e---f--defgd-dc---ef--d--d---dc-dfg--fe-fgf---c--ef---d--d7--d---d--d--d--df--d---dc-dfg--fe-fgf---cfe--fgfc--dfd--f---fed--dcdca-ddc-defdd7---3
693489,,CDN-Mlr,2,1---dfe--fg--ghgf-gf-fec-dc-defed-efd---dcc---f--fgh--hgf-fede--fdd---d--d--fe--f--d7---d--df--d---d--d--dfff--dc-eed-efgd-dC---c--c---ef--d--d--d---d---d7--df--d--d--d--d---dc-dfg--fe-fgff---c--cfe---fgfe--dc--df---f--f---f--efgfg---d--defdd7---3
693490,,CDN-Mlr,2,1---f--fgh--hk--h---h---hg--gh---f--fd--f--fgh---hgf-fede--fdd---d---d77--f---f--d--d---df--d--d---d--d---df--d--d---d--dfff--df---dc-eed-efgd-dc---c7---c--ef--d--d---df--d---d--df--d---dc-dfg--fe-ghkg-ge---fgf-fe--dc---ded--e7---gfgfdf-fhghfed--dc-dfff-ghgf-efhgf-fed-efd---4
693496,,CDN-Mlr,2,1---d--cdca--cdc-ddc-df-fefd-efefd---cd--f--fefd---d--f--d---dfff--dc-eed-efgd-dc7---efg---fe--dc--cded-eed-efgd-dc---c--ef--d--dc-dfg--fe-ghkg-gf---fhg--f--ed---fgefdc--c---cfff---ed--fgefdc7--c-ff-gfe-cdefd---4
693497,,CDN-Mlr,2,1---cd---fgf-fd-efed-fgf-fe-ghg-ge-fgefd--cd--d---cdf-fefd---d--fdf--gf-ghg7--ge--fgfe-fed-fd---f--f--fh-kg-ge-ghefdcd-fff-ghgh-fh-kge-fd-gefd--dc--c---d---d--cdc--d7--f--fedf--d---ff-fe--d---gfg--fe--dc--cded-eed-efgd-dc---c---c--ef--d--d---dc-dfg7--fe-ghkg-gf---fghfd--dgf-fc-dfdf-efgfg--dc--c-ffgfec-defd---3
693498,,CDN-Mlr,2,1---c---d--fgf-fd-fd-dcd-fdff-dfd---d7---d--fdf--gf-ghg--ge---fg--fed--d---fg--fed--d---fef--dc-eed-efgd-dc---c---ef--d---df--df--d--dc-dfg77--fg--fe-fgf---fgf-fc--dede---gfgfdf-ffhghfed--dc-dfff-ghgfef-hgf-fed-efd---3
693499,,CDN-Mlr,2,1---fghg--ghg-hkgf-hg-hkgf7--hghgf-hghgf-hghg-gd---fe---fg--fed-efg---gf-fe--dc--cded-eed-efgd-dc---c---ef--d---d---dc-dfg7--fe-ghkg-ge---fg--fgfe--dc---f---efgfg--d--dc-dfff-ghgf-efhgf-fed-efd---3
693500,,CDN-Mlr,2,1---f--g--hgfg--gff-dfd7---dfff-ghfd-gfecdfd-fffdfdc--c---fe--fg--fed---fef--dc-eed-efgd-dc---c---ef--d7---dc-dfg--fe-ghkg-ge---fgf-fe--dc---dede---gfgfdf-fhghfed--dc-dfff-ghgf-efhgf-fed-efd7---4
693501,,CDN-Mlr,2,1---d--d--cdca---cdc-dfd-cdc-dfd---cdfef--fed--cdfd-df-fed-fd---c---cdf--f--ffe---dc--cdfe7-eed-efgd-dc---c---ef--d---d--dc-dfg--fe-fgf---cd--cf--efgf-fed---defd---3
693502,,CDN-Mlr,2,1---d---d--c--d7--df-gf-fd-efed-fgf-fe-ghg-ge-fgefd--d---d--f--fe--df---d---dfff--dc-eed-efgd-dc---ef--d7---dc-dfg--fe-fgf---c--c--cfe--fgf-fc--df---ffefd-fgfe-fgdc-fffed--cd--defd---3
693503,,CDN-Mlr,2,1---dfe--fg--ghg77---6------6---3
693509,,CDN-Mlr,2,1---acde--d---d--dc7---defd--d---cd--ffg--f7---f--f--fe--fgfe---fe-ede--ed---d---f7--fff---d--defded--cd---de-fdedcd7--dc---cd---ffg--d--d---dfg--fgfe--fe-ede77---6------6---4
693511,,CDN-Mlr,2,1---6------677---d--f---d--d--d---4---c--d--f---3---f--f--f--e--c--d7---3
693518,,CDN-Mlr,2,1---dff---ced--d---fe--fg--g--fg7---gfd--d---dg---g--gh--gf--fegf77---6------6---3
693521,,CDN-Mlr,2,1---dd--dedc--cd---df-fd-f7-fdc-ed--d---dff---d--c--d--df-gff--df7--fgf-fe---df--fgf-fe---dc---dfede--dc7---d---fdf---f--gfd--f---fefc7--acac---9--a--cd--dc--d---f--ef77---6------6---4
693559,,CDN-Mlr,2,1---df---d--cde--e--e---ed--dg--g---gh--e---fe--d7---edcd--d--d---ce--ed-fed-ed--cd--d---gh--kjhg-hg---ed--gf--e--d---cde77---6-----6---3
693564,,CDN-Mlr,2,1---d--d--c--a---c--d--f--f--ec---e77---6------6---3
693567,,CDN-Mlr,2,1---6------677---cd---fgf---d--dgfede--ed---ff---f--f7--fgfd--dfd-dc---c--eef---d--ded--d7--dcdefg---feghjg-ge---fg--efe--dc--de7---gfgfd-de--ed---4
693568,,CDN-Mlr,2,1---cd--defd7-cd--d---fe--f--ghgf-gfef-fd--ed---cd77---6------6---3
693569,,CDN-Mlr,2,1---6------677---g---fe--d--d---4
693571,,CDN-Mlr,2,1---ff--ff--d7---de--c---df--ef---ded--d---c7---d--f--fg--g---hgh--gf---fef7---d--ded--cdc---cd---dg---ghg7--fgfe---d--ef-gf-ddc---fef---d--ded77--d---c---d---dg--g---h--f7---f--de-fedcd--dc---dcd--cbd---d7--de-fd--d7---4
693621,,CDN-Mlr,2,1---d--d--d---6------67---3
693630,,CDN-Mlr,2,1---a---cdf--dd---3
693631,,CDN-Mlr,2,1---cdfg--f---f--gh--g7---f---f---f--f--fe---f--fg--fe---defe--ed---d77---d--d---defedc--d--fefgf---fede--dc7---3
693677,,CDN-Mlr,2,1---f--e---d--f--e---dC7--d--efe---d--d---4---c--d--f---3---f--f--fE--eD--c--d7---3
693797,,CDN-Mlr,2,1---6------677---c--d--ff--dc--c---cegfe-gf--f---d7--fgf--fef---d---d--f--fgf--fef7---d---dcdca---cdcd--d---ff7--dc--c---dec--c---cegfef--d7--ded--d7---4
693798,,CDN-Mlr,2,1---a--cdc--d7---dfd--dc---d---f--ff77--d---c--dedecc--a---ce--fefd7--ded--d---c---d---ff--fg---g--fgf7-fded---d--f--gf--fgh---gf--f7---fG--g--gfg--d---efg--gf--fe-eded7--dc---def--fed-efgf-fe--defede--ed--4
693799,,CDN-Mlr,2,1---c--dc--cf--f---f--f---f--fe7--fg--g---fg--f---d--f--f--g---fd77---6------6---3
693834,,CDN-Mlr,2,1---f--fed--df---cdf--f---cd--f---fg--f7--fef---c---d--f--ed--e---d--c---d--f---f--e7---d--e--d---dc---d--fe---ded--dc---de-fgh-hgh--d77---ef---g--fe--dc---cf--ggff---c--df---f--fed7--df---c---df--f--df---f--g--f---f--dc7---edc--ded---c---df---f---fe--dc---d--efe--d--d---4
693841,,CDN-Mlr,2,1---d---dca--cdf--de---d---d--d--efe7---dc---de--e--e---e---g--gh---hj--h--h---hge7---f--e--d---d---f--d---e--d---e--f---e--d7---e--d--dc---d---efe--d--d---dcc---de---e--ef7--d---d--d---f--e--d--c---dc--ed--efe---d--d---3
693842,,CDN-Mlr,2,1---c--d---f--f---f--f--f--e---c--d---3---d---dc---6------6---3
693862,,CDN-Mlr,2,1---f--fed--df---cdf--f---c--d7---f--fgf--fef---c---d--f--e--d---e--d---c77--d---f--fe---d--e--d---c---d--fe---de--d---de7-fg-hgh--d---ef---g--fe--d---cf--gff---f--f7---f--f--eddf---c---df--f--df---f--g--f7---fe--d---edc--ded---d---df---f---fe--dc---de--fe7--d--d---3
693948,,CDN-Mlr,2,1---a---cde---d--fdefgf--ff7-ecdefed---d--defede--ed---df7--ffgh---fgfd---d---defed--cd---de7-fgf-fef--fe---ff---fghgh--f--fed77---ffgf--f---fdf-fdc-dff--dc--ced7---deed--d---4
228341,,CH-E,2,1---a--cd--df---fe-fgde--dc---d---f--fedcd--df-gf-fe---defede--fd---f--ghg--h--g---fE--fg---fgfe-fede--fd77---df--d---df--d--d---f--f---fc--dc--c---3---cd---fE--fg--gf-fe---fg--g--gfe-fedc-dc---dfed--f--fefd-ed7--cdfede--fd---4
228342,,CH-E,2,1---cdf-fg--f---gh--ge--fg--ef---d--de-fe--ed---d---d--defedc--d---fe-fgf--fede7--dc---3---cd---fe---3
228377,,CH-E,2,1---d---g--f---f--c--d---d---fE---f--f---c--c--c---fc---df--e--f--d---4---f--f--f--e--c--d7---3
228438,,CH-E,2,1---c--d--de-fdfd-dc---d--f--fegfe--e---cd--de-fd--dc---d--f--egfe--e---g--gh---hkgh--fe--g---fed--dfd-dc7---d--f---fgf--dc-dfdf--fd---dfgfed-efd--cd--d---3---d--c--d---4
228462,,CH-E,2,1---a--cdf--d---f---fef--dfE--dc---dfec--df-gf-fe---defede--fd---f---fgh--hg-gefg--fg--fefed-e7--fd---d---defedc--d--fefgf---fed-e--dc---3---d--da---cdf---d--d---d--d--dcdfgfe-fgfg---gf---fgh7---hg-gF--fgF---fg--efede--fd---efe---cdf--ed-efe--defede--fd---4
228463,,CH-E,2,1---cdf-fgF---f--f---gh--g--f---fe7--fg--ef---de-fe--ed---d--cd---df--d---d--d--defedc--d---fefgf--fed-e--dc---3---d--da7---3
228468,,CH-E,2,1---d--c---d---ef--g---fe--d--d---c--d--efE--d---c--f--gF---fe---c---d--f--f---c--f--d---4---f--f--f--e--c--cd---3
228473,,CH-E,2,1---d--c---d---ef--g77---3
228474,,CH-E,2,1---a--cdf--d---f---fef---3
228478,,CH-E,2,1---d--dg--f---f--cd--d---d--f--e--d---f--f--c--c--c---fc--d--fE---d--cd--d---4---f--f--f--e--cd--d7---3
228482,,CH-E,2,1---f--f--f--fe--d---d--c--d--f--f---f--c--d---ffgF--f---fe7--dc---d--fe---d--d---4---f--f--f--e--cd--d---3
228488,,CH-E,2,1---d---fE--d--f--dfd-dc---fg--hijh7---4
228495,,CH-E,2,1---d---fE--d--f--dfd-dc---fg-hijh--hg---fg7---fg--gf---fe---ghghijh---g---fe--fe--d---fE--de-fgd-dc---d--e---fgf--dc-dfce--fd---f---g--f--f---cd-fde7-fgd-dc---3---efD---df--d---dcd-f-ghg-gfe-fgfg--gf---f--gh--hghge--fgf--fed---dC--cf--ef-gf-fed-ed7---4
228496,,CH-E,2,1---d--c--cdf-fg--f---f---gh--g--fe---fg--ef---de-fe--ed---d---cd--d---d--d---dfE--d---defedc--d7--fefgf--fed-e--dc---3---efe---df--d---3
228519,,CH-E,2,1---f--f--ef--d---d--c---d--f---f--f--c---f---f--g--f--d7---f--f--f---g--f--fdc---d--fe--d--d---4---f--f--f--e--c--d---3
228524,,CH-E,2,1---f--f--ef--d7---3
228526,,CH-E,2,1---a--cd--de-fd-fd-dc---d---f--ed-ed7-ef-gf--fdcd--dc-defe---d--dfd--d---3---cd---ffe-ed-ed-ef-gf-fe--dfdcd--dc---df--fc--d-cdfecd-cd-efe7---de-fd--d---4
