col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
202384,,Doleo super te frater mi,159r,122,123601,002321,,4163,4,1572,1,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus in bello et hasta ejus non est aversa,Doleo super te frater mi ionatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta ionathe numquam abiit retrorsum nec declinavit clipeus eius in bello et hasta eius non est aversa | euouae ,,"'38':82A '40':84A 'abiit':28A,65A 'amabili':12A,49A 'amat':20A,57A 'amorem':15A,52A 'aversa':41A,78A 'bello':35A,72A 'bibliothèqu':80A 'cambrai':79A 'clipeus':32A,69A 'de':86B 'declinavit':31A,68A 'diligebam':24A,61A 'doleo':1A,6A,43A 'eius':33A,38A 'ejus':70A,75A 'est':40A,77A 'et':36A,73A 'euouae':42A 'filium':21A,58A 'frater':4A,9A,46A 'h':88B 'hasta':37A,74A 'ionath':26A 'ionatha':11A 'ita':22A,59A 'jonatha':48A,63A 'mater':18A,55A 'mi':5A,10A,47A 'mulierum':16A,53A 'municipal':81A 'nec':30A,67A 'non':39A,76A 'numquam':27A,64A 'olim':83A 'regum':87B 'retrorsum':29A,66A 'sagitta':25A,62A 'sicut':17A,54A 'super':2A,7A,14A,44A,51A 'te':3A,8A,23A,45A,60A 'unicum':19A,56A 'vald':13A,50A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123601,99,38 (olim 40),99,Bibliothèque municipale,F-CA,Cambrai,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
395617,,Doleo super te frater mi,095v,122,123627,002321,http://gallica.bnf.fr/ark:/12148/btv1b60007359/f202.image,4163,12,1572,1,Doleo super te frater mi Jonathas amabilis valdi super amorem mulierum fortior leonibus velocior aquilis sagitta Jonathae numquam abiit retrorsum,Doleo super te frater mi ionatha amabilis valdi super amorem mulierum forcior leonibus velocior aquilis sagitta ionathe numquam abiit retrorsum | Seculorum amen,,"'1090':57A 'abiit':24A,46A 'amabili':12A,34A 'amen':27A 'amorem':15A,37A 'aquili':20A,42A 'bibliothèqu':49A 'de':51A,59B 'des':54A 'doleo':1A,6A,28A 'département':53A 'forcior':17A 'fortior':39A 'franc':52A 'frater':4A,9A,31A 'h':61B 'ionath':22A 'ionatha':11A 'jonatha':33A,44A 'latin':56A 'leonibus':18A,40A 'manuscrit':55A 'mi':5A,10A,32A 'mulierum':16A,38A 'national':50A 'numquam':23A,45A 'pari':48A 'regum':60B 'retrorsum':25A,47A 'sagitta':21A,43A 'seculorum':26A 'super':2A,7A,14A,29A,36A 'te':3A,8A,30A 'valdi':13A,35A 'velocior':19A,41A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123627,112,Latin 1090,112,Bibliothèque nationale,F-Pn,Paris,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
395618,,Doleo super te frater mi,095v,122,123627,002321,http://gallica.bnf.fr/ark:/12148/btv1b60007359/f202.image,4163,13,1572,1,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum et sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus de bello et hasta ejus non est aversa,Doleo super te frater mi ionathei amabilis valde super amorem mulierum et sicut mater unicum amat filium ita te diligebam sagita ionathe numquam abiit retrorsum nec declinavit clipeus eius de bello et asta eius non est adversa | Seculorum,,"'1090':90A 'abiit':29A,67A 'adversa':42A 'amabili':12A,50A 'amat':21A,59A 'amorem':15A,53A 'asta':38A 'aversa':80A 'bello':36A,74A 'bibliothèqu':82A 'clipeus':33A,71A 'de':35A,73A,84A,92B 'declinavit':32A,70A 'des':87A 'diligebam':25A,63A 'doleo':1A,6A,44A 'département':86A 'eius':34A,39A 'ejus':72A,77A 'est':41A,79A 'et':17A,37A,55A,75A 'filium':22A,60A 'franc':85A 'frater':4A,9A,47A 'h':94B 'hasta':76A 'ionath':27A 'ionathei':11A 'ita':23A,61A 'jonatha':49A,65A 'latin':89A 'manuscrit':88A 'mater':19A,57A 'mi':5A,10A,48A 'mulierum':16A,54A 'national':83A 'nec':31A,69A 'non':40A,78A 'numquam':28A,66A 'pari':81A 'regum':93B 'retrorsum':30A,68A 'sagita':26A 'sagitta':64A 'seculorum':43A 'sicut':18A,56A 'super':2A,7A,14A,45A,52A 'te':3A,8A,24A,46A,62A 'unicum':20A,58A 'vald':13A,51A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123627,112,Latin 1090,112,Bibliothèque nationale,F-Pn,Paris,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
401442,,Doleo super te frater mi ,125v,122,123628,002321,http://gallica.bnf.fr/ark:/12148/btv1b6000531z/f254.image,4163,10,1572,1,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus in bello et hasta ejus non est aversa,Doleo super te frater mi ionatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta ionathae numquam abiit retrorsum nec declinavit clipeus eius in bello et hasta eius non est aversa | Seuouae,1---dd--c--d---f--e---dfd-dc---fg-hij--h---jkj---hg--hj--jk-lkjj---ef--ffe--h--ghg---d--d---d--c7---d--f--g---fe--dc--d--c---c--d---f--g---g--f--f---g--h---f--e--dfd-dc---c--cd---ddc---eg--fe--d--d---hk--kIj--hg---h--jkj--h---h7--g---e--f--g---fe--d--d---d---f--g--g--g---h--g--g---h--g---f---gH--fed---dfdd---c--df---ff-gF--f---d-f-ghg---hgfe---ghG--d--d7---4---h--h--g--f--g--gfe---3,"'12044':88A 'abiit':28A,65A 'amabili':12A,49A 'amat':20A,57A 'amorem':15A,52A 'aversa':41A,78A 'bello':35A,72A 'bibliothèqu':80A 'clipeus':32A,69A 'de':82A,90B 'declinavit':31A,68A 'des':85A 'diligebam':24A,61A 'doleo':1A,6A,43A 'département':84A 'eius':33A,38A 'ejus':70A,75A 'est':40A,77A 'et':36A,73A 'filium':21A,58A 'franc':83A 'frater':4A,9A,46A 'h':92B 'hasta':37A,74A 'ionatha':11A,26A 'ita':22A,59A 'jonatha':48A,63A 'latin':87A 'manuscrit':86A 'mater':18A,55A 'mi':5A,10A,47A 'mulierum':16A,53A 'national':81A 'nec':30A,67A 'non':39A,76A 'numquam':27A,64A 'pari':79A 'regum':91B 'retrorsum':29A,66A 'sagitta':25A,62A 'seuouae':42A 'sicut':17A,54A 'super':2A,7A,14A,44A,51A 'te':3A,8A,23A,45A,60A 'unicum':19A,56A 'vald':13A,50A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123628,112,Latin 12044,112,Bibliothèque nationale,F-Pn,Paris,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
407782,,Doleo super te frater mi,210v,122,123630,002321,https://gallica.bnf.fr/ark:/12148/btv1b84229789/f432.image,4163,10,1572,?,,,,"'12601':15A 'bibliothèqu':7A 'de':9A,17B 'des':12A 'doleo':1A 'département':11A 'franc':10A 'frater':4A 'h':19B 'latin':14A 'manuscrit':13A 'mi':5A 'national':8A 'pari':6A 'regum':18B 'super':2A 'te':3A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123630,112,Latin 12601,112,Bibliothèque nationale,F-Pn,Paris,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
418187,,Doleo super te frater mi,062v,122,123633,002321,https://gallica.bnf.fr/ark:/12148/btv1b84262784/f128.image,4163,5,1572,1,,,,"'1535':15A 'bibliothèqu':7A 'de':9A,17B 'des':12A 'doleo':1A 'département':11A 'franc':10A 'frater':4A 'h':19B 'manuscrit':13A 'mi':5A 'nal':14A 'national':8A 'pari':6A 'regum':18B 'super':2A 'te':3A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123633,112,NAL 1535,112,Bibliothèque nationale,F-Pn,Paris,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
450707,,Doleo super te*,106r,122,123663,002321,http://gallica.bnf.fr/ark:/12148/btv1b8432277r/f221.image,4163,14,1572,1*,,,,"'1085':13A 'bibliothèqu':5A 'de':7A,15B 'des':10A 'doleo':1A 'département':9A 'franc':8A 'h':17B 'latin':12A 'manuscrit':11A 'national':6A 'pari':4A 'regum':16B 'super':2A 'te':3A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123663,112,Latin 1085,112,Bibliothèque nationale,F-Pn,Paris,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
500935,,Doleo super te frater mi,085r,122,123642,002321,,4163,7,1572,1,,,,'114':9A 'bibliothèqu':7A 'de':11B 'doleo':1A 'frater':4A 'h':13B 'mi':5A 'municipal':8A 'regum':12B 'super':2A 'te':3A 'valencienn':6A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123642,118,114,118,Bibliothèque municipale,F-VAL,Valenciennes,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
382063,,Doleo super te frater mi,133r,122,123687,002321,,4163,12,1572,?,,,,'202':12A 'bodleian':7A 'canon':10A 'de':14B 'doleo':1A 'frater':4A 'h':16B 'librari':8A 'liturg':11A 'mi':5A 'ms':9A 'oxford':6A 'regum':15B 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123687,131,MS. Canon. Liturg. 202,131,Bodleian Library,GB-Ob,Oxford,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
386086,,Doleo super te frater mi,099v,122,123707,002321,https://iiif.bodleian.ox.ac.uk/iiif/viewer/b7b68301-3363-4aa5-849c-3ec4d0092884#?c=0&m=0&s=0&cv=203&r=0&xywh=-4559%2C-1%2C14528%2C6779,4163,7,1572,?,,,,'284':12A 'bodleian':7A 'de':14B 'doleo':1A 'frater':4A 'h':16B 'laud':10A 'librari':8A 'mi':5A 'misc':11A 'ms':9A 'oxford':6A 'regum':15B 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123707,131,MS. Laud Misc. 284,131,Bodleian Library,GB-Ob,Oxford,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
275861,,Doleo super te frater mi,072r,122,123737,002321,,4163,6,1572,1,,,,'badija':10A 'codex':9A 'de':13B 'doleo':1A 'dubrovnik':6A 'franjevacki':7A 'frater':4A 'h':15B 'iii':11A 'mi':5A 'regum':14B 'samostan':8A 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123737,137,Codex Badija III,137,Franjevacki samostan,HR-Dsmbb,Dubrovnik,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
163573,,Doleo super te frater mi,032r,122,123666,002321,,4163,9,1572,1,,,,'6':10A 'aosta':6A 'biblioteca':9A 'de':12B 'doleo':1A 'frater':4A 'h':14B 'maggior':8A 'mi':5A 'regum':13B 'seminario':7A 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123666,141,6,141,Seminario Maggiore - Biblioteca,I-AO,Aosta,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
174559,,Doleo super te frater mi,289,122,123675,002321,,4163,12,1572,1,,,,'5':13A 'archivio':10A 'assisi':6A 'biblioteca':12A 'cattedral':7A 'de':15B 'doleo':1A 'e':11A 'frater':4A 'h':17B 'mi':5A 'regum':16B 'rufino':9A 'san':8A 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123675,143,5,143,Cattedrale San Rufino - Archivio e Biblioteca,I-Ad,Assisi,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
237639,,Doleo super te frater mi,243r,122,123607,002321,,4163,13,1572,1,,,,'arcivescovado':8A 'biblioteca':9A 'de':12B 'doleo':1A 'firenz':6A 'florenc':7A 'frater':4A 'h':14B 'mi':5A 'regum':13B 's.c':10A 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123607,150,s.c.,150,Arcivescovado - Biblioteca,I-Far,Firenze (Florence),4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
370203,,Doleo super te frater mi,274,122,123680,002321,,4163,9,1572,1,,,,"'601':13A 'arcivescovil':12A 'biblioteca':7A,11A 'capitolar':8A 'de':15B 'doleo':1A 'e':10A 'feliniana':9A 'frater':4A 'h':17B 'lucca':6A 'mi':5A 'regum':16B 'super':2A 'te':3A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123680,154,601,154,Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile,I-Lc,Lucca,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
355025,,Doleo super te frater mi,139v,122,123626,002321,,4163,9,1572,1,,,,'15/79':16A 'basilica':7A 'battista':11A 'biblioteca':12A 'capitolar':13A 'de':18B 'di':8A 'doleo':1A 'e':14A 'frater':4A 'giovanni':10A 'h':20B 'mi':5A 'monza':6A 'regum':19B 'super':2A 'te':3A 'tesoro':15A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123626,158,15/79,158,Biblioteca capitolare,I-MZ,Monza,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
428587,,Doleo super te frater mi,182r,122,123635,002321,,4163,8,1572,1,,,,'biblioteca':7A 'c.5':9A 'de':11B 'doleo':1A 'frater':4A 'h':13B 'mi':5A 'regum':12B 'roma':6A 'super':2A 'te':3A 'vallicelliana':8A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123635,168,C.5,168,Biblioteca Vallicelliana,I-Rv,Roma,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
569375,,Doleo super te frater mi,260vb,122,123758,002321,,4163,9,1572,*,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus de bello et hasta ejus non est aversa,,,"'abiit':28A 'amabili':12A 'amat':20A 'amorem':15A 'aversa':41A 'bello':35A 'biblioteca':43A 'capitolar':44A 'clipeus':32A 'de':34A,47B 'declinavit':31A 'diligebam':24A 'doleo':1A,6A 'ejus':33A,38A 'est':40A 'et':36A 'filium':21A 'frater':4A,9A 'h':49B 'hasta':37A 'ita':22A 'jonatha':11A,26A 'lxii':45A 'mater':18A 'mi':5A,10A 'mulierum':16A 'nec':30A 'non':39A 'numquam':27A 'regum':48B 'retrorsum':29A 'sagitta':25A 'sicut':17A 'super':2A,7A,14A 'te':3A,8A,23A 'unicum':19A 'vald':13A 'vercelli':42A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123758,172,LXII,172,Biblioteca Capitolare,I-VCd,Vercelli,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
576756,,Doleo super te frater mi,050v,122,123763,002321,,4163,9,1572,1,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus in bello et hasta ejus non est adversa,,,"'abiit':28A 'adversa':41A 'amabili':12A 'amat':20A 'amorem':15A 'bello':35A 'biblioteca':43A 'capitolar':44A 'clipeus':32A 'de':47B 'declinavit':31A 'diligebam':24A 'doleo':1A,6A 'ejus':33A,38A 'est':40A 'et':36A 'filium':21A 'frater':4A,9A 'h':49B 'hasta':37A 'ita':22A 'jonatha':11A,26A 'lxiv':45A 'mater':18A 'mi':5A,10A 'mulierum':16A 'nec':30A 'non':39A 'numquam':27A 'regum':48B 'retrorsum':29A 'sagitta':25A 'sicut':17A 'super':2A,7A,14A 'te':3A,8A,23A 'unicum':19A 'vald':13A 'vercelli':42A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123763,172,LXIV,172,Biblioteca Capitolare,I-VCd,Vercelli,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
584410,,Doleo super te frater mi ,174r,122,123765,002321,,4163,11,1572,1,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum et sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus in bello et hasta ejus non est aversa,,,"'abiit':29A 'amabili':12A 'amat':21A 'amorem':15A 'aversa':42A 'bello':36A 'biblioteca':44A 'capitolar':45A 'clipeus':33A 'de':48B 'declinavit':32A 'diligebam':25A 'doleo':1A,6A 'ejus':34A,39A 'est':41A 'et':17A,37A 'filium':22A 'frater':4A,9A 'h':50B 'hasta':38A 'ita':23A 'jonatha':11A,27A 'lxxix':46A 'mater':19A 'mi':5A,10A 'mulierum':16A 'nec':31A 'non':40A 'numquam':28A 'regum':49B 'retrorsum':30A 'sagitta':26A 'sicut':18A 'super':2A,7A,14A 'te':3A,8A,24A 'unicum':20A 'vald':13A 'vercelli':43A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123765,172,LXXIX,172,Biblioteca Capitolare,I-VCd,Vercelli,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
326747,,Doleo super te frater mi ,121v,122,123736,002321,,4163,4,1572,1,Doleo super te frater mi Ionatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta Ionathe numquam abiit retrorsum nec declinavit clipeus eius de bello et hasta eius non est aversa,,,"'1':47A 'abiit':28A 'amabili':12A 'amat':20A 'amorem':15A 'aversa':41A 'bello':35A 'biblioteka':43A 'clipeus':32A 'de':34A,49B 'declinavit':31A 'diligebam':24A 'doleo':1A,6A 'eius':33A,38A 'est':40A 'et':36A 'filium':21A 'frater':4A,9A 'h':51B 'hasta':37A 'ionath':26A 'ionatha':11A 'ita':22A 'kapitułi':44A 'katedralnej':45A 'kielc':42A 'mater':18A 'mi':5A,10A 'ms':46A 'mulierum':16A 'nec':30A 'non':39A 'numquam':27A 'regum':50B 'retrorsum':29A 'sagitta':25A 'sicut':17A 'super':2A,7A,14A 'te':3A,8A,23A 'unicum':19A 'vald':13A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123736,200,Ms. 1,200,Biblioteka Kapituły Katedralnej,PL-KIk,Kielce,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
563040,,Doleo super te frater mi,101v,122,123756,002321,,4163,7,1572,1,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus de bello et hasta ejus non est aversa,Doleo super te frater mi ionatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligebam sagitta ionathe numquam abiit retrorsum nec declinavit clipeus eius de bello et hasta eius non est aversa | Euouae,,"'503':84A 'abiit':28A,65A 'amabili':12A,49A 'amat':20A,57A 'amorem':15A,52A 'aversa':41A,78A 'bello':35A,72A 'biblioteka':80A 'clipeus':32A,69A 'de':34A,71A,86B 'declinavit':31A,68A 'diligebam':24A,61A 'doleo':1A,6A,43A 'eius':33A,38A 'ejus':70A,75A 'est':40A,77A 'et':36A,73A 'euouae':42A 'filium':21A,58A 'frater':4A,9A,46A 'h':88B 'hasta':37A,74A 'ionath':26A 'ionatha':11A 'ita':22A,59A 'jonatha':48A,63A 'mater':18A,55A 'mi':5A,10A,47A 'ms':82A 'mulierum':16A,53A 'nec':30A,67A 'non':39A,76A 'numquam':27A,64A 'r':83A 'regum':87B 'retrorsum':29A,66A 'sagitta':25A,62A 'sicut':17A,54A 'super':2A,7A,14A,44A,51A 'te':3A,8A,23A,45A,60A 'unicum':19A,56A 'uniwersytecka':81A 'vald':13A,50A 'wrocław':79A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123756,202,Ms. R 503,202,Biblioteka Uniwersytecka,PL-WRu,Wroclaw,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
597655,,Doleo super te frater mi,104v,122,589069,002321,https://iip.bu.uni.wroc.pl/index.php?s=RKP_I_F_401_23465&p=109&x=0.49999999999999994&y=0.36834813788607274&z=0.7573203181057163&browser=seadragon,4163,7M,1572,1,,,1---dd--c--d---f--e---dfddc---fghij--h---ghg---4,'401':13A 'biblioteka':7A 'de':15B 'doleo':1A 'f':12A 'frater':4A 'h':17B 'librari':10A 'mi':5A 'regum':16B 'super':2A 'te':3A 'univers':9A 'uniwersytecka':8A 'wroclaw':6A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,589069,202,I F 401,202,Biblioteka Uniwersytecka,PL-WRu,Wroclaw,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
356856,,Doleo super te frater mi,021r,122,123659,002321,,4163,7,1572,1,,,,'18':13A '19':11A 'archiepiscop':9A 'archiv':10A 'arhiv':8A 'de':15B 'doleo':1A 'frater':4A 'h':17B 'ljubljana':6A 'mi':5A 'nadškofijski':7A 'olim':12A 'regum':16B 'super':2A 'te':3A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123659,206,19 (olim 18),206,Nadškofijski arhiv (Archiepiscopal Archives),SI-Lna,Ljubljana,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
263162,,Doleo super te frater mi,123r,122,123706,002321,,4163,4,1572,1,,,,'42':11A 'de':13B 'deissmann':10A 'doleo':1A 'frater':4A 'h':15B 'istanbul':6A 'mi':5A 'müzesi':9A 'regum':14B 'sarayı':8A 'super':2A 'te':3A 'topkapı':7A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123706,210,Deissmann 42,210,Topkapı Sarayı Müzesi,TR-Itks,Istanbul,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
218875,,Doleo super te frater mi,127v,122,123661,002321,http://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.B.79/262,4163,10,1572,Da,Doleo super te frater mi Jonatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligabam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus in bello et hasta ejus non est aversa,Doleo super te frater mi ionatha amabilis valde super amorem mulierum sicut mater unicum amat filium ita te diligabam Sagitta ionathe numquam abiit retrorsum nec declinavit clypeus eius in bello et asta eius non est aversa | ~Magnificat,1---d--c--d---f--e---dfedc---f--gh---hg---fe--fgf--g---cd--dc--f--e---dC--d---d--c---d--f--gff7---ed--fe--dc--d---c--d---f--e---f--e--dc---d--fe---d--cd--dfedc---f--ghg---hgf---ed--fgf--dc--d7---hjk--kj--hg---h--jkj--h---h--g---e--f--g---fe--de--d---dc---f--g--h--g---h7--g--f---g--fE---de---ed--c---d---c--d---fg--f---fe---gh---fe--dc--d---4---f--g--h3---h--h--g--f--g--ghg7---3,"'abiit':28A,65A 'amabili':12A,49A 'amat':20A,57A 'amorem':15A,52A 'apostolica':84A 'asta':37A 'aversa':41A,78A 'b.79':88A 'bello':35A,72A 'biblioteca':83A 'città':79A 'clipeus':69A 'clypeus':32A 'de':90B 'declinavit':31A,68A 'del':80A 'diligabam':24A,61A 'doleo':1A,6A,43A 'eius':33A,38A 'ejus':70A,75A 'est':40A,77A 'et':36A,73A 'filium':21A,58A 'frater':4A,9A,46A 'h':92B 'hasta':74A 'ionath':26A 'ionatha':11A 'ita':22A,59A 'jonatha':48A,63A 'magnificat':42A 'mater':18A,55A 'mi':5A,10A,47A 'mulierum':16A,53A 'nec':30A,67A 'non':39A,76A 'numquam':27A,64A 'pietro':87A 'regum':91B 'retrorsum':29A,66A 'roma':82A 'sagitta':25A,62A 'san':86A 'sicut':17A,54A 'super':2A,7A,14A,44A,51A 'te':3A,8A,23A,45A,60A 'unicum':19A,56A 'vald':13A,50A 'vaticana':85A 'vaticano':81A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123661,258,San Pietro B.79,258,Biblioteca Apostolica Vaticana,V-CVbav,Città del Vaticano,4163,2020-06-18 19:20:24.011+00,2020-06-18 19:20:24.013+00,,,H,Antiphons based on texts from the Historia,1572,De Regum,"Summer Histories, from Kings"
