chant_id,title,incipit,genre_name,source_siglum,institution_siglum
221018,,Domine deus in adjutorium,A,US-Cn 24,US-Cn
221032,,Domine refugium factus es,A,US-Cn 24,US-Cn
221065,,Domine audivi auditum tuum et,A,US-Cn 24,US-Cn
221071,,Domine probasti me et,A,US-Cn 24,US-Cn
221073,,Domine clamavi ad te exaudi,A,US-Cn 24,US-Cn
221086,,Domine exaudi orationem meam,W,US-Cn 24,US-Cn
221089,,Domine exaudi orationem meam,R,US-Cn 24,US-Cn
221111,,Domine si tu vis potes me,A,US-Cn 24,US-Cn
221114,,Domine salva nos perimus,A,US-Cn 24,US-Cn
221115,,Domine nonne bonum semen,A,US-Cn 24,US-Cn
221152,,Domine refugium factus es,W,US-Cn 24,US-Cn
221200,,Domine refugium factus es,W,US-Cn 24,US-Cn
221239,,Domine refugium*,W,US-Cn 24,US-Cn
221266,,Domine puer meus jacet,R,US-Cn 24,US-Cn
221267,,Domine non sum dignus ut,V,US-Cn 24,US-Cn
221268,,Domine puer meus jacet,A,US-Cn 24,US-Cn
221269,,Domine non sum dignus ut,A,US-Cn 24,US-Cn
221383,,Domine qui dixisti mihi,V,US-Cn 24,US-Cn
221389,,Domine labia mea aperies et,A,US-Cn 24,US-Cn
221395,,Domine bonum est nos hic ,A,US-Cn 24,US-Cn
221459,,Domine ut video propheta es,A,US-Cn 24,US-Cn
221511,,Domine si hic fuisses Lazarus,A,US-Cn 24,US-Cn
221551,,Domine labia mea aperies et,V,US-Cn 24,US-Cn
221668,,Domine vim patior responde,A,US-Cn 24,US-Cn
221798,,Domine abstraxisti ab inferis,A,US-Cn 24,US-Cn
222267,,Domine qui custodis pactum et,V,US-Cn 24,US-Cn
222270,,Domine si conversus fuerit,R,US-Cn 24,US-Cn
222353,,Domine pater et deus vitae,R,US-Cn 24,US-Cn
222429,,Domine deus qui conteris,R,US-Cn 24,US-Cn
222433,,Domine rex omnipotens in,A,US-Cn 24,US-Cn
222434,,Domine deus rex omnipotens,A,US-Cn 24,US-Cn
222435,,Domine rex omnipotens in,R,US-Cn 24,US-Cn
222438,,Domine rex universae,V,US-Cn 24,US-Cn
222440,,Domine deus creator caeli et,V,US-Cn 24,US-Cn
222513,,Domine dominus noster quam,V,US-Cn 24,US-Cn
222740,,Domine qui me creasti et,V,US-Cn 24,US-Cn
222928,,Domine ostende nobis patrem,A,US-Cn 24,US-Cn
222936,,Domine ostende nobis patrem*,A,US-Cn 24,US-Cn
223115,,Domine si tu es jube me,R,US-Cn 24,US-Cn
223268,,Domine si tu es*,R,US-Cn 24,US-Cn
223437,,Domine mi rex da mihi ,A,US-Cn 24,US-Cn
223778,,Domine qui operati sunt,A,US-Cn 24,US-Cn
223786,,Domine spes sanctorum et,A,US-Cn 24,US-Cn
223820,,Domine si adhuc populo tuo,R,US-Cn 24,US-Cn
223823,,Domine si adhuc populo tuo,V,US-Cn 24,US-Cn
223845,,Domine si adhuc populo tuo,A,US-Cn 24,US-Cn
223870,,Domine Jesu Christe seminator,A,US-Cn 24,US-Cn
223878,,Domine Jesu Christe pastor,R,US-Cn 24,US-Cn
224009,,Domine praevenisti eum in,R,US-Cn 24,US-Cn
224109,,Domine quinque talenta,V,US-Cn 24,US-Cn
224116,,Domine dominus noster quam,A,US-Cn 24,US-Cn
224124,,Domine iste sanctus habitabit,A,US-Cn 24,US-Cn
224176,,Domine iste sanctus*,A,US-Cn 24,US-Cn
224181,,Domine quinque talenta,A,US-Cn 24,US-Cn
224199,,Domine quinque talenta*,A,US-Cn 24,US-Cn
224288,,Domine si conversus fuerit,V,US-Cn 24,US-Cn
224445,,Domine quando veneris,R,US-Cn 24,US-Cn
224463,,Domine secundum actum meum,R,US-Cn 24,US-Cn
224782,,Domine audivi auditum tuum et,V,V-CVbav Vat.lat. 8737,V-CVbav
224929,,Domine ne in ira tua ,R,V-CVbav Vat.lat. 8737,V-CVbav
224947,,Domine in virtute tua,A,V-CVbav Vat.lat. 8737,V-CVbav
225010,,Domine in caelo misericordia,W,V-CVbav Vat.lat. 8737,V-CVbav
225148,,Domine deus in adjutorium,A,V-CVbav Vat.lat. 8737,V-CVbav
225162,,Domine refugium factus es,A,V-CVbav Vat.lat. 8737,V-CVbav
225195,,Domine audivi auditum tuum et,A,V-CVbav Vat.lat. 8737,V-CVbav
225201,,Domine probasti me et,A,V-CVbav Vat.lat. 8737,V-CVbav
225203,,Domine clamavi ad te exaudi,A,V-CVbav Vat.lat. 8737,V-CVbav
225216,,Domine exaudi orationem*,W,V-CVbav Vat.lat. 8737,V-CVbav
225219,,Domine exaudi orationem meam,R,V-CVbav Vat.lat. 8737,V-CVbav
225240,,Domine si vis tu potes ,A,V-CVbav Vat.lat. 8737,V-CVbav
225242,,Domine salva nos perimus,A,V-CVbav Vat.lat. 8737,V-CVbav
225283,,Domine refugium factus es,W,V-CVbav Vat.lat. 8737,V-CVbav
225332,,Domine refugium*,W,V-CVbav Vat.lat. 8737,V-CVbav
225368,,Domine refugium*,W,V-CVbav Vat.lat. 8737,V-CVbav
225395,,Domine puer meus jacet,R,V-CVbav Vat.lat. 8737,V-CVbav
225396,,Domine non sum dignus ut,V,V-CVbav Vat.lat. 8737,V-CVbav
225397,,Domine puer meus jacet,A,V-CVbav Vat.lat. 8737,V-CVbav
225398,,Domine non sum dignus ut,A,V-CVbav Vat.lat. 8737,V-CVbav
225435,,Domine salvum me fac o ,A,V-CVbav Vat.lat. 8737,V-CVbav
225506,,Domine qui dixisti mihi,V,V-CVbav Vat.lat. 8737,V-CVbav
225511,,Domine labia mea aperies et,A,V-CVbav Vat.lat. 8737,V-CVbav
225517,,Domine bonum est nos hic ,A,V-CVbav Vat.lat. 8737,V-CVbav
225613,,Domine si fuisses hic Lazarus,A,V-CVbav Vat.lat. 8737,V-CVbav
225653,,Domine labia mea aperies et,V,V-CVbav Vat.lat. 8737,V-CVbav
225768,,Domine vim patior responde,A,V-CVbav Vat.lat. 8737,V-CVbav
225898,,Domine abstraxisti ab inferis,A,V-CVbav Vat.lat. 8737,V-CVbav
226342,,Domine qui custodis pactum et,V,V-CVbav Vat.lat. 8737,V-CVbav
226345,,Domine si conversus fuerit,R,V-CVbav Vat.lat. 8737,V-CVbav
226420,,Domine pater et deus vitae,R,V-CVbav Vat.lat. 8737,V-CVbav
226480,,Domine deus qui conteris,R,V-CVbav Vat.lat. 8737,V-CVbav
226484,,Domine rex omnipotens in,A,V-CVbav Vat.lat. 8737,V-CVbav
226485,,Domine deus rex omnipotens,A,V-CVbav Vat.lat. 8737,V-CVbav
226486,,Domine rex omnipotens in,R,V-CVbav Vat.lat. 8737,V-CVbav
226489,,Domine rex universae,V,V-CVbav Vat.lat. 8737,V-CVbav
226491,,Domine deus creator caeli et,V,V-CVbav Vat.lat. 8737,V-CVbav
226563,,Domine dominus noster quam,V,V-CVbav Vat.lat. 8737,V-CVbav
226939,,Domine ostende nobis patrem,A,V-CVbav Vat.lat. 8737,V-CVbav
226947,,Domine ostende nobis patrem*,A,V-CVbav Vat.lat. 8737,V-CVbav
227124,,Domine si tu es jube ,R,V-CVbav Vat.lat. 8737,V-CVbav
227432,,Domine mi rex da mihi ,A,V-CVbav Vat.lat. 8737,V-CVbav
227648,,Domine qui operati sunt,A,V-CVbav Vat.lat. 8737,V-CVbav
227652,,Domine spes sanctorum et,A,V-CVbav Vat.lat. 8737,V-CVbav
227682,,Domine si adhuc populo tuo,R,V-CVbav Vat.lat. 8737,V-CVbav
227685,,Domine si adhuc populo tuo,V,V-CVbav Vat.lat. 8737,V-CVbav
227707,,Domine si adhuc populo tuo,A,V-CVbav Vat.lat. 8737,V-CVbav
227732,,Domine Jesu Christe pastor,R,V-CVbav Vat.lat. 8737,V-CVbav
227843,,Domine praevenisti eum in,R,V-CVbav Vat.lat. 8737,V-CVbav
227943,,Domine quinque talenta,V,V-CVbav Vat.lat. 8737,V-CVbav
227950,,Domine dominus noster quam,A,V-CVbav Vat.lat. 8737,V-CVbav
227958,,Domine iste sanctus habitabit,A,V-CVbav Vat.lat. 8737,V-CVbav
228010,,Domine iste sanctus*,A,V-CVbav Vat.lat. 8737,V-CVbav
228015,,Domine quinque talenta,A,V-CVbav Vat.lat. 8737,V-CVbav
228032,,Domine quinque talenta*,A,V-CVbav Vat.lat. 8737,V-CVbav
228110,,Domine si conversus fuerit,V,V-CVbav Vat.lat. 8737,V-CVbav
228268,,Domine quando veneris,R,V-CVbav Vat.lat. 8737,V-CVbav
228286,,Domine secundum actum meum,R,V-CVbav Vat.lat. 8737,V-CVbav
228369,,Domine deus virtutum converte*,W,CH-E 611,CH-E
228510,,Domine deus virtutum converte nos,V,CH-E 611,CH-E
228672,,Domine audivi auditum tuum et,V,CH-E 611,CH-E
228684,,Domine audivi auditum tuum et,V,CH-E 611,CH-E
228773,,Domine libera animam meam a,A,CH-E 611,CH-E
228908,,Domine audivi auditum tuum et,V,CH-E 611,CH-E
228990,,Domine suscipe me ut cum,A,CH-E 611,CH-E
229110,,Domine si tu vis potes,A,CH-E 611,CH-E
229111,,Domine puer meus jacet paralyticus,A,CH-E 611,CH-E
229112,,Domine non sum dignus ut,A,CH-E 611,CH-E
229116,,Domine salva nos perimus impera,A,CH-E 611,CH-E
229118,,Domine salva nos perimus impera,A,CH-E 611,CH-E
229121,,Domine ne in ira tua,R,CH-E 611,CH-E
229127,,Domine deus meus in te,R,CH-E 611,CH-E
229140,,Domine dilexi decorem domus tuae,V,CH-E 611,CH-E
229142,,Domine deus Israel exaudi preces,V,CH-E 611,CH-E
229162,,Domine ne in ira tua,V,CH-E 611,CH-E
229181,,Domine deus propitius esto populo,R,CH-E 611,CH-E
229184,,Domine deus virtutum convertere respice,V,CH-E 611,CH-E
229193,,Domine exaudi orationem meam et,R,CH-E 611,CH-E
229211,,Domine deus meus*,R,CH-E 611,CH-E
229221,,Domine audivi auditum tuum et,V,CH-E 611,CH-E
229275,,Domine deus meus in te,R,CH-E 611,CH-E
229367,,Domine refugium factus es nobis,R,CH-E 611,CH-E
229369,,Domine refugium factus*,W,CH-E 611,CH-E
229409,,Domine non habeo hominem ut,A,CH-E 611,CH-E
229413,,Domine bonum est nos hic,A,CH-E 611,CH-E
229442,,Domine labia mea aperies et,A,CH-E 611,CH-E
229447,,Domine dimitte eam quia clamat,A,CH-E 611,CH-E
229522,,Domine ut video propheta es,A,CH-E 611,CH-E
229587,,Domine si hic fuisses Lazarus,A,CH-E 611,CH-E
229615,,Domine labia mea aperies et ,V,CH-E 611,CH-E
229644,,Domine deus meus in te,W,CH-E 611,CH-E
229646,,Domine libera animam meam R.,W,CH-E 611,CH-E
229751,,Domine vim patior responde pro,A,CH-E 611,CH-E
229883,,Domine abstraxisti ab inferis animam,A,CH-E 611,CH-E
230228,,Domine ostende nobis patrem et,A,CH-E 611,CH-E
230242,,Domine ostende*,A,CH-E 611,CH-E
230366,,Domine si in tempore hoc,A,CH-E 611,CH-E
230618,,Domine qui custodis pactum et ,V,CH-E 611,CH-E
230619,,Domine si conversus fuerit populus ,R,CH-E 611,CH-E
230648,,Domine pater et deus vitae ,R,CH-E 611,CH-E
230651,,Domine pater et deus vitae,V,CH-E 611,CH-E
230757,,Domine deus exercituum magne et ,V,CH-E 611,CH-E
230758,,Domine deus qui conteris bella,R,CH-E 611,CH-E
230766,,Domine rex*,A,CH-E 611,CH-E
230767,,Domine rex omnipotens in ditione,R,CH-E 611,CH-E
230772,,Domine deus caeli et terrae,V,CH-E 611,CH-E
230779,,Domine rex omnipotens in ditione,A,CH-E 611,CH-E
230851,,Domine factum est ut imperasti,A,CH-E 611,CH-E
230928,,Domine descende ut sanes filium,A,CH-E 611,CH-E
230941,,Domine in virtute tua laetabitur,A,CH-E 611,CH-E
230986,,Domine in caelo misericordia tua,A,CH-E 611,CH-E
230989,,Domine in caelo misericordia tua,R,CH-E 611,CH-E
231027,,Domine deus meus in te,A,CH-E 611,CH-E
231036,,Domine exaudi vocem meam,V,CH-E 611,CH-E
231046,,Domine deus in adjutorium meum,A,CH-E 611,CH-E
231057,,Domine libera animam meam,A,CH-E 611,CH-E
231083,,Domine refugium factus es nobis,A,CH-E 611,CH-E
231086,,Domine refugium factus es nobis,R,CH-E 611,CH-E
231092,,Domine probasti me et cognovisti,A,CH-E 611,CH-E
231094,,Domine clamavi ad te exaudi,A,CH-E 611,CH-E
231095,,Domine clamavi ad te et,R,CH-E 611,CH-E
231130,,Domine exaudi R. Orationem*,W,CH-E 611,CH-E
231131,,Domine exaudi orationem meam,R,CH-E 611,CH-E
231233,,Domine Jesu Christe magister bone ,A,CH-E 611,CH-E
231419,,Domine rex aeterne qui es,A,CH-E 611,CH-E
231696,,Domine non aspicias peccata mea,R,CH-E 611,CH-E
231889,,Domine si tu es jube,R,CH-E 611,CH-E
232369,,Domine mi rex da mihi,A,CH-E 611,CH-E
232381,,Domine mi*,A,CH-E 611,CH-E
232655,,Domine Jesu Christe ne despicias,R,CH-E 611,CH-E
232707,,Domine qui operati sunt justitiam,A,CH-E 611,CH-E
232716,,Domine spes sanctorum et turris,A,CH-E 611,CH-E
232718,,Domine deus virtutum beati omnes,A,CH-E 611,CH-E
232769,,Domine si adhuc populo tuo,R,CH-E 611,CH-E
232770,,Domine si adhuc in eodem ,V,CH-E 611,CH-E
232772,,Domine si adhuc populo tuo,V,CH-E 611,CH-E
232798,,Domine si adhuc populo tuo,A,CH-E 611,CH-E
232808,,Domine si adhuc*,A,CH-E 611,CH-E
232834,,Domine Jesu Christe seminator casti,A,CH-E 611,CH-E
232856,,Domine Jesu Christe pastor bone,R,CH-E 611,CH-E
232878,,Domine Jesu*,A,CH-E 611,CH-E
233214,,Domine libera*,A,CH-E 611,CH-E
233230,,Domine dominus noster quam admirabile,A,CH-E 611,CH-E
233234,,Domine quinque talenta tradidisti mihi ,V,CH-E 611,CH-E
233241,,Domine iste sanctus habitabit in,A,CH-E 611,CH-E
233277,,Domine quinque talenta tradidisti mihi,A,CH-E 611,CH-E
233315,,Domine quinque talenta*,A,CH-E 611,CH-E
233429,,Domine dilexi*,W,CH-E 611,CH-E
233478,,Domine dilexi*,W,CH-E 611,CH-E
233501,,Domine qui plasmasti me miserere,R,CH-E 611,CH-E
233502,,Domine quicquid vitiorum fallente diabolo,V,CH-E 611,CH-E
233736,,Domine quovis mitte me,A,I-Far s.c.,I-Far
233994,,Domine virtus et laetitia,A,I-Far s.c.,I-Far
234049,,Domine suscipe me ut cum,A,I-Far s.c.,I-Far
234133,,Domine audivi auditum tuum et,V,I-Far s.c.,I-Far
234336,,Domine adjutor meus et,A,I-Far s.c.,I-Far
234338,,Domine in virtute tua,A,I-Far s.c.,I-Far
234347,,Domine deus Israel exaudi,V,I-Far s.c.,I-Far
234433,,Domine in caelo misericordia*,W,I-Far s.c.,I-Far
234516,,Domine deus in adjutorium,A,I-Far s.c.,I-Far
234530,,Domine refugium factus es,A,I-Far s.c.,I-Far
234562,,Domine probasti me et,A,I-Far s.c.,I-Far
234564,,Domine clamavi ad te exaudi,A,I-Far s.c.,I-Far
234575,,Domine exaudi*,W,I-Far s.c.,I-Far
234578,,Domine exaudi orationem meam,R,I-Far s.c.,I-Far
234596,,Domine si tu vis potes ,A,I-Far s.c.,I-Far
234597,,Domine si tu vis potes me,A,I-Far s.c.,I-Far
234598,,Domine puer meus jacet,A,I-Far s.c.,I-Far
234599,,Domine non sum dignus ut,A,I-Far s.c.,I-Far
234602,,Domine salva nos perimus,A,I-Far s.c.,I-Far
234605,,Domine nonne bonum semen,A,I-Far s.c.,I-Far
234718,,Domine qui me creasti et,V,I-Far s.c.,I-Far
234870,,Domine refugium*,W,I-Far s.c.,I-Far
234918,,Domine refugium*,W,I-Far s.c.,I-Far
234936,,Domine puer meus*,A,I-Far s.c.,I-Far
234937,,Domine non sum dignus*,A,I-Far s.c.,I-Far
235012,,Domine non habeo hominem ut,A,I-Far s.c.,I-Far
235014,,Domine bonum est nos hic ,A,I-Far s.c.,I-Far
235047,,Domine qui dixisti mihi,V,I-Far s.c.,I-Far
235049,,Domine labia mea aperies et,A,I-Far s.c.,I-Far
235054,,Domine refugium*,W,I-Far s.c.,I-Far
235121,,Domine refugium*,W,I-Far s.c.,I-Far
235189,,Domine refugium*,W,I-Far s.c.,I-Far
235214,,Domine si hic fuisses Lazarus,A,I-Far s.c.,I-Far
235245,,Domine labia mea aperies et,V,I-Far s.c.,I-Far
235358,,Domine vim patior responde,A,I-Far s.c.,I-Far
235482,,Domine abstraxisti ab inferis,A,I-Far s.c.,I-Far
235763,,Domine ostende nobis patrem,A,I-Far s.c.,I-Far
235950,,Domine Jesu Christe qui,A,I-Far s.c.,I-Far
236058,,Domine si tu es jube me,R,I-Far s.c.,I-Far
236074,,Domine tu omnia nosti tu scis,V,I-Far s.c.,I-Far
236198,,Domine Jesu Christe deus meus,R,I-Far s.c.,I-Far
236497,,Domine mi rex da mihi ,A,I-Far s.c.,I-Far
236775,,Domine si adhuc populo tuo,R,I-Far s.c.,I-Far
236781,,Domine jam satis est quod,A,I-Far s.c.,I-Far
236814,,Domine si adhuc populo tuo,A,I-Far s.c.,I-Far
236847,,Domine Jesu Christe pastor bone,R,I-Far s.c.,I-Far
236849,,Domine Jesu Christe seminator,A,I-Far s.c.,I-Far
236948,,Domine Jesu Christe magister,A,I-Far s.c.,I-Far
237114,,Domine praevenisti eum in,R,I-Far s.c.,I-Far
237251,,Domine dominus noster quam,A,I-Far s.c.,I-Far
237259,,Domine iste sanctus habitabit,A,I-Far s.c.,I-Far
237286,,Domine quinque talenta,A,I-Far s.c.,I-Far
237342,,Domine quinque talenta,V,I-Far s.c.,I-Far
237416,,Domine domine aperi nobis,V,I-Far s.c.,I-Far
237477,,Domine si conversus fuerit,V,I-Far s.c.,I-Far
237618,,Domine qui custodis pactum et,V,I-Far s.c.,I-Far
237621,,Domine si conversus fuerit,R,I-Far s.c.,I-Far
237653,,Domine pater et deus vitae,R,I-Far s.c.,I-Far
237743,,Domine deus qui conteris,R,I-Far s.c.,I-Far
237755,,Domine rex omnipotens in,R,I-Far s.c.,I-Far
237758,,Domine deus caeli et terrae,V,I-Far s.c.,I-Far
237760,,Domine rex universae,V,I-Far s.c.,I-Far
237769,,Domine rex omnipotens in,A,I-Far s.c.,I-Far
237770,,Domine deus rex omnipotens,A,I-Far s.c.,I-Far
237926,,Domine quando veneris,R,I-Far s.c.,I-Far
237936,,Domine secundum actum meum,R,I-Far s.c.,I-Far
237980,,Domine qui plasmasti me,R,I-Far s.c.,I-Far
237984,,Domine quidquid vitiorum,V,I-Far s.c.,I-Far
238218,,Domine deus virtutum converte,W,I-Fl Conv. sopp. 560,I-Fl
238486,,Domine audivi auditum tuum et,V,I-Fl Conv. sopp. 560,I-Fl
238507,,Domine audivi auditum tuum et,V,I-Fl Conv. sopp. 560,I-Fl
238560,,Domine praevenisti*,R,I-Fl Conv. sopp. 560,I-Fl
238808,,Domine in virtute tua,A,I-Fl Conv. sopp. 560,I-Fl
238812,,Domine ne in ira tua arguas,R,I-Fl Conv. sopp. 560,I-Fl
238836,,Domine dilexi decorem domus,V,I-Fl Conv. sopp. 560,I-Fl
238838,,Domine deus Israel exaudi,V,I-Fl Conv. sopp. 560,I-Fl
238877,,Domine in caelo misericordia,W,I-Fl Conv. sopp. 560,I-Fl
238894,,Domine in caelo misericordia,A,I-Fl Conv. sopp. 560,I-Fl
238897,,Domine in caelo misericordia,R,I-Fl Conv. sopp. 560,I-Fl
238948,,Domine ne in ira tua arguas,V,I-Fl Conv. sopp. 560,I-Fl
238963,,Domine deus meus in te,A,I-Fl Conv. sopp. 560,I-Fl
238989,,Domine deus in adjutorium,A,I-Fl Conv. sopp. 560,I-Fl
239032,,Domine refugium factus es,A,I-Fl Conv. sopp. 560,I-Fl
239035,,Domine refugium factus es,R,I-Fl Conv. sopp. 560,I-Fl
239042,,Domine probasti me et,A,I-Fl Conv. sopp. 560,I-Fl
239044,,Domine clamavi ad te exaudi,A,I-Fl Conv. sopp. 560,I-Fl
239069,,Domine audivi auditum tuum et,A,I-Fl Conv. sopp. 560,I-Fl
239085,,Domine exaudi orationem meam,W,I-Fl Conv. sopp. 560,I-Fl
239086,,Domine exaudi orationem meam,R,I-Fl Conv. sopp. 560,I-Fl
239091,,Domine exaudi orationem meam,R,I-Fl Conv. sopp. 560,I-Fl
239126,,Domine puer meus jacet,A,I-Fl Conv. sopp. 560,I-Fl
239129,,Domine nonne bonum semen,A,I-Fl Conv. sopp. 560,I-Fl
239331,,Domine qui me creasti et,V,I-Fl Conv. sopp. 560,I-Fl
239385,,Domine non aspicias peccata,R,I-Fl Conv. sopp. 560,I-Fl
239578,,Domine deus domini mei,V,I-Fl Conv. sopp. 560,I-Fl
239582,,Domine dilexi*,V,I-Fl Conv. sopp. 560,I-Fl
239585,,Domine deus Israel*,V,I-Fl Conv. sopp. 560,I-Fl
239608,,Domine puer meus jacet,R,I-Fl Conv. sopp. 560,I-Fl
239609,,Domine non sum dignus ut,V,I-Fl Conv. sopp. 560,I-Fl
239610,,Domine puer meus*,A,I-Fl Conv. sopp. 560,I-Fl
239611,,Domine non sum dignus ut,A,I-Fl Conv. sopp. 560,I-Fl
239655,,Domine labia mea aperies et,A,I-Fl Conv. sopp. 560,I-Fl
239794,,Domine si hic fuisses Lazarus,A,I-Fl Conv. sopp. 560,I-Fl
239826,,Domine labia mea aperies et,V,I-Fl Conv. sopp. 560,I-Fl
239925,,Domine abstraxisti ab inferis,A,I-Fl Conv. sopp. 560,I-Fl
240265,,Domine ostende nobis patrem,A,I-Fl Conv. sopp. 560,I-Fl
240580,,Domine si tu es jube me,R,I-Fl Conv. sopp. 560,I-Fl
240747,,Domine praevenisti*,R,I-Fl Conv. sopp. 560,I-Fl
240777,,Domine mi rex da mihi ,A,I-Fl Conv. sopp. 560,I-Fl
240943,,Domine qui operati sunt,A,I-Fl Conv. sopp. 560,I-Fl
240956,,Domine spes sanctorum et,A,I-Fl Conv. sopp. 560,I-Fl
240958,,Domine deus virtutum beati,A,I-Fl Conv. sopp. 560,I-Fl
240998,,Domine si adhuc*,R,I-Fl Conv. sopp. 560,I-Fl
241012,,Domine si adhuc populo tuo,R,I-Fl Conv. sopp. 560,I-Fl
241017,,Domine si adhuc populo tuo,V,I-Fl Conv. sopp. 560,I-Fl
241042,,Domine si adhuc populo tuo,A,I-Fl Conv. sopp. 560,I-Fl
241056,,Domine Jesu Christe seminator,A,I-Fl Conv. sopp. 560,I-Fl
241084,,Domine Jesu Christe pastor,R,I-Fl Conv. sopp. 560,I-Fl
241162,,Domine Jesu Christe magister,A,I-Fl Conv. sopp. 560,I-Fl
241260,,Domine praevenisti eum in,R,I-Fl Conv. sopp. 560,I-Fl
241383,,Domine dominus noster quam,A,I-Fl Conv. sopp. 560,I-Fl
241387,,Domine quinque talenta,V,I-Fl Conv. sopp. 560,I-Fl
241396,,Domine iste sanctus habitabit,A,I-Fl Conv. sopp. 560,I-Fl
241400,,Domine quinque talenta,A,I-Fl Conv. sopp. 560,I-Fl
241515,,Domine dilexi decorem domus,R,I-Fl Conv. sopp. 560,I-Fl
241539,,Domine qui custodis*,V,I-Fl Conv. sopp. 560,I-Fl
241540,,Domine si conversus*,R,I-Fl Conv. sopp. 560,I-Fl
241630,,Domine qui custodis pactum et,V,I-Fl Conv. sopp. 560,I-Fl
241631,,Domine si conversus fuerit,R,I-Fl Conv. sopp. 560,I-Fl
241662,,Domine pater et deus vitae,R,I-Fl Conv. sopp. 560,I-Fl
241723,,Domine deus qui conteris,R,I-Fl Conv. sopp. 560,I-Fl
241727,,Domine rex omnipotens in,R,I-Fl Conv. sopp. 560,I-Fl
241730,,Domine deus creator caeli et,V,I-Fl Conv. sopp. 560,I-Fl
241732,,Domine rex universae,V,I-Fl Conv. sopp. 560,I-Fl
241738,,Domine rex omnipotens in,A,I-Fl Conv. sopp. 560,I-Fl
241739,,Domine deus rex omnipotens,A,I-Fl Conv. sopp. 560,I-Fl
243217,,Domine deus virtutum converte nos,W,A-Gu 29,A-Gu
243227,,Domine deus virtutum*,W,A-Gu 29,A-Gu
243239,,Domine deus virtutum*,W,A-Gu 29,A-Gu
243318,,Domine deus virtutum*,W,A-Gu 29,A-Gu
243433,,Domine deus virtutum converte nos,V,A-Gu 29,A-Gu
243629,,Domine audivi auditum tuum et,V,A-Gu 29,A-Gu
243643,,Domine audivi auditum tuum et,V,A-Gu 29,A-Gu
243747,,Domine audivi auditum tuum et,V,A-Gu 29,A-Gu
244078,,Domine in virtute tua laetabitur,A,A-Gu 29,A-Gu
244082,,Domine ne in ira tua,R,A-Gu 29,A-Gu
244101,,Domine dilexi decorem domus tuae,V,A-Gu 29,A-Gu
244107,,Domine deus Israel exaudi preces,V,A-Gu 29,A-Gu
244154,,Domine in caelo misericordia tua,A,A-Gu 29,A-Gu
244157,,Domine in caelo misericordia tua,R,A-Gu 29,A-Gu
244205,,Domine deus meus in te ,A,A-Gu 29,A-Gu
244234,,Domine deus in adjutorium meum,A,A-Gu 29,A-Gu
244270,,Domine deus propitius esto populo,R,A-Gu 29,A-Gu
244273,,Domine deus virtutum convertere respice,V,A-Gu 29,A-Gu
244281,,Domine refugium factus es nobis,A,A-Gu 29,A-Gu
244284,,Domine refugium factus es nobis,R,A-Gu 29,A-Gu
244293,,Domine probasti me et cognovisti,A,A-Gu 29,A-Gu
244295,,Domine clamavi ad te exaudi,A,A-Gu 29,A-Gu
244320,,Domine audivi auditum tuum et,A,A-Gu 29,A-Gu
244341,,Domine exaudi orationem*,W,A-Gu 29,A-Gu
244342,,Domine exaudi orationem meam et ,R,A-Gu 29,A-Gu
244370,,Domine si tu vis potes,A,A-Gu 29,A-Gu
244371,,Domine puer meus jacet paralyticus,A,A-Gu 29,A-Gu
244372,,Domine non sum dignus ut,A,A-Gu 29,A-Gu
244377,,Domine salva nos perimus impera ,A,A-Gu 29,A-Gu
244410,,Domine audivi auditum tuum et ,V,A-Gu 29,A-Gu
244518,,Domine deus Israel exaudi preces ,V,A-Gu 29,A-Gu
244583,,Domine refugium tu factus es ,W,A-Gu 29,A-Gu
244619,,Domine non habeo hominem ut,A,A-Gu 29,A-Gu
244623,,Domine bonum est nos hic,A,A-Gu 29,A-Gu
244653,,Domine tu dixisti mihi revertere,V,A-Gu 29,A-Gu
244658,,Domine labia mea aperies et,A,A-Gu 29,A-Gu
244667,,Domine refugium*,W,A-Gu 29,A-Gu
244669,,Domine dimitte eam quia clamat,A,A-Gu 29,A-Gu
244761,,Domine ut video propheta es,A,A-Gu 29,A-Gu
244818,,Domine deus salutis meae in ,V,A-Gu 29,A-Gu
244833,,Domine si hic fuisses Lazarus,A,A-Gu 29,A-Gu
244845,,Domine deus meus in*,W,A-Gu 29,A-Gu
244865,,Domine libera animam meam*,W,A-Gu 29,A-Gu
244867,,Domine labia mea aperies et ,V,A-Gu 29,A-Gu
244923,,Domine deus meus in te ,W,A-Gu 29,A-Gu
244943,,Domine libera animam meam alleluia,W,A-Gu 29,A-Gu
244995,,Domine vim patior responde pro,A,A-Gu 29,A-Gu
245091,,Domine tu mihi lavas pedes ,A,A-Gu 29,A-Gu
245092,,Domine non tantum pedes sed ,AV,A-Gu 29,A-Gu
245164,,Domine abstraxisti ab inferis animam,A,A-Gu 29,A-Gu
245402,,Domine Jesu Christe magister bone,A,A-Gu 29,A-Gu
245616,,Domine libera animam meam a,A,A-Gu 29,A-Gu
245628,,Domine suscipe me ut cum,A,A-Gu 29,A-Gu
245650,,Domine suscipe me ut cum*,A,A-Gu 29,A-Gu
246303,,Domine rex aeterne qui es,A,A-Gu 29,A-Gu
246324,,Domine rex aeterne*,A,A-Gu 29,A-Gu
246339,,Domine rex aeterne qui es,A,A-Gu 29,A-Gu
