id,title,shelfmark,siglum
711438,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 Object 4",MS 0285 Object 4,US-KClbsc
712288,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 1",BX1999.85.82 1562 Volume 1,US-Mu
712319,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 2",BX1999.85.82 1562 Volume 2,US-Mu
712320,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 3",BX1999.85.82 1562 Volume 3,US-Mu
1000039,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 4",BX1999.85.82 1562 Volume 4,US-Mu
1000044,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 9",BX1999.85.82 1562 Volume 9,US-Mu
123767,"Notre Dame, University of Notre Dame - Music Library, Lat. a. 12",Lat. a. 12,US-NDu
123744,"Notre Dame, University of Notre Dame - Music Library, lat. b.4",lat. b.4,US-NDu
604043,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Plimpton MS 034",Plimpton MS 034,US-NYcub
589026,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Plimpton MS 041",Plimpton MS 041,US-NYcub
706333,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Western MS 097",Western MS 097,US-NYcub
683940,"New York City (NY), Columbia University - Barnard College Library, MS 1",MS 1,US-NYcubl
1000050,"Princeton, Princeton University Library, 67.4",67.4,US-PRu
713017,"Princeton, Princeton University Library, Garrett MS. 169",Garrett MS. 169,US-PRu
691366,"Princeton, Princeton University Library, Princeton MS. 245",Princeton MS. 245,US-PRu
693859,"Stanford, Stanford University - Green Library - Department of Special Collections, M2223, Item 42","M2223, Item 42",US-STu
1000019,"Stanford, Stanford University - Green Library - Department of Special Collections, MSS CODEX 0734 FF",MSS CODEX 0734 FF,US-STu
123605,"Città del Vaticano, Biblioteca Apostolica Vaticana, Cappella Sistina 27",Cappella Sistina 27,V-CVbav
123661,"Città del Vaticano, Biblioteca Apostolica Vaticana, San Pietro B.79",San Pietro B.79,V-CVbav
123676,"Città del Vaticano, Biblioteca Apostolica Vaticana, lat. 8737",lat. 8737,V-CVbav
123724,Münster Antiphoner (1537),MA Impr. 1537,XX-NN
1000064,"McClean (USA), Private Collection, D-00jf0",D:00jf0,
1000071,"Calgary, Private Collection, D-04sqa",D:04sqa,
1000057,"Los Angeles (USA), Private Collection, D-0poon",D:0poon,
699263,"Boston (Massachusetts USA), Private collections, D-0r3s1",D:0r3s1,
