type,id,incipit,siglum
Chant,457655,Domine ut video propheta es,CH-SGs
Chant,457711,Domine si hic fuisses Lazarus,CH-SGs
Chant,457742,Domine labia mea aperies et ,CH-SGs
Chant,457871,Domine vim patior responde pro,CH-SGs
Chant,457946,Domine tu mihi lavas pedes,CH-SGs
Chant,457947,Domine non tantum pedes sed,CH-SGs
Chant,458009,Domine libera alleluia alleluia alleluia,CH-SGs
Chant,458023,Domine probasti alleluia alleluia alleluia,CH-SGs
Chant,458078,Domine deus noster cujus gratia,CH-SGs
Chant,458126,Domine qui custodis pactum et ,CH-SGs
Chant,458127,Domine si conversus*,CH-SGs
Chant,458317,Domine abstraxisti ab inferis animam,CH-SGs
Chant,458348,Domine miserere*,CH-SGs
Chant,458352,Domine*,CH-SGs
Chant,458356,Domine*,CH-SGs
Chant,458367,Domine labia mea aperies et,CH-SGs
Chant,458601,Domine ostende nobis patrem*,CH-SGs
Chant,458617,Domine ostende nobis patrem et,CH-SGs
Chant,458857,Domine si in tempore hoc,CH-SGs
Chant,459048,Domine si tu es jube,CH-SGs
Chant,459312,Domine mi rex da mihi,CH-SGs
Chant,459333,Domine mi rex da mihi,CH-SGs
Chant,459334,Domine mi rex da mihi,CH-SGs
Chant,459347,Domine mi rex*,CH-SGs
Chant,459555,Domine Jesu Christe ne despicias ,CH-SGs
Chant,459600,Domine dilexi decorem domus tuae,CH-SGs
Chant,459625,Domine si conversus*,CH-SGs
Chant,459654,Domine dilexi*,CH-SGs
Chant,459677,Domine qui operati sunt justitiam,CH-SGs
Chant,459689,Domine spes sanctorum et turris,CH-SGs
Chant,459691,Domine deus virtutum beati omnes,CH-SGs
Chant,459752,Domine si adhuc populo tuo ,CH-SGs
Chant,459753,Domine si adhuc in eodem,CH-SGs
Chant,459755,Domine si adhuc populo tuo,CH-SGs
Chant,459778,Domine si adhuc populo tuo,CH-SGs
Chant,459890,Domine Jesu Christe seminator casti,CH-SGs
Chant,459909,Domine Jesu Christe pastor bone ,CH-SGs
Chant,459926,Domine Jesu Christe*,CH-SGs
Chant,459958,Domine quinque talenta*,CH-SGs
Chant,460266,Domine dominus noster quam admirabile,CH-SGs
Chant,460268,Domine quinque talenta tradidisti mihi,CH-SGs
Chant,460273,Domine iste sanctus habitabit in,CH-SGs
Chant,460309,Domine quinque talenta tradidisti mihi,CH-SGs
Chant,460465,Domine quando veneris judicare terram,CH-SGs
Chant,460481,Domine secundum actum meum noli,CH-SGs
Chant,460530,Domine si conversus fuerit populus,CH-SGs
Chant,460559,Domine pater et deus vitae,CH-SGs
Chant,460560,Domine pater et deus vitae,CH-SGs
Chant,460662,Domine deus qui conteris bella,CH-SGs
Chant,460672,Domine rex omnipotens in ditione,CH-SGs
Chant,460677,Domine deus caeli et terrae,CH-SGs
Chant,460684,Domine rex omnipotens in ditione,CH-SGs
Chant,460840,Domine factum est ut imperasti,CH-SGs
Chant,460938,Domine descende ut sanes filium,CH-SGs
Chant,470833,Domine deus virtutum converte nos ,CH-SGs
Chant,470923,Domine deus te decet hymnus,CH-SGs
Chant,471027,Domine deus virtutum converte nos,CH-SGs
Chant,471172,Domine audivi auditum tuum et,CH-SGs
Chant,471189,Domine audivi auditum tuum et,CH-SGs
Chant,471205,Domine audivi auditum tuum et,CH-SGs
Chant,471327,Domine libera animam meam a,CH-SGs
Chant,471516,Domine audivi*,CH-SGs
Chant,471583,Domine si tu vis potes,CH-SGs
Chant,471584,Domine puer meus jacet paralyticus,CH-SGs
Chant,471585,Domine non sum dignus ut ,CH-SGs
Chant,471589,Domine salva nos perimus impera,CH-SGs
Chant,471590,Domine salva nos perimus impera,CH-SGs
Chant,471593,Domine ne in ira tua,CH-SGs
Chant,471608,Domine dilexi decorem domus tuae ,CH-SGs
Chant,471610,Domine deus Israel exaudi preces ,CH-SGs
Chant,471632,Domine ne in ira tua ,CH-SGs
Chant,471651,Domine deus propitius esto populo,CH-SGs
Chant,471654,Domine deus virtutum convertere respice ,CH-SGs
Chant,471663,Domine exaudi orationem meam et ,CH-SGs
Chant,471667,Domine in virtute tua laetabitur,CH-SGs
Chant,471673,Domine deus meus in te ,CH-SGs
Chant,471750,Domine in caelo misericordia tua,CH-SGs
Chant,471754,Domine in caelo misericordia tua,CH-SGs
Chant,471792,Domine deus meus in te,CH-SGs
Chant,471794,Domine libera animam meam,CH-SGs
Chant,471805,Domine non est exaltatum cor,CH-SGs
Chant,471817,Domine deus in adjutorium meum,CH-SGs
Chant,471850,Domine deus salutis meae in,CH-SGs
Chant,471851,Domine refugium factus es nobis,CH-SGs
Chant,471854,Domine refugium tu factus es,CH-SGs
Chant,471857,Domine probasti me et cognovisti,CH-SGs
Chant,471859,Domine clamavi ad te exaudi,CH-SGs
Chant,471860,Domine clamavi ad te exaudi,CH-SGs
Chant,471876,Domine audivi auditum tuum et,CH-SGs
Chant,471894,Domine exaudi*,CH-SGs
Chant,471895,Domine exaudi orationem meam,CH-SGs
Chant,472202,Domine quinque*,CH-SGs
Chant,472272,Domine non aspicias peccata mea ,CH-SGs
Chant,472358,Domine audivi auditum tuum et,CH-SGs
Chant,472495,Domine refugium R. Tu factus,CH-SGs
Chant,472513,Domine non habeo hominem ut,CH-SGs
Chant,472517,Domine bonum est nos hic,CH-SGs
Chant,472543,Domine labia mea aperies et,CH-SGs
Chant,472548,Domine dimitte eam quia clamat,CH-SGs
Chant,472620,Domine ut video propheta es,CH-SGs
Chant,472679,Domine si hic fuisses Lazarus,CH-SGs
Chant,472710,Domine labia mea aperies et,CH-SGs
Chant,472853,Domine vim patior responde pro,CH-SGs
Chant,472942,Domine tu mihi lavas pedes,CH-SGs
Chant,472943,Domine non tantum pedes sed ,CH-SGs
Chant,473001,Domine abstraxisti ab inferis animam,CH-SGs
Chant,473032,Domine miserere*,CH-SGs
Chant,473036,Domine miserere*,CH-SGs
Chant,473040,Domine miserere*,CH-SGs
Chant,473281,Domine ostende nobis patrem*,CH-SGs
Chant,473297,Domine ostende nobis patrem et,CH-SGs
Chant,473562,Domine si in tempore hoc,CH-SGs
Chant,473753,Domine si tu es jube ,CH-SGs
Chant,474204,Domine mi rex da mihi ,CH-SGs
Chant,474205,Domine mi rex da mihi ,CH-SGs
Chant,474212,Domine mi rex da mihi,CH-SGs
Chant,474521,Domine Jesu Christe ne despicias,CH-SGs
Chant,474580,Domine qui operati sunt justitiam,CH-SGs
Chant,474592,Domine spes sanctorum et turris,CH-SGs
Chant,474594,Domine deus virtutum beati omnes,CH-SGs
Chant,474660,Domine si adhuc populo tuo ,CH-SGs
Chant,474661,Domine si adhuc in eodem,CH-SGs
Chant,474664,Domine si adhuc populo tuo,CH-SGs
Chant,474687,Domine si adhuc populo tuo,CH-SGs
Chant,474777,Domine Jesu Christe seminator casti,CH-SGs
Chant,474796,Domine Jesu Christe pastor bone,CH-SGs
Chant,474813,Domine Jesu Christe*,CH-SGs
Chant,474846,Domine quinque talenta*,CH-SGs
Chant,475171,Domine dominus noster quam admirabile,CH-SGs
Chant,475173,Domine quinque talenta tradidisti mihi,CH-SGs
Chant,475178,Domine iste sanctus habitabit in,CH-SGs
Chant,475214,Domine quinque talenta tradidisti mihi,CH-SGs
Chant,475348,Domine dilexi decorem domus tuae,CH-SGs
Chant,475372,Domine si conversus*,CH-SGs
Chant,475413,Domine dilexi*,CH-SGs
Chant,475418,Domine dilexi decorem domus tuae,CH-SGs
Chant,475437,Domine qui custodis pactum et,CH-SGs
Chant,475438,Domine si conversus fuerit populus,CH-SGs
Chant,475469,Domine pater et deus vitae,CH-SGs
Chant,475470,Domine pater et deus vitae ,CH-SGs
Chant,475575,Domine deus qui conteris bella ,CH-SGs
Chant,475584,Domine rex omnipotens in ditione,CH-SGs
Chant,475589,Domine deus caeli et terrae ,CH-SGs
Chant,475596,Domine rex omnipotens in ditione,CH-SGs
Chant,475754,Domine factum est ut imperasti,CH-SGs
Chant,475815,Domine descende ut sanes filium,CH-SGs
Chant,476350,Domine si inquiris cordis secreta ,CH-SGs
Chant,476356,Domine deus salutis meae in ,CH-SGs
Chant,672681,Domine deus virtutum converte nos,CH-SGs
Chant,672843,Domine quinque talenta*,CH-SGs
Chant,672969,Domine vivifica me*,CH-SGs
Chant,673045,Domine deus virtutum exaudi preces ,CH-SGs
Chant,673048,Domine refugium factus*,CH-SGs
Chant,673075,Domine deus*,CH-SGs
Chant,673088,Domine deus salutis*,CH-SGs
Chant,673089,Domine deus meus in te*,CH-SGs
Chant,673094,Domine Dominus noster*,CH-SGs
Chant,673112,Domine libera animam meam a ,CH-SGs
Chant,673113,Domine in auxilium meum*,CH-SGs
Chant,673139,Domine quis habitabit*,CH-SGs
Chant,673143,Domine fac mecum*,CH-SGs
Chant,673193,Domine ad adjuvandum*,CH-SGs
Chant,673194,Domine memorabor*,CH-SGs
Chant,673217,Domine convertere*,CH-SGs
Chant,673226,Domine deus meus clamavi ad ,CH-SGs
Chant,673256,Domine ne longe facias*,CH-SGs
Chant,673288,Domine exaudi orationem meam et,CH-SGs
Chant,673294,Domine exaudi*,CH-SGs
Chant,673308,Domine audivi auditum tuum et,CH-SGs
Chant,673320,Domine domine virtus salutis meae,CH-SGs
Chant,673367,Domine probasti me*,CH-SGs
Chant,673492,Domine deus in simplicitate*,CH-SGs
Chant,673795,Domine quinque*,CH-SGs
Chant,673874,Domine praevenisti eum in benedictionibus ,CH-SGs
Chant,673905,Domine quinque*,CH-SGs
Chant,673961,Domine praevenisti*,CH-SGs
Chant,673974,Domine quinque*,CH-SGs
Chant,674007,Domine in tua misericordia*,CH-SGs
Chant,674014,Domine convertere*,CH-SGs
Chant,674030,Domine refugium tu factus es ,CH-SGs
Chant,674043,Domine Dominus noster quam admirabile ,CH-SGs
Chant,674074,Domine in auxilium*,CH-SGs
Chant,674075,Domine memorabor*,CH-SGs
Chant,674089,Domine refugium*,CH-SGs
Chant,674106,Domine refugium factus es nobis,CH-SGs
Chant,701194,Domine convertere et eripe animam ,CH-SGs
Chant,701203,Domine Jesu Christe rex gloriae,CH-SGs
Chant,469228,Domine audivi*,CH-Zz
Chant,645858,Domine deus virtutum converte nos ,CZ-Pst
Chant,645877,Domine deus virtutum*,CZ-Pst
Chant,645879,Domine deus virtutum converte nos,CZ-Pst
Chant,645935,Domine deus virtutum*,CZ-Pst
Chant,646026,Domine audivi auditum tuum et,CZ-Pst
Chant,646110,Domine virtus et laetitia rectorum,CZ-Pst
Chant,646137,Domine libera animam meam a,CZ-Pst
Chant,646174,Domine suscipe me ut cum,CZ-Pst
Chant,646313,Domine audivi auditum tuum et,CZ-Pst
Chant,646327,Domine audivi auditum tuum et,CZ-Pst
Chant,646397,Domine virtus et laetitia*,CZ-Pst
Chant,646407,Domine suscipe me*,CZ-Pst
Chant,646444,Domine audivi auditum*,CZ-Pst
Chant,646452,Domine audivi*,CZ-Pst
Chant,646634,Domine deus meus in te ,CZ-Pst
Chant,646637,Domine ne in ira tua,CZ-Pst
Chant,646654,Domine in virtute tua laetabitur,CZ-Pst
Chant,646659,Domine dilexi decorem domus,CZ-Pst
Chant,646663,Domine deus Israel exaudi preces,CZ-Pst
Chant,646716,Domine in caelo misericordia*,CZ-Pst
Chant,646764,Domine ne in ira tua ,CZ-Pst
Chant,646808,Domine deus in adjutorium meum,CZ-Pst
Chant,646822,Domine refugium factus es nobis,CZ-Pst
Chant,646852,Domine audivi auditionem tuam et,CZ-Pst
Chant,646858,Domine probasti me et cognovisti,CZ-Pst
Chant,646860,Domine clamavi te exaudi me,CZ-Pst
Chant,646870,Domine exaudi*,CZ-Pst
Chant,646873,Domine exaudi orationem meam,CZ-Pst
Chant,646892,Domine ne in ira tua*,CZ-Pst
Chant,646916,Domine si tu vis potes,CZ-Pst
Chant,646917,Domine puer meus jacet paralyticus,CZ-Pst
Chant,646918,Domine non sum dignus ut,CZ-Pst
Chant,646922,Domine in*,CZ-Pst
Chant,646940,Domine exaudi orationem*,CZ-Pst
Chant,646948,Domine ne in ira*,CZ-Pst
Chant,646959,Domine dilexi*,CZ-Pst
Chant,646967,Domine salva nos perimus impera,CZ-Pst
Chant,646971,Domine in caelo misericordia*,CZ-Pst
Chant,647016,Domine in caelo misericordia*,CZ-Pst
Chant,647190,Domine non secundum peccata*,CZ-Pst
Chant,647199,Domine non secundum peccata nostra,CZ-Pst
Chant,647203,Domine puer meus jacet paralyticus,CZ-Pst
Chant,647205,Domine non sum dignus ut,CZ-Pst
Chant,647208,Domine exaudi orationem meam*,CZ-Pst
Chant,647227,Domine deus salutis meae in,CZ-Pst
Chant,647287,Domine non secundum peccata*,CZ-Pst
Chant,647358,Domine labia mea aperies et,CZ-Pst
Chant,647366,Domine dimitte*,CZ-Pst
Chant,647558,Domine ut video propheta es,CZ-Pst
Chant,647634,Domine si hic fuisses Lazarus,CZ-Pst
Chant,647731,Domine labia mea aperies et,CZ-Pst
Chant,647857,Domine vim patior responde mihi,CZ-Pst
Chant,647933,Domine miserere nobis,CZ-Pst
Chant,647937,Domine miserere nobis,CZ-Pst
Chant,647940,Domine miserere nobis,CZ-Pst
Chant,647944,Domine miserere*,CZ-Pst
Chant,648749,Domine deus meus*,CZ-Pst
Chant,648763,Domine in cujus conspectu ambulaverunt ,CZ-Pst
Chant,648768,Domine qui custodis pactum et,CZ-Pst
Chant,648769,Domine si conversus fuerit,CZ-Pst
Chant,648798,Domine factum est ut imperasti,CZ-Pst
Chant,648804,Domine si conversus fuerit*,CZ-Pst
Chant,648810,Domine si conversus fuerit*,CZ-Pst
Chant,648816,Domine si conversus fuerit*,CZ-Pst
Chant,648839,Domine pater et deus vitae,CZ-Pst
Chant,648842,Domine pater et deus vitae,CZ-Pst
Chant,648933,Domine deus exercituum magne,CZ-Pst
Chant,648934,Domine deus qui conteris,CZ-Pst
Chant,648936,Domine rex omnipotens in,CZ-Pst
Chant,649012,Domine descende ut sanes filium,CZ-Pst
Chant,649158,Domine exaudi orationem*,CZ-Pst
Chant,649166,Domine ne in ira tua*,CZ-Pst
Chant,649178,Domine salva nos perimus*,CZ-Pst
Chant,649199,Domine exaudi orationem meam*,CZ-Pst
Chant,649257,Domine dimitte eam quia clamat,CZ-Pst
Chant,649331,Domine abstraxisti ab inferis animam,CZ-Pst
Chant,649341,Domine si in tempore hoc,CZ-Pst
Chant,461338,Domine libera animam meam a,CZ-Pu
Chant,461423,Domine dominus noster quam,CZ-Pu
Chant,461426,Domine quinque talenta tradidisti mihi ,CZ-Pu
Chant,461432,Domine iste sanctus habitabit in ,CZ-Pu
Chant,461489,Domine quinque talenta tradidisti mihi ,CZ-Pu
Chant,461512,Domine iste sanctus habitabit,CZ-Pu
Chant,461528,Domine quinque talenta,CZ-Pu
Chant,461792,Domine deus virtutum converte,CZ-Pu
Chant,462086,Domine deus virtutum converte nos,CZ-Pu
Chant,462241,Domine audivi auditum tuum et,CZ-Pu
Chant,462251,Domine audivi auditum tuum et,CZ-Pu
Chant,462553,Domine audivi auditum tuum et,CZ-Pu
Chant,462575,Domine iste sanctus*,CZ-Pu
Chant,462745,Domine audivi*,CZ-Pu
Chant,462865,Domine quinque talenta,CZ-Pu
Chant,462899,Domine si tu vis potes,CZ-Pu
Chant,462900,Domine puer meus jacet paralyticus,CZ-Pu
Chant,462901,Domine non sum dignus ut,CZ-Pu
Chant,462905,Domine salva nos perimus impera,CZ-Pu
Chant,462906,Domine salva nos perimus impera,CZ-Pu
Chant,462913,Domine in virtute tua laetabitur,CZ-Pu
Chant,462917,Domine ne in ira tua,CZ-Pu
Chant,462940,Domine dilexi decorem domus tuae,CZ-Pu
Chant,462950,Domine deus Israel exaudi preces,CZ-Pu
Chant,462990,Domine ne in ira tua,CZ-Pu
Chant,463000,Domine in caelo misericordia tua,CZ-Pu
Chant,463003,Domine in caelo misericordia tua,CZ-Pu
Chant,463050,Domine deus meus in te,CZ-Pu
Chant,463078,Domine deus in adjutorium meum,CZ-Pu
Chant,463106,Domine deus propitius esto populo,CZ-Pu
Chant,463109,Domine deus virtutum convertere respice,CZ-Pu
Chant,463117,Domine refugium factus es nobis,CZ-Pu
Chant,463120,Domine refugium factus es nobis,CZ-Pu
Chant,463126,Domine probasti me et cognovisti,CZ-Pu
Chant,463128,Domine clamavi ad te exaudi,CZ-Pu
Chant,463169,Domine exaudi R. Orationem meam,CZ-Pu
Chant,463170,Domine exaudi orationem meam et,CZ-Pu
Chant,463198,Domine ne in ira t*,CZ-Pu
Chant,463217,Domine quinque tal*,CZ-Pu
Chant,463584,Domine iste sanctus*,CZ-Pu
Chant,463734,Domine non aspicias peccata mea,CZ-Pu
Chant,464006,Domine refugium R. Tu factus,CZ-Pu
Chant,464035,Domine non habeo hominem ut,CZ-Pu
Chant,464039,Domine bonum est nos hic,CZ-Pu
Chant,464075,Domine labia mea aperies et,CZ-Pu
Chant,464083,Domine dimitte eam quia clamat,CZ-Pu
Chant,464162,Domine ut video propheta es,CZ-Pu
Chant,464229,Domine si hic fuisses Lazarus,CZ-Pu
Chant,464239,Domine deus meus in te,CZ-Pu
Chant,464261,Domine labia mea aperies et,CZ-Pu
Chant,464375,Domine vim patior responde pro,CZ-Pu
Chant,467015,Domine deus virtutum*,CZ-Pu
Chant,467025,Domine deus virtutum converte,CZ-Pu
Chant,467182,Domine deus virtutum converte,CZ-Pu
Chant,467321,Domine audivi auditum tuum et,CZ-Pu
Chant,467331,Domine audivi auditum tuum et,CZ-Pu
Chant,467454,Domine suscipe me ut cum,CZ-Pu
Chant,467550,Domine audivi auditum tuum et,CZ-Pu
Chant,467679,Domine si tu vis potes ,CZ-Pu
Chant,467680,Domine puer meus jacet,CZ-Pu
Chant,467681,Domine non sum dignus ut,CZ-Pu
Chant,467685,Domine salva nos perimus,CZ-Pu
Chant,467688,Domine ne in ira tua ,CZ-Pu
Chant,467705,Domine dilexi decorem domus,CZ-Pu
Chant,467715,Domine deus Israel exaudi,CZ-Pu
Chant,467727,Domine ne in ira tua ,CZ-Pu
Chant,467746,Domine deus propitius esto,CZ-Pu
Chant,467749,Domine deus virtutum,CZ-Pu
Chant,467758,Domine exaudi orationem meam,CZ-Pu
Chant,468217,Domine audivi auditum tuum et,CZ-Pu
Chant,468400,Domine non habeo hominem ut,CZ-Pu
Chant,468404,Domine bonum est nos hic ,CZ-Pu
Chant,468434,Domine labia mea aperies et,CZ-Pu
Chant,468443,Domine dimitte eam quia,CZ-Pu
Chant,468515,Domine ut video propheta es,CZ-Pu
Chant,468578,Domine si hic fuisses Lazarus,CZ-Pu
Chant,468585,Domine deus meus in te,CZ-Pu
Chant,468605,Domine labia mea aperies et,CZ-Pu
Chant,468705,Domine vim patior responde,CZ-Pu
Chant,468762,Domine miserere,CZ-Pu
Chant,468766,Domine miserere,CZ-Pu
Chant,468770,Domine*,CZ-Pu
Chant,468823,Domine abstraxisti ab inferis,CZ-Pu
Chant,468867,Domine dominus noster quam*,CZ-Pu
Chant,468959,Domine adjuva me sana filiam,CZ-Pu
Chant,469509,Domine si adhuc populo tuo,CZ-Pu
Chant,469552,Domine Jesu Christe seminator casti,CZ-Pu
Chant,469562,Domine Jesu Christe pastor bone,CZ-Pu
Chant,469642,Domine Jesu Christe magister,CZ-Pu
Chant,469894,Domine libera animam meam a,CZ-Pu
Chant,469916,Domine dominus noster quam,CZ-Pu
Chant,469918,Domine quinque talenta tradidisti mihi,CZ-Pu
Chant,469923,Domine iste sanctus habitabit in,CZ-Pu
Chant,469970,Domine quinque talenta tradidisti mihi,CZ-Pu
Chant,470063,Domine qui custodis pactum et,CZ-Pu
Chant,470064,Domine si conversus fuerit,CZ-Pu
Chant,470091,Domine pater et deus vitae,CZ-Pu
Chant,470092,Domine pater et deus vitae,CZ-Pu
Chant,470180,Domine deus qui conteris,CZ-Pu
Chant,470183,Domine deus exercituum magne et,CZ-Pu
Chant,470190,Domine rex omnipotens in,CZ-Pu
Chant,470195,Domine deus caeli et terrae,CZ-Pu
Chant,470282,Domine factum est ut imperasti,CZ-Pu
Chant,470351,Domine descende ut sanes filium,CZ-Pu
Chant,178951,Domine deus virtutum*,D-AAm
Chant,179076,Domine deus virtutum converte,D-AAm
Chant,179221,Domine audivi auditum tuum et,D-AAm
Chant,179289,Domine virtus et laetitia,D-AAm
Chant,179307,Domine libera animam meam a,D-AAm
Chant,179311,Domine suscipe me ut cum,D-AAm
Chant,179335,Domine suscipe me*,D-AAm
Chant,179632,Domine ne in ira tua ,D-AAm
Chant,179653,Domine in virtute tua,D-AAm
Chant,179662,Domine dilexi decorem domus,D-AAm
Chant,179672,Domine exaudi preces,D-AAm
Chant,179702,Domine in caelo*,D-AAm
Chant,179744,Domine ne in ira tua ,D-AAm
Chant,179785,Domine deus in adjutorium,D-AAm
Chant,179799,Domine refugium factus es,D-AAm
Chant,179827,Domine audivi auditionem tuam,D-AAm
Chant,179831,Domine probasti me et,D-AAm
Chant,179833,Domine clamavi ad te exaudi,D-AAm
Chant,179843,Domine exaudi*,D-AAm
Chant,179846,Domine exaudi orationem meam,D-AAm
Chant,179860,Domine si tu vis potes ,D-AAm
Chant,179863,Domine salva nos perimus,D-AAm
Chant,179983,Domine puer meus jacet,D-AAm
Chant,179984,Domine non sum dignus ut,D-AAm
Chant,180030,Domine refugium*,D-AAm
Chant,180058,Domine bonum est nos hic ,D-AAm
Chant,180065,Domine dimitte eam quia,D-AAm
Chant,180089,Domine labia mea aperies et,D-AAm
Chant,180095,Domine refugium*,D-AAm
Chant,180179,Domine ut video propheta es,D-AAm
Chant,180231,Domine refugium*,D-AAm
Chant,180247,Domine si hic fuisses Lazarus,D-AAm
Chant,180256,Domine deus meus in te,D-AAm
Chant,180287,Domine labia mea aperies et,D-AAm
Chant,180331,Domine deus meus in te*,D-AAm
Chant,180392,Domine vim patior responde,D-AAm
Chant,180448,Domine miserere,D-AAm
Chant,180452,Domine miserere,D-AAm
Chant,180456,Domine*,D-AAm
Chant,180469,Domine tu mihi lavas pedes,D-AAm
Chant,180470,Domine non tantum pedes meos,D-AAm
Chant,180532,Domine abstraxisti ab inferis,D-AAm
Chant,180617,Domine si tu sustulisti eum,D-AAm
Chant,180841,Domine si in tempore hoc,D-AAm
Chant,181076,Domine qui custodis pactum et,D-AAm
Chant,181077,Domine si conversus fuerit,D-AAm
Chant,181105,Domine pater et deus vitae,D-AAm
Chant,181106,Domine pater et deus vitae,D-AAm
Chant,181206,Domine deus exercituum magne,D-AAm
Chant,181207,Domine deus qui conteris,D-AAm
Chant,181213,Domine rex omnipotens in,D-AAm
Chant,181214,Domine rex omnipotens in,D-AAm
Chant,181304,Domine factum est ut,D-AAm
Chant,181357,Domine descende ut sanes,D-AAm
Chant,181504,Domine in*,D-AAm
Chant,181505,Domine in virtute tua,D-AAm
Chant,181523,Domine in caelo misericordia,D-AAm
Chant,181590,Domine*,D-AAm
Chant,181591,Domine deus in adjutorium,D-AAm
Chant,181604,Domine refugium factus es,D-AAm
Chant,181633,Domine*,D-AAm
Chant,181634,Domine audivi auditum tuum et,D-AAm
Chant,181657,Domine exaudi orationem meam,D-AAm
Chant,181804,Domine*,D-AAm
Chant,181805,Domine probasti me et,D-AAm
Chant,181808,Domine*,D-AAm
Chant,181809,Domine clamavi ad te exaudi,D-AAm
Chant,181848,Domine qui creasti famulos,D-AAm
Chant,182482,Domine Jesu Christe magister,D-AAm
Chant,182764,Domine rex omnipotens propter,D-AAm
Chant,182819,Domine si tu es jube ,D-AAm
Chant,182997,Domine ostende nobis patrem,D-AAm
Chant,183000,Domine ostende nobis patrem,D-AAm
Chant,183169,Domine si tu es jube ,D-AAm
Chant,183286,Domine si fuisses hic frater,D-AAm
Chant,183491,Domine dominus noster*,D-AAm
Chant,183505,Domine mi rex da mihi ,D-AAm
Chant,183551,Domine mi rex da mihi ,D-AAm
Chant,183911,Domine iste sanctus habitabit in ,D-AAm
Chant,184126,Domine qui operati sunt,D-AAm
Chant,184137,Domine spes sanctorum et,D-AAm
Chant,184162,Domine deus noster cujus,D-AAm
Chant,184170,Domine si adhuc populo tuo,D-AAm
Chant,184173,Domine si adhuc populo tuo,D-AAm
Chant,184193,Domine si adhuc populo tuo,D-AAm
Chant,184227,Domine Jesu Christe seminator,D-AAm
Chant,184234,Domine Jesu Christe pastor,D-AAm
Chant,184373,Domine dilexi decorem domus,D-AAm
Chant,184448,Domine dominus noster quam,D-AAm
Chant,184455,Domine iste sanctus habitabit,D-AAm
Chant,184505,Domine deus virtutum beati,D-AAm
Chant,184538,Domine quinque talenta,D-AAm
Chant,184645,Domine qui creasti famulos,D-AAm
Chant,184665,Domine quando veneris,D-AAm
Chant,195072,Domine deus virtutum*,D-B
Chant,195236,Domine deus virtutum converte,D-B
Chant,195312,Domine puer meus jacet,D-B
Chant,195317,Domine exaudi*,D-B
Chant,195319,Domine audivi*,D-B
Chant,195410,Domine audivi*,D-B
Chant,195467,Domine audivi auditum tuum et,D-B
Chant,195473,Domine audivi auditum tuum*,D-B
Chant,195477,Domine audivi auditum tuum et,D-B
Chant,195510,Domine suscipe*,D-B
Chant,195553,Domine libera animam meam a,D-B
Chant,195611,Domine suscipe me ut cum ,D-B
Chant,195795,Domine si tu vis potes,D-B
Chant,195797,Domine puer meus jacet paralyticus,D-B
Chant,195798,Domine non sum dignus ut,D-B
Chant,195803,Domine salva nos perimus impera,D-B
Chant,195804,Domine salva nos perimus impera ,D-B
Chant,195810,Domine ne in ira tua ,D-B
Chant,195827,Domine dilexi decorem domus,D-B
Chant,195829,Domine deus Israel exaudi,D-B
Chant,195849,Domine ne in ira tua ,D-B
Chant,195868,Domine deus propitius esto,D-B
Chant,195871,Domine deus virtutum,D-B
Chant,195880,Domine exaudi orationem meam,D-B
Chant,195987,Domine si tu es jube,D-B
Chant,196128,Domine si tu es*,D-B
Chant,196145,Domine si tu es*,D-B
Chant,196161,Domine si tu es*,D-B
Chant,196285,Domine audivi auditum tuum et,D-B
Chant,196361,Domine puer meus*,D-B
Chant,196362,Domine non sum dignus*,D-B
Chant,196441,Domine non habeo hominem ut,D-B
Chant,196445,Domine bonum est nos hic,D-B
Chant,196451,Domine bonum est*,D-B
Chant,196471,Domine labia mea aperies et,D-B
Chant,196552,Domine ut video propheta es ,D-B
Chant,196615,Domine si hic fuisses Lazarus ,D-B
Chant,196625,Domine deus meus in te,D-B
Chant,196653,Domine labia mea aperies et,D-B
Chant,196774,Domine vim patior responde pro,D-B
Chant,196850,Domine tu mihi lavas pedes ,D-B
Chant,196851,Domine non tantum pedes sed,D-B
Chant,196860,Domine miserere,D-B
Chant,196912,Domine abstraxisti ab inferis animam,D-B
Chant,197133,Domine non secundum peccata*,D-B
Chant,197274,Domine ostende nobis patrem,D-B
Chant,197279,Domine ostende nobis patrem et,D-B
Chant,197471,Domine si in tempore hoc,D-B
Chant,197680,Domine si tu es jube ,D-B
Chant,198106,Domine quinque talenta*,D-B
Chant,198126,Domine mi rex da mihi,D-B
Chant,198446,Domine qui operati sunt justitiam,D-B
Chant,198453,Domine spes sanctorum et turris,D-B
Chant,198488,Domine si adhuc populo tuo,D-B
Chant,198489,Domine si adhuc in eodem,D-B
Chant,198491,Domine si adhuc populo tuo,D-B
Chant,198513,Domine si adhuc populo tuo,D-B
Chant,198549,Domine Jesu Christe seminator casti,D-B
Chant,198556,Domine Jesu Christe pastor,D-B
Chant,198642,Domine Jesu Christe magister bone,D-B
Chant,198893,Domine quinque talenta,D-B
Chant,198900,Domine dominus noster quam,D-B
Chant,198907,Domine iste sanctus habitabit,D-B
Chant,198937,Domine quinque talenta,D-B
Chant,199020,Domine dilexi decorem domus*,D-B
Chant,199065,Domine dilexi*,D-B
Chant,199160,Domine si conversus fuerit,D-B
Chant,199188,Domine pater et deus vitae,D-B
Chant,199191,Domine pater et deus vitae,D-B
Chant,199287,Domine deus exercituum magne,D-B
