type,siglum,id,incipit
chant,CH-SGs,458856,Non turbetur cor vestrum alleluia
chant,CH-SGs,458858,Spiritus sanctus docebit vos alleluia 
chant,CH-SGs,458859,Pacem meam do vobis alleluia
chant,CH-SGs,458860,Ascendit in caelos alleluia sedet
chant,CH-SGs,458863,Si diligeretis me alleluia gauderetis 
chant,CH-SGs,458865,Non vos relinquam orphanos alleluia
chant,CH-SGs,458926,Spiritus paraclitus alleluia ille vos
chant,CH-SGs,458928,Spiritus sanctus docebit vos alleluia
chant,CH-SGs,458930,Dum complerentur dies pentecostes alleluia
chant,CH-SGs,458934,Sicut dilexit me pater alleluia
chant,CH-SGs,460044,Exaltabuntur cornua justi alleluia
chant,CH-SGs,460046,Lux orta est justis alleluia
chant,CH-SGs,460165,Martyrum chorus laudate dominum alleluia
chant,CH-SGs,460761,Hymnum dicamus alleluia domino deo
chant,CH-SGs,460785,Erexit nobis dominus cornu alleluia
chant,CH-SGs,471181,Ipse invocabit me alleluia pater
chant,CH-SGs,471183,Notum fecit dominus alleluia salutare
chant,CH-SGs,471195,Verbum caro factum est alleluia
chant,CH-SGs,471483,Fluminis impetus laetificat alleluia civitatem
chant,CH-SGs,471500,Adorate dominum alleluia in aula
chant,CH-SGs,471501,Adorate dominum alleluia omnes angeli
chant,CH-SGs,471668,Cantabimus et psallemus virtutes tuas
chant,CH-SGs,472342,Hymnum cantate nobis alleluia de
chant,CH-SGs,473048,Alleluia exsurge domina alleluia exurgam
chant,CH-SGs,473051,Postulavi patrem meum alleluia dedit
chant,CH-SGs,473065,Alleluia lapis revolutus est ab
chant,CH-SGs,473095,In resurrectione tua Christe alleluia
chant,CH-SGs,473111,Cognoverunt dominum alleluia in fractione 
chant,CH-SGs,473113,Surrexit dominus vere alleluia et 
chant,CH-SGs,473114,Cognoverunt discipuli dominum alleluia in
chant,CH-SGs,473127,Pax vobis ego sum alleluia
chant,CH-SGs,473129,Pax vobis ego sum alleluia*
chant,CH-SGs,473141,Surrexit dominus vere alleluia
chant,CH-SGs,473154,Surrexit dominus de sepulcro alleluia 
chant,CH-SGs,473161,Ecce ego vobiscum sum alleluia
chant,CH-SGs,473162,Gavisi sunt discipuli alleluia viso 
chant,CH-SGs,473163,Euntes in mundum alleluia docete
chant,CH-SGs,473164,Gavisi sunt discipuli alleluia*
chant,CH-SGs,473199,Alleluia alleluia alleluia alleluia alleluia 
chant,CH-SGs,473212,Alleluia quem quaeris mulier alleluia
chant,CH-SGs,473213,Alleluia noli flere Maria alleluia
chant,CH-SGs,473214,Alleluia quoniam in aeternum alleluia
chant,CH-SGs,473216,Dum flerem ad monumentum alleluia
chant,CH-SGs,473217,Ite nuntiate fratribus meis alleluia
chant,CH-SGs,473244,Ego sum pastor bonus alleluia
chant,CH-SGs,473253,Tristitia implebit cor vestrum alleluia
chant,CH-SGs,473254,Tristitia vestra alleluia vertetur in
chant,CH-SGs,473298,Philippe qui videt me alleluia
chant,CH-SGs,473301,Alleluia ego sum vitis vera
chant,CH-SGs,473307,Pax vobis ego sum alleluia 
chant,CH-SGs,473316,Gavisi sunt discipuli alleluia viso 
chant,CH-SGs,473402,Iste cognovit justitiam alleluia et
chant,CH-SGs,473520,Ascendens Christus in altum alleluia
chant,CH-SGs,473521,Nimis exaltatus es alleluia super
chant,CH-SGs,473522,Dominus in Sion alleluia magnus
chant,CH-SGs,473523,Dominus in caelo alleluia paravit
chant,CH-SGs,473557,Alleluia*
chant,CH-SGs,473561,Non turbetur cor vestrum alleluia
chant,CH-SGs,473563,Spiritus sanctus docebit vos alleluia
chant,CH-SGs,473564,Pacem meam do vobis alleluia
chant,CH-SGs,473565,Ascendit in caelos alleluia sedet
chant,CH-SGs,473568,Si diligeretis me alleluia gauderetis
chant,CH-SGs,473570,Non vos relinquam orphanos alleluia
chant,CH-SGs,473631,Spiritus paraclitus alleluia ille vos
chant,CH-SGs,473633,Spiritus sanctus docebit vos alleluia
chant,CH-SGs,473635,Dum complerentur dies pentecostes alleluia
chant,CH-SGs,473639,Sicut dilexit me pater alleluia
chant,CH-SGs,474933,Exaltabuntur cornua justi alleluia
chant,CH-SGs,474935,Lux orta est justis alleluia
chant,CH-SGs,475055,Martyrum chorus laudate dominum alleluia
chant,CH-SGs,475675,Hymnum dicamus alleluia domino deo
chant,CH-SGs,475699,Erexit nobis dominus cornu alleluia
chant,CH-SGs,475827,Alleluia viii (Omnes sitientes)
chant,CH-SGs,475828,Alleluia x (Quem vidistis)
chant,CH-SGs,475829,Alleluia xii (Nesciens mater)
chant,CH-SGs,475830,Alleluia vi (Apertis thesauris)
chant,CH-SGs,475831,Alleluia v (Puer Jesus)
chant,CH-SGs,475832,Alleluia vii (Vivo ego)
chant,CH-SGs,475833,Alleluia vii (Animae)
chant,CH-SGs,475834,Alleluia vi (Mittens haec)
chant,CH-SGs,475835,Alleluia vi (Ait Pilatus)
chant,CH-SGs,475836,Alleluia ix (Lux de luce)
chant,CH-SGs,475837,Alleluia viii (Postulavi)
chant,CH-SGs,475838,Alleluia vii (Nonne cor)
chant,CH-SGs,475839,Alleluia viii (Hoc jam tertio)
chant,CH-SGs,475840,Alleluia vii (Inclinavit)
chant,CH-SGs,475841,Alleluia viii (Ego sum)
chant,CH-SGs,475842,Alleluia vii (Vox laetitiae)
chant,CH-SGs,475843,Alleluia vi (Sancti tui)
chant,CH-SGs,475844,Alleluia ix (Exivi a patre)
chant,CH-SGs,475845,Alleluia ix (Non vos)
chant,CH-SGs,475846,Alleluia vi (Amen amen)
chant,CH-SGs,475847,Alleluia ix (Spiritus ubi vultus)
chant,CH-SGs,475848,Alleluia vii (Innuebant)
chant,CH-SGs,475849,Alleluia v (Inter natos)
chant,CH-SGs,475850,Alleluia vi (Hortus)
chant,CH-SGs,475851,Alleluia viii (Praebe fili)
chant,CH-SGs,475852,Alleluia vii (Dico vobis)
chant,CH-SGs,475853,Alleluia viii (Ne reminiscaris)
chant,CH-SGs,475854,Alleluia iv (Nos scientes)
chant,CH-SGs,475855,Alleluia v (Servite)
chant,CH-SGs,475856,Alleluia iv (Domine deus meus)
chant,CH-SGs,475857,Alleluia iii (Exsurge domine)
chant,CH-SGs,475858,Alleluia iii (Respice et exaudi
chant,CH-SGs,475859,Alleluia v (Bonorum meorum) 
chant,CH-SGs,475860,Alleluia iv (Vivit dominus)
chant,CH-SGs,475861,Alleluia ii (Rectos decet)
chant,CH-SGs,475862,Alleluia vi (In domino laudo)
chant,CH-SGs,475863,Alleluia iii (Deus deorum)
chant,CH-SGs,475864,Alleluia iii (Nonne deo)
chant,CH-SGs,475865,Alleluia iii (Tu es deus)
chant,CH-SGs,475866,Alleluia iii (Fundamenta)
chant,CH-SGs,475867,Alleluia v (Tu mandasti)
chant,CH-SGs,475868,Alleluia iii (Domine libera)
chant,CH-SGs,475869,Alleluia iii (Qui habitas)
chant,CH-SGs,475870,Alleluia iii (In te confido)
chant,CH-SGs,475871,Alleluia v (Nisi tu domine)
chant,CH-SGs,475872,Alleluia iv (Dixit dominus)
chant,CH-SGs,475873,Alleluia iii (Confitebor)
chant,CH-SGs,475874,Alleluia v (Potens in terra)
chant,CH-SGs,475875,Alleluia iii (Sit nomen)
chant,CH-SGs,475876,Alleluia iii (Domus Jacob)
chant,CH-SGs,475877,Alleluia iii (Nos qui vivimus)
chant,CH-SGs,475878,Alleluia quoniam in aeternum alleluia
chant,CH-SGs,475879,Alleluia iv (In conspectu)
chant,CH-SGs,475880,Alleluia iii (Domine probasti)
chant,CH-SGs,475881,Alleluia iii (Benedictus dominus)
chant,CH-SGs,475882,Alleluia iii (Regnum tuum)
chant,CH-SGs,475883,Alleluia iv (Custodit dominus) 
chant,CH-SGs,475884,Alleluia iii (Laudabo)
chant,CH-SGs,475885,Alleluia iii (Deo nostro)
chant,CH-SGs,475886,Alleluia iii (Benedixit)
chant,CH-SGs,476332,Regina caeli laetare alleluia quia
chant,CZ-Pst,646029,Ipse invocabit me alleluia pater
chant,CZ-Pst,646031,Notum fecit dominus alleluia salutare
chant,CZ-Pst,646511,Fluminis impetus laetificat alleluia civitatem
chant,CZ-Pst,646512,Adorate dominum alleluia in aula
chant,CZ-Pst,646513,Adorate eum alleluia omnes angeli
chant,CZ-Pst,648024,Alleluia alleluia alleluia
chant,CZ-Pst,648026,Alleluia Pascha nostrum Christus est
chant,CZ-Pst,648029,Postulavi patrem meum alleluia dedit
chant,CZ-Pst,648088,Alleluia resurrexit dominus alleluia sicut
chant,CZ-Pst,648090,Cognoverunt dominum alleluia in fractione
chant,CZ-Pst,648184,Pax vobis ego sum alleluia 
chant,CZ-Pst,648204,Gavisi sunt discipuli alleluia viso 
chant,CZ-Pst,648280,Ego sum pastor bonus alleluia
chant,CZ-Pst,648308,Iterum autem videbo vos alleluia
chant,CZ-Pst,648378,Ascendens Christus in altum alleluia
chant,CZ-Pst,648386,Alleluia ascendens Christus in altum 
chant,CZ-Pst,648455,Non vos relinquam orphanos alleluia
chant,CZ-Pst,648458,Alleluia spiritus paraclitus alleluia docebit
chant,CZ-Pst,649348,Nimis exaltatus es alleluia super
chant,CZ-Pst,649349,Dominus in Sion alleluia magnus
chant,CZ-Pst,649350,Dominus in caelo alleluia paravit
chant,CZ-Pu,461087,Lux orta est justis alleluia 
chant,CZ-Pu,462237,Notum fecit dominus alleluia salutare
chant,CZ-Pu,462526,Verbum caro factum est alleluia
chant,CZ-Pu,462614,Ipse invocabit me alleluia pater
chant,CZ-Pu,462689,Verbum caro factum est alleluia
chant,CZ-Pu,462774,Fluminis impetus laetificat alleluia civitatem
chant,CZ-Pu,462775,Adorate dominum alleluia in aula
chant,CZ-Pu,462776,Adorate dominum alleluia omnes angeli
chant,CZ-Pu,462779,Benedicite domino alleluia omnes angeli
chant,CZ-Pu,462937,Alleluia alleluia alleluia alleluia
chant,CZ-Pu,462952,Alleluia alleluia alleluia alleluia alleluia
chant,CZ-Pu,462953,Hymnum dicamus alleluia domino deo
chant,CZ-Pu,462955,Alleluia alleluia alleluia alleluia alleluia
chant,CZ-Pu,462960,Alleluia vi (Hortus conclusus est)
chant,CZ-Pu,462961,Alleluia v (Christi virgo)
chant,CZ-Pu,462962,Alleluia v (Inter natos)
chant,CZ-Pu,462963,Alleluia vii (Innuebant)
chant,CZ-Pu,462993,Alleluia alleluia
chant,CZ-Pu,463035,Alleluia alleluia alleluia
chant,CZ-Pu,463076,Alleluia alleluia alleluia alleluia
chant,CZ-Pu,463110,Alleluia alleluia alleluia
chant,CZ-Pu,463144,Alleluia alleluia alleluia
chant,CZ-Pu,463176,Alleluia alleluia alleluia
chant,CZ-Pu,463805,Alleluia audivi quasi vocem magnam
chant,CZ-Pu,463809,Hymnum cantate nobis alleluia de
chant,CZ-Pu,464467,Alleluia alleluia alleluia
chant,CZ-Pu,464469,Alleluia quem quaeris mulier alleluia
chant,CZ-Pu,464471,Alleluia noli flere Maria alleluia
chant,CZ-Pu,464474,Postulavi patrem meum alleluia dedit
chant,CZ-Pu,467317,Notum fecit dominus alleluia
chant,CZ-Pu,467537,Verbum caro factum est alle-
chant,CZ-Pu,467565,Ipse invocabit me alleluia
chant,CZ-Pu,467601,Adorate dominum alleluia in
chant,CZ-Pu,467602,Adorate deum alleluia omnes angeli
chant,CZ-Pu,467605,Benedicite domino alleluia
chant,CZ-Pu,469712,Lux orta est justo alleluia
chant,CZ-Pu,470369,Hymnum dicamus alleluia domino deo
chant,D-AAm,179224,Ipse invocabit me alleluia
chant,D-AAm,179226,Notum fecit dominus alleluia
chant,D-AAm,179541,Adorate dominum alleluia in
chant,D-AAm,179542,Adorate deum alleluia omnes
chant,D-AAm,179868,Hymnum cantate nobis alleluia
chant,D-AAm,180557,Alleluia ?*
chant,D-AAm,180582,Alleluia iv
chant,D-AAm,180673,Alleluia viii
chant,D-AAm,180678,Alleluia resurrexit dominus
chant,D-AAm,180700,Alleluia iv*
chant,D-AAm,180722,Alleluia lapis revolutus est
chant,D-AAm,180724,Cognoverunt dominum alleluia
chant,D-AAm,180725,Pax vobis ego sum alleluia
chant,D-AAm,180764,Ego sum pastor bonus alleluia
chant,D-AAm,180814,Alleluia viii*
chant,D-AAm,180820,Alleluia*
chant,D-AAm,180821,Dominus in caelo alleluia
chant,D-AAm,180876,Alleluia ?*
chant,D-AAm,180880,Nimis exaltatus es alleluia
chant,D-AAm,180881,Dominus in Sion alleluia
chant,D-AAm,180882,Dominus in caelo alleluia
chant,D-AAm,180892,Alleluia viii*
chant,D-AAm,180903,Alleluia ?*
chant,D-AAm,180913,Alleluia spiritus paraclitus
chant,D-AAm,180932,Si diligeretis me alleluia
chant,D-AAm,181297,Hymnum dicamus alleluia
chant,D-AAm,181449,Hi venientes in vallem cui
chant,D-AAm,181507,Alleluia vii
chant,D-AAm,183558,Alleluia iii
chant,D-AAm,183559,Alleluia iv
chant,D-AAm,183560,Alleluia iii
chant,D-AAm,183561,Alleluia ii
chant,D-AAm,183562,Alleluia iv
chant,D-AAm,184405,Lux orta est justo alleluia
chant,D-AAm,184957,Alleluia inter clavos
chant,D-B,195492,Verbum caro factum est alleluia
chant,D-B,195675,Ipse invocabit me alleluia pater
chant,D-B,195679,Notum fecit dominus alleluia salutare
chant,D-B,195729,Fluminis impetus laetificat alleluia civitatem
chant,D-B,195730,Adorate dominum alleluia in aula
chant,D-B,195731,Adorate dominum alleluia omnes angeli
chant,D-B,196183,Alleluia mane apud nos hodie
chant,D-B,196184,Hymnum cantate nobis alleluia de
chant,D-B,196243,Alleluia alleluia alleluia alleluia alleluia
chant,D-B,196244,Alleluia alleluia alleluia alleluia alleluia
chant,D-B,196245,Alleluia alleluia alleluia alleluia alleluia
chant,D-B,196249,Alleluia sola tenes principatum in
chant,D-B,196940,Alleluia alleluia alleluia alleluia alleluia
chant,D-B,196944,Postulavi patrem meum alleluia dedit
chant,D-B,196975,Ite nuntiate fratribus meis alleluia
chant,D-B,196994,Surrexit dominus vere alleluia et
chant,D-B,196995,Cognoverunt dominum alleluia in fractione
chant,D-B,197006,Pax vobis ego sum alleluia
chant,D-B,197010,Pax vobis ego sum alleluia
chant,D-B,197037,Ecce ego vobiscum sum alleluia
chant,D-B,197038,Euntes in mundum alleluia docete
chant,D-B,197043,Euntes in mundum alleluia
chant,D-B,197044,Alleluia*
chant,D-B,197053,Alleluia lapis revolutus est ab 
chant,D-B,197059,Alleluia lapis revolutus est ab
chant,D-B,197061,Gavisi sunt discipuli alleluia viso
chant,D-B,197082,Alleluia quem quaeris mulier alleluia
chant,D-B,197083,Alleluia noli flere Maria alleluia
chant,D-B,197085,Ego sum pastor bonus alleluia
chant,D-B,197097,Tristitia vestra alleluia vertetur in
chant,D-B,197099,Tristitia vestra alleluia vertetur in
chant,D-B,197100,Iterum autem videbo vos alleluia
chant,D-B,197206,Alleluia ii
chant,D-B,197210,Alleluia ego sum vitis*
chant,D-B,197262,Alleluia ego sum vitis*
chant,D-B,197265,Alleluia*
chant,D-B,197269,Alleluia tristitia vestra*
chant,D-B,197277,Alleluia ego sum vitis vera
chant,D-B,197281,Philippe qui videt me alleluia
chant,D-B,197420,Exaltare domine alleluia in virtute
chant,D-B,197430,Exaltare super caelos deus alleluia
chant,D-B,197431,Nimis exaltatus es alleluia super
chant,D-B,197433,Dominus in Sion alleluia magnus
chant,D-B,197434,Dominus in caelo alleluia paravit
chant,D-B,197467,Non turbetur cor vestrum alleluia
chant,D-B,197472,Pacem meam do vobis alleluia
chant,D-B,197476,Ascendit in caelos alleluia sedet
chant,D-B,197484,Non vos relinquam orphanos alleluia
chant,D-B,197511,Dum complerentur dies pentecostes alleluia
chant,D-B,197531,Alleluia nonne cor nostrum*
chant,D-B,197541,Alleluia nonne cor*
chant,D-B,197560,Alleluia inclinavit*
chant,D-B,197565,Spiritus paraclitus alleluia docebit vos
chant,D-B,197568,Spiritus sanctus docebit vos alleluia
chant,D-B,197577,Alleluia*
chant,D-B,197578,Alleluia*
chant,D-B,197579,Spiritus ubi vult spirat alleluia
chant,D-B,198693,Exaltabuntur cornua justi alleluia
chant,D-B,198694,Lux orta est justo alleluia
chant,D-B,199137,Hymnum dicamus alleluia
chant,D-BAs,185517,Adorate dominum alleluia in
chant,D-BAs,185518,Adorate deum alleluia omnes
chant,D-BAs,185770,Hymnum cantate nobis alleluia
chant,D-BAs,186023,Alleluia lapis revolutus*
chant,D-BAs,186025,Alleluia ii
chant,D-BAs,186060,Alleluia iii
chant,D-BAs,186091,...florebunt alleluia allelu-
chant,D-BAs,186108,-- alleluia
chant,D-BAs,186170,Alleluia iii (Inclinavit do-)
chant,D-BAs,186171,Alleluia iii (In domum do-)
chant,D-BAs,186172,Alleluia v (Nisi tu dominus)
chant,D-BAs,186173,Alleluia iii (Et omnis man-)
chant,D-BAs,186174,Alleluia iv (In conspectu)
chant,D-BAs,186175,Alleluia iii (Benedictus)
chant,D-BAs,186176,Si diligeretis me alleluia
chant,D-BAs,186183,Alleluia nimis exaltatus es
chant,D-BAs,186211,Alleluia spiritus paraclitus
chant,D-BAs,186834,Lux orta est justis alleluia
chant,D-BAs,187048,Adorate dominum alleluia om-
chant,D-BAs,187049,Adorate dominum alleluia in
chant,D-FUl,257325,Alleluia iii
chant,D-FUl,257357,Alleluia iv
chant,D-FUl,257358,Alleluia v
chant,D-FUl,257359,Alleluia v
chant,D-FUl,257365,Alleluia iii
chant,D-FUl,257366,Alleluia iii
chant,D-FUl,257370,Alleluia resurrexit dominus
chant,D-FUl,257438,Alleluia iii
chant,D-FUl,257439,Alleluia iii
chant,D-FUl,257440,Alleluia iii
chant,D-FUl,257441,Alleluia iii
chant,D-FUl,257442,Alleluia iii
chant,D-FUl,257450,Alleluia resurrexit dominus*
chant,D-FUl,257470,Alleluia*
chant,D-FUl,257489,Alleluia iii
chant,D-FUl,257490,Alleluia iii
chant,D-FUl,257491,Alleluia ii
chant,D-FUl,257492,Alleluia ii
chant,D-FUl,257493,Alleluia iii
chant,D-FUl,257501,Alleluia iii
chant,D-FUl,257502,Alleluia iii
chant,D-FUl,257503,Alleluia iii
chant,D-FUl,257504,Alleluia ii
chant,D-FUl,257505,Alleluia ii
chant,D-FUl,257509,Alleluia v
chant,D-FUl,257510,Alleluia iii
chant,D-FUl,257511,Alleluia iii
chant,D-FUl,257512,Alleluia iii
chant,D-FUl,257513,Alleluia ii
chant,D-FUl,257517,Alleluia v
chant,D-FUl,257518,Alleluia ii
chant,D-FUl,257519,Alleluia iii
chant,D-FUl,257520,Alleluia quoniam in aeternum
chant,D-FUl,257521,Alleluia hymnum cantate nobis
chant,D-FUl,257525,Alleluia iv
chant,D-FUl,257526,Alleluia iii
chant,D-FUl,257527,Alleluia iii
chant,D-FUl,257528,Alleluia iii
chant,D-FUl,257529,Alleluia vi
chant,D-FUl,257533,Alleluia*
chant,D-FUl,257609,Ego sum pastor bonus alleluia
chant,D-FUl,257622,Tristitia vestra alleluia
chant,D-FUl,257738,Nimis exaltatus es alleluia
chant,D-FUl,257747,Dominus in Sion alleluia
chant,D-FUl,257760,Dominus in caelo alleluia
chant,D-FUl,257772,Pacem meam do vobis alleluia
chant,D-FUl,257806,Spiritus paraclitus alleluia
chant,D-FUl,257882,Pacem meam do vobis alleluia
chant,D-FUl,258438,Alleluia*
chant,D-FUl,258458,Alleluia*
chant,D-FUl,258460,Alleluia*
chant,D-FUl,258473,Alleluia*
chant,D-FUl,258487,Alleluia ego sum vitis vera
chant,D-FUl,258499,Alleluia*
chant,D-FUl,258531,Alleluia*
chant,D-FUl,258535,Alleluia*
chant,D-FUl,258548,Alleluia*
chant,D-FUl,258550,Alleluia*
chant,D-FUl,260003,Lux orta est justis alleluia
chant,D-Gsta,684160,Alleluia alleluia alleluia
chant,D-KA,615166,Notum fecit dominus alleluia salutare
chant,D-KA,615248,Verbum caro factum est alleluia
chant,D-KA,615429,Verbum caro factum est alleluia*
chant,D-KA,615466,Ipse invocabit me alleluia pater
chant,D-KA,615512,Fluminis impetus laetificat alleluia civitatem
chant,D-KA,615513,Adorate dominum alleluia in aula
chant,D-KA,615514,Adorate dominum alleluia omnes angeli
chant,D-KA,615515,Notum fecit dominus alleluia salutare
chant,D-KA,615517,Benedicite domino alleluia omnes angeli
chant,D-KA,616105,Alleluia audivi quasi vocem magnam 
chant,D-KA,616106,Hymnum cantate nobis alleluia de
chant,D-KA,616796,Alleluia alleluia alleluia
chant,D-KA,616800,Postulavi patrem meum alleluia dedit
chant,D-KA,616819,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616825,Alleluia lapis revolutus est ab 
chant,D-KA,616837,Ite nuntiate fratribus meis alleluia 
chant,D-KA,616839,Alleluia quem quaeris mulier alleluia 
chant,D-KA,616840,Alleluia noli flere Maria alleluia 
chant,D-KA,616842,Surrexit dominus vere alleluia et 
chant,D-KA,616849,Cognoverunt dominum alleluia in fractione 
chant,D-KA,616880,Pax vobis ego sum alleluia 
chant,D-KA,616882,Pax vobis ego sum alleluia 
chant,D-KA,616899,Alleluia quem quaeris*
chant,D-KA,616912,Dum flerem ad monumentum alleluia 
chant,D-KA,616914,Alleluia noli flere*
chant,D-KA,616925,Euntes in mundum alleluia docete 
chant,D-KA,616926,Ecce ego vobiscum sum alleluia
chant,D-KA,616928,Alleluia*
chant,D-KA,616933,Alleluia*
chant,D-KA,616934,Alleluia*
chant,D-KA,616937,Alleluia*
chant,D-KA,616938,Alleluia*
chant,D-KA,616939,Alleluia*
chant,D-KA,616940,Alleluia*
chant,D-KA,616941,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616946,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616947,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616948,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616949,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616950,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616951,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616952,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616953,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616954,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616955,Alleluia*
chant,D-KA,616956,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616957,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616958,Alleluia alleluia alleluia alleluia
chant,D-KA,616961,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616962,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616963,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616965,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616966,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616967,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616968,Alleluia alleluia alleluia alleluia
chant,D-KA,616969,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616970,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616971,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616972,Alleluia alleluia alleluia
chant,D-KA,616973,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616974,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616975,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,616976,Alleluia alleluia alleluia alleluia
chant,D-KA,616977,Alleluia*
chant,D-KA,616978,Alleluia*
chant,D-KA,616979,Alleluia*
chant,D-KA,616980,Alleluia alleluia alleluia
chant,D-KA,616981,Alleluia*
chant,D-KA,616982,Alleluia*
chant,D-KA,616983,Alleluia*
chant,D-KA,616984,Alleluia alleluia alleluia alleluia
chant,D-KA,616985,Alleluia*
chant,D-KA,616986,Alleluia*
chant,D-KA,616987,Alleluia*
chant,D-KA,616988,Alleluia*
chant,D-KA,617013,Ego sum pastor bonus alleluia
chant,D-KA,617024,Tristitia implevit cor vestrum alleluia 
chant,D-KA,617025,Tristitia vestra alleluia vertetur in
chant,D-KA,617027,Iterum autem videbo vos alleluia 
chant,D-KA,617158,Alleluia ego sum vitis vera 
chant,D-KA,617168,Philippe qui videt me alleluia
chant,D-KA,617256,Exaltare super caelos deus alleluia
chant,D-KA,617257,Ascendens Christus in altum alleluia
chant,D-KA,617258,Nimis exaltatus es alleluia super
chant,D-KA,617259,Dominus in Sion alleluia magnus
chant,D-KA,617260,Dominus in caelo alleluia paravit
chant,D-KA,617299,Alleluia alleluia alleluia alleluia alleluia 
chant,D-KA,617300,Alleluia alleluia alleluia alleluia alleluia 
chant,D-KA,617308,Pacem meam do vobis alleluia
chant,D-KA,617309,Non turbetur cor vestrum alleluia
chant,D-KA,617321,Non vos relinquam orphanos alleluia
chant,D-KA,617359,Dum complerentur dies pentecostes alleluia
chant,D-KA,617377,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,617379,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,617380,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,617397,Si diligeretis me alleluia gauderetis
chant,D-KA,618434,Exaltabuntur cornua justi alleluia
chant,D-KA,618435,Lux orta est justis alleluia 
chant,D-KA,619335,Hymnum dicamus alleluia domino deo 
chant,D-KA,619676,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619678,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619680,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619687,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619689,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619692,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619694,Alleluia alleluia alleluia alleluia alleluia
chant,D-KA,619715,Alleluia alleluia
chant,D-KA,619751,Alleluia alleluia alleluia
chant,D-KA,619785,Alleluia alleluia alleluia alleluia
chant,D-KA,619817,Alleluia alleluia alleluia
chant,D-KA,619847,Alleluia alleluia alleluia
chant,D-KA,619877,Alleluia alleluia alleluia
chant,D-KA,674566,Alleluia*
chant,D-KA,676940,Alleluia ego sum vitis vera
chant,D-KNd,330608,Ipse invocabit me alleluia pater
chant,D-KNd,330610,Notum fecit dominus alleluia salutare 
chant,D-KNd,330665,Verbum caro factum est alleluia*
chant,D-KNd,330953,Notum fecit dominus alleluia salutare
chant,D-KNd,331062,Fluminis impetus laetificat alleluia civitatem
chant,D-KNd,331083,Adorate dominum alleluia in aula
chant,D-KNd,331084,Adorate dominum alleluia omnes angeli
chant,D-KNd,331759,Alleluia alleluia alleluia
chant,D-KNd,331760,Alleluia alleluia alleluia
chant,D-KNd,331761,Alleluia alleluia alleluia
chant,D-KNd,331762,Alleluia alleluia alleluia
chant,D-KNd,331763,Alleluia alleluia alleluia
chant,D-KNd,331766,Alleluia audivi quasi vocem magnam
chant,D-KNd,331767,Alleluia alleluia alleluia alleluia
chant,D-KNd,331768,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331769,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331771,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331778,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331786,Alleluia alleluia alleluia alleluia
chant,D-KNd,331794,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331795,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331796,Alleluia alleluia alleluia alleluia alleluia
chant,D-KNd,331798,Alleluia*
chant,D-KNd,331799,Hymnum cantate nobis alleluia de
chant,D-KNd,332432,Alleluia alleluia alleluia
chant,D-KNd,332437,Postulavi patrem meum alleluia dedit 
chant,D-KNd,332463,Alleluia lapis revolutus est ab 
chant,D-KNd,332493,Cognoverunt dominum alleluia in fractione 
chant,D-KNd,332505,Pax vobis ego sum alleluia 
chant,D-KNd,332532,Gavisi sunt discipuli alleluia viso 
chant,D-KNd,332546,Alleluia*
