id,name,description
1869,Fer. 5 per annum,"Thursdays, Ferial Office"
1829,Fer. 6 Hebd. 1 Adv.,"Friday, 1st week, Advent"
1830,Fer. 6 Hebd. 1 Quad.,"Friday, 1st week, Lent"
1831,Fer. 6 Hebd. 2 Adv.,"Friday, 2nd week, Advent"
1833,Fer. 6 Hebd. 2 Quad.,"Friday, 2nd week, Lent"
1832,Fer. 6 Hebd. 2 p.Ep.,"Friday, 2nd week after Epiphany"
1834,Fer. 6 Hebd. 3 Adv.,"Friday, 3rd week, Advent"
1835,Fer. 6 Hebd. 3 Pasc.,"Friday, 3rd week after Easter"
1836,Fer. 6 Hebd. 3 Quad.,"Friday, 3rd week, Lent"
4308,Fer. 6 Hebd. 3 p.Ep.,"Friday, 3rd week after Epiphany"
1837,Fer. 6 Hebd. 4 Adv.,"Friday, 4th week, Advent"
1838,Fer. 6 Hebd. 4 Pasc.,"Friday, 4th week after Easter"
1839,Fer. 6 Hebd. 4 Quad.,"Friday, 4th week, Lent"
4309,Fer. 6 Hebd. 4 p.Ep.,"Friday, 4th week after Epiphany"
1840,Fer. 6 Hebd. 5 Pasc.,"Friday, 5th week after Easter"
4310,Fer. 6 Hebd. 5 p.Ep.,"Friday, 5th week after Epiphany"
1850,Fer. 6 Q.T. Adventus,"Ember Day, Advent (Friday)"
4312,Fer. 6 Q.T. Pent.,"Ember Day, Pentecost (Friday)"
1851,Fer. 6 Q.T. Quad.,"Ember Day, Lent (Friday)"
1852,Fer. 6 Q.T. Sept.,"Ember Day, September (Friday)"
1828,Fer. 6 de Passione,"Friday, 5th week, Lent"
1843,Fer. 6 p. Epiphaniam,"Friday, 1st week after Epiphany"
1844,Fer. 6 p. Nat. Dom.,"Friday, week after Christmas"
1845,Fer. 6 p. Oct. Asc.,"Friday, after the Octave of Ascension"
1846,Fer. 6 p. Oct.Pasch.,"Friday, 2nd week after Easter"
1872,Fer. 6 per annum,"Fridays, Ferial Office"
1860,Feria 2 TP,"Mondays, Eastertide"
1856,Feria 2 de Job,"Summer Histories, from Job, for Mondays"
1857,Feria 2 de Regum,"Summer Histories, from Kings, for Mondays"
1864,Feria 3 TP,"Tuesdays, Eastertide"
1861,Feria 3 de Job,"Summer Histories, from Job, for Tuesdays"
1867,Feria 4 TP,"Wednesdays, Eastertide"
1870,Feria 5 TP,"Thursdays, Eastertide"
1873,Feria 6 TP,"Fridays, Eastertide"
1878,"Festi 9 lectionum,8",In week after feasts of nine lessons
2463,Fidei et Soc.,"Faith and Companions, Martyrs"
2597,Fidis,"Fides (Faith, Foy), Virgin Martyr"
2682,Findani,"Findan (Fintan) of Rheinau, Benedictine Hermit"
2464,"Firmi, Rustici","Firmus and Rusticus, Martyrs"
2536,Firmini,"Firminus, Bishop Martyr"
1887,"Firmini,8",In week after Firminus
4615,"Florentii, Episc.","Florentius, Bishop of Strasbourg"
4561,Flori,"Florus, Bishop of Lodève"
2270,Floriani,"Florian, Martyr"
2683,Florini,"Florinus, Confessor and Priest"
2598,Foliani,"Foillan (Folianus), Abbot"
4439,Fortunatae et sociorum,"Fortunata (Virgin Martyr), and her brothers Carponius, Evaristus, and Priscianus"
4440,"Fortunatae et sociorum,8",In week after Fortunata
4562,Franchae,"Franca Visalta, Virgin and Abbess, at Piacenza"
4192,Franciscae Romanae,"Frances of Rome, Widow, Matron and Foundress of the Oblates of Tor de' Specchi in Rome;"
4193,Francisci Borgiae,"Francis Borgia (Borja),  Confessor, Third General of the Society of Jesus"
4313,Francisci Carracciolo,"Francis (Ascanio) Carracciolo, confessor (canonized in 1807)"
4315,Francisci Salesii,"Francis de Sales, Confessor, Bishop of Geneva and Doctor of the Church (canonized 1665)"
4316,Francisci Xaverii,"Francis Xavier, Confessor, Apostle of India and Japan (canonized in 1622)"
4314,Francisci de Paola,"Francis de Paola (also ""de Paula"") Confessor, founder of the Order of the Minims"
1888,"Francisci,8",In week after Francis of Assisi
4558,Fructuosi Archiepiscopi Bracharensis,"Fructuosus, Archbishop of Braga"
2139,Fursei,"Fursey, Abbot"
2736,"Fusciani, Gentiani","Fuscian and Gentian, Martyrs"
2217,"Gabrielis, Archang.",Gabriel the Archangel
2600,Galli,"Gall, Hermit"
4194,"Galli,8",In week after Gall
2271,Gangulfi,"Gangulfus (Gengoul, Gangulf, Gengulf, Gangulphus, Gangolfus, Gengulfus), Martyred Knight"
2738,Gatiani,"Gatian, Bishop of Tours"
2773,Gaudentii,"Gaudentius, Bishop of Novara"
2465,Gaugerici,"Gaugericus (Gery), Bishop"
1889,"Gaugerici,8",In week after Gaugericus
2466,Gemmae,"Gemma, Virgin"
2467,Genesii,"Genesius, Martyr"
2140,Genovefae,"Genevieve (Genovefa), Virgin"
2684,Genulfi,"Genulf (Gendulf, Genou), ""Bishop"""
2234,Georgii,"George, Martyr"
2325,"Georgii, Adalberti","George and Adalbert, Martyrs"
4559,Geraldi Archiepiscopi Bracharensis,"Gerald (Girald), Archbishop of Braga"
2537,Gerardi,"Gerard Sagredo, Bishop of Csanad & Martyr"
2602,Gereonis et Soc.,"Gereon and Companions, Martyrs"
2373,Germani,"Germanus, Bishop of Auxerre"
4603,Germani Capuanae,"Germanus, Bishop of Capua"
2272,Germani Parisien.,"Germanus (Germain), Bishop of Paris"
2603,"Germani, Vedasti","Germanus and Vedastus, Confessors"
2218,Gertrudis,"Gertrude the Great, Cistercian nun and mystic writer"
4195,Gertrudis Nivellensis,"Gertrude of Nivelles, Virgin"
4511,"Geruntii Italicensis, Epi.","Geruntius, Bishop of Italica (Talco), near Seville"
2326,"Gervasii, Protasii","Gervase and Protase, Martyrs"
2604,Gisleni,"Gislenus (Ghislain), Abbot"
2374,Goaris,"Goar, Hermit"
2273,Godehardi,"Godehard (Gothard), Bishop of Hildesheim"
2274,"Gordiani, Epimachi","Gordian and Epimachus, Martyrs"
2538,Gorgonii,"Gorgonius, Martyr"
2219,Gregorii,"Gregory the Great, Pope and Doctor"
2685,Gregorii Thauma.,"Gregory the Wonderworker, Bishop"
2739,"Gregorii, Mart.","Gregory of Spoleto, Martyr"
2141,Gudulae,"Gudula, Virgin"
2235,Guthlaci,"Guthlac, Hermit of Croyland"
2275,Hadulfi,"Hadulf, Abbot and Bishop of Arras"
1918,Hebd. TP,"Weekdays, Eastertide"
1904,Hebd. de Job,"Summer Histories, from Job, for weekdays"
1905,Hebd. de Judith,"Summer Histories, from Judith, for weekdays"
1906,Hebd. de Machabaeis,"Summer Histories, from Maccabees, for weekdays"
2089,Hebd. de Prophetis,"Summer Histories, from the Prophets, for weekdays"
2088,Hebd. de Regum,"Summer Histories, from Kings, for weekdays"
1908,Hebd. de Sapientia,"Summer Histories, from Wisdom, for weekdays"
1909,Hebd. de Tobia,"Summer Histories, from Tobias, for weekdays"
1912,Hebd. per annum,"Weekdays, Ferial Office"
2606,Hedwigis,"Hedwig, Matron and Duchess of Silesia"
2220,"Helari, Tatiani","Hilary (Bishop of Aquileia) and Tatianus, Martyrs"
2468,Helenae,"Helen, Finder of the True Cross, Mother of Constantine the Great"
2375,Helenae Schedviensis,"Helen of Skoefde (Sweden), Martyr"
2142,Henrici,"Henry of Uppsala, Bishop and Martyr, Patron Saint of Finland"
4196,Henrici Imperatoris,"Henry II, Confessor; German King and Roman Emperor; died Jul.13, 1024"
2607,Herblandi,"Hermeland, Abbot of Aindre (Nantes)"
4234,Herculani Perusini,"Herculanus, Martyr, Bishop of Perugia"
1919,"Hermagorae, Fort.,8",In week after Hermagoras and Fortunatus
2377,"Hermagorae,Fortunati","Hermagoras and Fortunatus, Martyrs"
2469,Hermetis,"Hermes, Martyr"
2539,Hieronimi,"Jerome, Doctor"
1920,"Hieronimi,8",In week after Jerome
2470,Hilariae et Soc.,"Hilaria, Martyr, Mother of Afra, Matron at Augsburg"
2143,Hilarii,"Hilary, Bishop of Poitiers, Doctor"
4318,Hilarii Arelatensis,"Hilary (Hilarius or Hilarus), Archbishop of Arles, Confessor"
2608,Hilarionis,"Hilarion, Abbot"
4540,Hildegardis Bingensis,"Hildegard of Bingen, Abbess"
2471,Hippolyti,"Hippolytus, Martyr"
2686,Huberti,"Hubert, First Bishop of Liege, Confessor"
2236,Hugonis,"Hugo (Hugh), Abbot of Jumieges and Archbishop of Rouen"
4564,Hugonis Episc. Lincolniensis,"Hugh, Bishop of Lincoln"
2237,Hugonis TP,"Hugo, Eastertide"
4563,Humbelinae,"Humbelina (Humbleline), matron, sister of Bernard of Clairvaux"
2540,Humberti,"Humbert, Abbot and Bishop"
2472,Hunegundis,"Hunegundis, Abbess"
2193,Ignatii,"Ignatius, Bishop of Antioch, Martyr"
4319,Ildefonsi,"Ildephonsus, Archbishop of Toledo"
4464,Imerii,"Imerius (Himerius) of Immertal, monk, hermit, and missionary in the Swiss Jura"
2091,In Dedicat. Eccl. TP,"Dedication of a Church, in Eastertide"
1923,"In Dedicat. Eccl.,8",In week after Dedication of Church
1926,In Letaniis,"General, Rogation Days"
1932,In Triduum,"General, during the Triduum"
1925,In estate,"General, in summer"
1927,In tempore Adventus,"General, in Advent"
1928,In tempore Epiph.,"General, after Epiphany"
1929,In tempore Nat.,"General, in Christmastide"
1930,In tempore Paschae,"General, Eastertide"
1931,In tempore Quad.,"General, in Lent"
4321,Ingenuini et Albuini,"Ingenuinus (Genuinus), Bishop of Seben in Tyrol, and Albuinus, Bishop of Brixen"
1934,"Inventio Crucis,8",In week after the Finding of the Cross
4324,Isabelle,"Isabel, Virgin, Sister of King Louis IX of France (daughter of King Louis VIII), founder of a convent at Longchamp"
2240,Ivonis,"Ivo, Bishop of unknown origin (Persia?), came to England in the 7th century"
4538,Ivonis de Kermartin,"Ivo of Kermartin (Yves Hélory, Yvo, Ives)"
4325,Iwigii,"Iwigius (Ywi, Iwig, Ivi, Ywy, Ivy, Iwie), Deacon, Hermit, of Lindisfarne"
4503,"Iwigii, transl.",Moving of relics of Iwigius
2378,Jacobi,"James the Greater, Apostle"
4599,"Jacobi, miracula",Miracles of James (in wars under Alfonso VI and Sancho)
1937,"Jacobi,8",In week after James the Greater
2609,Januarii et Soc.,"Januarius, Faustus, and Martialis, Martyrs (the ""Three Crowns of Cordova"")"
2221,Joachimi,"Joachim, the father of Mary"
4567,Joannis Abbatis Reomensis,"John of Réome, abbot"
1938,"Joannis Baptistae,8",In week after John the Baptist
2920,Joannis Capistranensis,"John of Capistrano, Confessor, Missionary"
2379,Joannis Cassiani,"John Cassian, Abbot"
2145,Joannis Chrysostomi,"John Chrysostom, Doctor"
1939,"Joannis Evang.,8",In week after John the Evangelist
4326,Joannis Francisci Regis,"Jean-François Régis (also ""John Francis Regis"" and ""St Regis""), priest of the Society of Jesus, canonized in 1737"
4507,Joannis de Husinec,"Jan Hus (d. 1415, Council of Constance), venerated as a saint in 15th- and 16th-century Bohemia"
2328,"Joannis, Pauli","John and Paul, Martyrs"
2222,Josephi,"Joseph, spouse of Mary"
4327,Josephi Prophetae,"Joseph, son of Jacob and Rachel"
2278,Judae Quiriaci,"Judas Quiriacus (Cyriacus), Bishop"
2741,Judoci,"Judoc, Prince and Hermit"
2194,Julianae,"Juliana, Virgin Martyr"
2474,Juliani,"Julian of Brioude, Martyr"
2146,"Juliani, Epi.","Julian, Bishop of Le Mans"
2475,"Juliani, Hermetis","Julian of Brioude and Hermes, Martyrs"
4501,Justae et Rufinae,"Justa and Rufina, Virgin Martyrs, patronesses of Seville"
2610,Justi,"Justus of Beauvais, Martyr"
2542,"Justi, Epi.","Justus, Bishop of Lyons"
4568,"Justi, Pastoris","Justus and Pastor, Martyrs at Alcalá de Henares (Complutum)"
2543,"Justinae, Cypriani","Justina and Cyprian, Martyrs"
1940,"Justinae, Cypriani,8",In week after Justina and Cyprian
2476,Justini,"Justin, child martyred near Paris"
2279,Juvenalis,"Juvenal, Bishop of Narni"
2147,Karoli Magni,"Charlemagne, Emperor and Confessor"
2380,Kenelmi,"Kenelm, Prince of Mercian Royal Family"
2381,Kiliani et Soc.,"Kilian and Companions, Martyrs"
2223,Kunegundis,"Cunegund (Kunegunde), Queen"
2546,LOCAL:Adriani,"Adrian, Martyr, as witnessed at Augsburg"
2478,LOCAL:Afrae,"Afra, Martyr, as witnessed at Augsburg and Muenster"
2479,LOCAL:Annae,"Anne, as witnessed in Muenster (after 1510)"
2383,"LOCAL:Annae,Zutfania","Anne, as witnessed at Zutphen"
2547,LOCAL:Hieronimi,"Jerome, as witnessed in Muenster"
2334,LOCAL:Sept.Dorm.Eph.,"Seven Sleepers of Ephesus, as witnessed at Muenster"
2613,"LOCAL:Sulpit.,Sever.","Sulpitius (Sulpitianus, Simplicius) and Servilianus, Martyrs, as witnessed at Augsburg"
2384,LOCAL:Tr.Trium Regum,"Moving of relics of the Three Kings (the Magi) to Cologne in the 12th Century, as witnessed in Muenster"
2329,Ladislai,"Ladislaus, King of Hungary"
2544,Lamberti,"Lambert, Bishop of Maestricht"
1942,"Lamberti,8",In week after Lambert
2330,Landelini,"Landelinus, Abbot"
2331,Landerici,"Landericus (Landry), Bishop of Paris"
2148,Launomari,"Launomarus, Abbot of Corbie"
2477,Laurentii,"Laurence, Martyr"
1943,"Laurentii,8",In week after Laurence
4569,Lauteni,"Lautein (Lothenus, Lautenus), Abbot, founder of Silèze and Maximiac abbeys in the Jura mountains"
2742,Lazari,"Lazarus of Bethany, ""Bp."" Marseilles"
2688,Lebuini,"Lebwin (Lebuin, Liafwin, Leafwine), Confessor"
4591,Leocadiae,"Leocadia of Toledo, Virgin Martyr"
2611,Leodegarii,"Leodegarius (Leger), Bishop Martyr"
2689,Leonardi,"Leonard, Hermit"
4329,Leonardi a Portu Mauritio,"Leonardo of Porto Maurizio (Leonard of Port Maurice), confessor, missionary and ascetic writer (canonized 1867)"
2332,Leonis,"Leo the Great, Pope"
2934,"Leonis I Papae, Confessoris et Ecclesiae Doctoris",
2241,"Leonis, Pont.","Leo IX, Pope"
2242,"Leonis, Pont., Quad.","Leo IX, Pope, when the feast occurs during Lent"
2545,Leopardi,"Leopardus, Martyr"
2690,Leopoldi,"Leopold, Margrave of Austria (Leopoldi Marchionis)"
4604,"Leopoldi, transl.","Moving of Leopold, Margrave of Austria's relics (Leopoldi Marchionis)"
2333,Leutfredi,"Leufred (Leufroy), Abbot"
2382,Liborii,"Liborius, Confessor and Bishop of Lemans"
4330,Licinii,"Licinius, Confessor, Bishop of Angers"
2691,Lini,"Linus, Bishop of Rome"
2614,Lucae,"Luke, Evangelist"
1945,"Lucae,8",In week after Luke
2615,Lucani,"Lucanus of Gascony, Martyr"
2743,Luciae,"Lucy (Lucia), Virgin Martyr"
2548,"Luciae, Germiniani","Lucy and Germinianus, Martyrs"
1946,"Luciae,8",In week after Lucy
2616,Luciani et Soc.,"Lucianus and Companions, Martyrs"
2224,Ludgeri,"Ludger (Liudger), First Bishop of Muenster"
2549,Ludmillae,"Ludmilla, Matron and Martyr"
2480,Ludovici,"Louis IX, King of France"
2481,Ludovici Toul.,"Louis, Bishop of Toulouse"
2550,Lupi,"Lupus (Leu), Bishop of Sens"
2617,Lupi Bajocensis,"Lupus, Bishop of Bayeux"
4570,Lutgardae,"Lutgard, Virgin, Mystic, Cistercian Order"
2149,Macarii,"Macarius the Elder, Hermit"
2482,Machabaeorum,"Holy Maccabees, Martyrs"
2692,Maclovii,"Maclovius (Malo, Maclou, Machut, Maclow, Maloù, Mac'h Low, Maglovius, Machutus), Bishop of Aleth"
2385,Madelgari,"Vincent (ne Madelgar), Abbot"
2618,Maglorii,"Magloire (Maelor), Bishop of Dol"
2551,Magni,"Magnus, ""Apostle"" of Bavaria"
4332,Malachiae,"Malachy, Bishop at Armagh, Ireland"
2281,Mamerti,"Mamertus, Bishop of Vienne"
2552,Marcelli,"Marcellus, Martyr"
1947,"Marcelli Parisien.,8",In week after Marcellus of Paris
2693,Marcelli Parisiensis,"Marcellus, Bishop of Paris"
2619,"Marcelli, Apuleii","Marcellus and Apulejus, Martyrs"
2150,"Marcelli, Pont.","Marcellus I, Pope and Martyr"
2336,"Marcellini, Petri","Marcellinus and Peter, Martyrs"
2243,Marci,"Mark, Evangelist"
2337,"Marci, Marcellini","Mark and Marcellian, Martyrs"
2620,"Marci, Pont.","Mark, Pope"
4479,"Marci,8","In week after Mark, Evangelist"
2386,Margaritae,"Margaret (Marina), Virgin Martyr"
4333,Margaritae Cortonensis,"Margaret of Cortona, penitent (canonized in 1728)"
2244,Mariae Aegyptiacae,"Mary the Egyptian, Penitent"
1948,"Mariae Mag.,8",In week after Mary Magdalene
2151,"Marii, Marthae","Marius, Martha, et al., Martyrs"
2388,Marinae,"Marina, Virgin"
1949,Mart. sive Conf. TP,"Common of Martyrs or Confessors, Eastertide"
2389,Marthae,"Martha, Virgin"
2390,"Martialis, Apost.","Martial, ""Apostle"" of Limoges"
2338,"Martialis, Epi.","Martial, Bishop of Limoges"
2940,Martinae,"Martina, Virgin Martyr (said to have been beheaded in Rome under Emperor Alexander Severus, 1 January 228)"
2694,Martini,"Martin, Bishop of Tours"
4572,Martini Archiepiscopi Bracharensis,"Martin, Bishop of Braga"
2941,"Martini, Pont.","Martin I, Pope"
1950,"Martini,8",In week after Martin
2553,Materni,"Maternus, Bishop of Cologne"
2555,Matthaei,"Matthew, Apostle and Evangelist"
1951,"Matthaei,8",In week after Matthew
2195,Matthiae,"Matthias, Apostle"
2695,Maturini,"Maturin, Priest of Larchant (Sens)"
2152,Mauri,"Maurus, Abbot"
1952,"Mauri,8",In week after Maurus
2556,Maurilii,"Maurilius, Bishop of Angers"
2557,Mauritii,"Maurice and Companions, Martyrs"
2696,Maxellendis,"Maxellendis, Virgin Martyr"
2621,Maximiliani,"Maximilian, Bishop of Lorch"
2282,Maximini,"Maximinus, Bishop of Trier"
2339,Medardi,"Medard, Bishop of Vermandois"
2484,Mederici,"Medericus (Merry), Abbot"
2153,Meginrati,"Meinrad, Hermit of Einsiedeln"
2622,Melori,"Melorus (Melar, Mylor), Martyr"
2697,Mennae,"Mennas, Martyr"
2196,Milburgae,"Milburga, Abbess of Wenlock"
2391,Mildrithae,"Mildred, Abbess of Minster-in-Thanet"
2623,Miniatis,"Minias, Martyr"
2197,Modesti,"Modestus, Martyr"
2283,Monicae,"Monica, Mother of Augustine"
2392,"Mustiolae, Irenaei","Mustiola and Irenaeus, Martyrs"
2624,Narcissi,"Narcissus, Bishop of Gerona"
1953,"Nat. Innocentium,8",In week after Holy Innocents
1954,"Nativitas Domini,8",In week after Christmas
1955,"Nativitas Mariae,8",In week after Birthday of Mary
2393,"Nazarii, Celsi","Nazarius and Celsus, Martyrs"
4346,"Nerei, Achillei","Nereus and Achilleus, Roman Martyrs"
2746,Nicasii,"Nicasius, Bishop Martyr of Reims"
2625,Nicasii et Soc.,"Nicasius of Rouen, alleged Bishop of Rouen"
2747,Nicolai,"Nicholas of Bari, Bishop of Myra"
4347,Nicolai Pici et sociorum,"Nicholas Pieck (Nicolaus Picus) and 18 companions, Martyrs"
1956,"Nicolai,8",In week after Nicholas
2560,Nicomedis,"Nicomedes, Martyr"
2561,"Nicomedis, Valeriani","Nicomedes and Valerianus, Martyrs"
4546,Nominis BMV,"The Holy Name of Mary, celebrated on the Sunday after the Nativity of Mary"
2394,"Oct. Apost, Die 3",The third day after the Octave of Peter and Paul
1957,"Oct. Apostolorum,8",In week after Octave of Peter and Paul
4480,"Oct. Joannis, Pauli",Octave of John and Paul
2626,"Oct. Justinae, Cypr.",Octave of Justina and Cyprian
2699,Oct. Marcel. Paris.,"Octave of Marcellus, Bishop of Paris"
2284,"Oct. Philippi,Jacobi","Octave of Philip and James, Apostles"
2627,Octava Dionysii,"Octave of Denis, Bishop of Paris"
2628,Octava Galli,"Octave of Gall, Hermit"
1962,"Octava Nat. Domini,8",In week after Octave of Christmas
1964,"Octava Paschae,8",In 2nd week after Easter
2161,Octava Thomae Cant.,"Octave of Thomas Becket, Bishop of Canterbury"
2752,Odiliae,"Odilia (Ottilia), Abbess"
2403,Olavi,"Olaf of Norway, King and Martyr"
1967,"Omnium Sanctorum,8",In week after All Saints' Day
2630,Opilii,"Opilius, Deacon"
2248,Opportunae,"Opportuna, Virgin and Abbess"
1968,"Ordin. Gregorii,8",In week after Gregory's Ordination
4349,Ordinatio Zenonis,"Ordination of Zeno, Bishop of Verona"
2286,Orientii,"Orientius (Orens), Bishop"
2201,"Oswaldi, Epi.","Oswald, Bishop of Worcester"
2492,"Oswaldi, Reg.","Oswald, King of Northumbria"
2703,Othmari,"Othmar (Audemar), Abbot"
2287,Pancratii et Soc.,"Pancras and Companions, Martyrs"
2404,Pantaleonis,"Pantaleon (Panteleimon), Martyr"
4541,Paschalis Baylon,"Pascual Baylón, Confessor"
4605,Passio Ragnulfi,"Passion of Ragnulf (Rainulf, Renon), Martyr, father of Hadulf (Bishop of Arras)"
2632,Patriarcharum,"Abraham, Isaac and Jacob"
2162,Paulae,"Paula, Widow"
2343,Pauli,"Paul, Apostle"
1970,"Pauli,8",In week after Paul (Apostle)
2494,Paulini,"Paulinus, Bishop of Trier"
2633,Paulini Ebor.,"Paulinus, Archbishop of York"
1971,"Paulini Ebor.,8",In week after Paulinus of York
2344,Paulini Nolansis,"Paulinus, Bishop of Nola"
2495,Pelagii,"Pelagius, Martyr"
2753,Perpetui,"Perpetuus, Bishop of Tours"
2345,Petri,"Peter, Apostle"
2634,Petri Alcantarae,"Peter of Alcantara, Founder"
4574,Petri Gundisalvi,"Peter González, Dominican friar"
4573,Petri Regalati,"Peter Regalado, Franciscan friar"
4560,Petri de Rates,"Peter de Rates, reputed first Bishop of Braga"
4535,Petri de Tarentasia,"Peter II of Tarentaise, Archbishop"
2249,"Petri, Mart.","Peter the Martyr, Dominican Friar and Priest"
2346,"Petri, Pauli","Peter and Paul, Apostles"
1972,"Petri, Pauli,8",In week after Peter and Paul
1973,"Petri,8",In week after Peter (Apostle)
2288,Petronillae,"Petronilla, Virgin"
2496,Philiberti,"Philibert, Abbot"
4365,Philippi Benitii,"Philip Benitius (Filippo Benizzi), Confessor"
4366,Philippi Nerii,"Philip Neri, Confessor, Apostle of Rome and founder of the ""Oratory"""
2289,"Philippi, Jacobi","Philip and James, Apostles"
1974,"Philippi, Jacobi,8",In week after Philip and James
4525,Photini Episc. et soc.,"Photinus (Pothinus), First Bishop of Lyons"
4494,Piati,"Piatus of Tournai (Piat de Seclin, Piaton, Platon, Piato), Martyr"
2704,Pirmini,"Pirminus, Abbot and Bishop"
4200,Placidi et Soc.,"Placidus and Companions, Martyrs (Placidus, Eutychius, Victorinus, Flavia, and 30 companions)"
2164,Polycarpi,"Polycarp, Bishop of Smyrna, Martyr"
2165,Pontiani,"Pontianus, Martyr at Spoleto"
4201,"Pontiani, Pont.","Pontianus, Pope and Martyr"
2290,Pontii,"Pontius, Martyr"
4367,Potentianae virginis,"Potentiana, Virgin (sepulchre found at Villanueva, Spain)"
2166,Praejecti,"Praejectus (Prix), Bishop Martyr"
2405,Praxedis,"Praxedes, Virgin"
2347,"Primi, Feliciani","Primus and Felician, Martyrs"
2167,Priscae,"Prisca, Virgin Martyr"
2566,Prisci,"Priscus, Bishop of Capua"
4376,Pro iter agentibus,"Chants for travellers, pilgrims"
2635,"Probi, Tarachi","Probus and Tarachus, Martyrs"
2406,"Processi, Martiniani","Processus and Martinian, Martyrs"
4390,Procopii Sázaviensis,"Procopius of Sázava, Abbot, Confessor, canonized 1204"
4610,Procopii megalomartyris,"Procopius Megalomartyr, Procopius of Scythopolis, martyr of Caesarea of Palestine, the ascete and Roman general"
2771,Prosperi,"Prosper, Confessor, Bishop of Reggio in Emilia"
2567,"Proti, Hiacinthi","Protus and Hyacinth, Martyrs"
2291,"Pudentianae,Pudentis","Pudentiana and Pudens, Martyrs"
2096,Purificatio Mariae TP,"Purification of Mary, Eastertide"
4487,"Purificatio Mariae, Vigilia",Eve of Purification of Mary
1976,"Purificatio Mariae,8",In week after Purification of Mary
1977,Q.T. Adventus,"Ember Days, Advent"
4391,Q.T. Quadragesimae,"Ember Days, Lent"
2568,Quattuor Virginum,"Euphemia, Dorothea, Thecla, and Erasma, Virgin Martyrs"
4392,Quinque fratrum,"Five Brothers (Christian, Benedict, John, Matthew, Isaac; Camaldolese order)"
2636,Quintini,"Quintinus (Quentin), Martyr"
4393,Quirini,"Quirinus, Bishop of Siscia (Sissek)"
2497,Radegundis,"Radegund, Matron"
2637,Ragenfredis,"Ragenfredis, Canoness"
2292,Ragnulfi,"Ragnulf (Rainulf, Renon), Martyr, father of Hadulf (Bishop of Arras)"
2638,"Raphaelis, Archang.",Raphael the Archangel
4496,Reguli Silvanecti,"Regulus of Senlis (Rieule), Confessor, Bishop of Senlis"
4495,"Reguli Silvanecti, transl.",Moving of Regulus of Senlis's relics 
1979,"Relatio Vedasti,8",In week after Return of Vaast
1980,"Reliquiarum,8",In week after Feast of Relics
2570,Remacli,"Remaclus, Bishop"
2639,Remigii,"Remigius (Remi), Bishop of Reims"
2168,"Remigii, Hilarii","Remigius, Bishop of Reims, Confessor & Hilary, Bishop of Poitiers, Doctor"
2640,Richarii,"Richarius (Riquier), Abbot"
2293,Rictrudis,"Rictrudis, Widow"
2250,Roberti,"Robert of Molesmes, Abbot"
2498,Rocho,"Rochus (Roche, Roch), Confessor"
2499,Romani,"Romanus, Martyr"
2707,Romani Antiochiae,"Romanus of Antioch, Martyr"
2500,Rufi,"Rufus, Bishop"
2408,"Rufinae, Secundae","Rufina and Secunda, Virgin Martyrs"
2571,Ruperti,"Rupert (Rubert), Bishop"
4395,Ruperti Salisburgii,"Rupert (Rubert) of Salzburg, Bishop"
2755,Sabae,"Sabas, Abbot"
1984,Sabb. Hebd. 1 Quad.,"Saturday, 1st week, Lent"
1986,Sabb. Hebd. 2 Quad.,"Saturday, 2nd week, Lent"
1985,Sabb. Hebd. 2 p. Ep.,"Saturday, 2nd week after Epiphany"
1988,Sabb. Hebd. 3 Quad.,"Saturday, 3rd week, Lent"
1987,Sabb. Hebd. 3 p. Ep.,"Saturday, 3rd week after Epiphany"
1990,Sabb. Hebd. 4 Quad.,"Saturday, 4th week, Lent"
1989,Sabb. Hebd. 4 p. Ep.,"Saturday, 4th week after Epiphany"
4396,Sabb. Hebd. 5 p.Ep.,"Saturday, 5th week after Epiphany"
1996,Sabb. Q.T. Adventus,"Ember Day, Advent (Saturday)"
1983,Sabb. de Passione,"Saturday, 5th week, Lent"
1992,Sabb. p. Epiphaniam,"Saturday, 1st week after Epiphany"
1994,Sabb. p. Oct. Asc.,"Saturday, after the Octave of Ascension"
1995,Sabb. p. Oct. Pasch.,"Saturday, 2nd week after Easter"
2001,Sabbato 3 p. Pascha,"Saturday, 3rd week after Easter"
2002,Sabbato 4 p. Pascha,"Saturday, 4th week after Easter"
2003,Sabbato 5 p. Pascha,"Saturday, 6th week after Easter"
2004,Sabbato Hebd. 1 Adv.,"Saturday, 1st week, Advent"
2005,Sabbato Hebd. 2 Adv.,"Saturday, 2nd week, Advent"
2006,Sabbato Hebd. 3 Adv.,"Saturday, 3rd week, Advent"
2007,Sabbato Hebd. 4 Adv.,"Saturday, 4th week, Advent"
4398,Sabbato Q.T. Pent.,"Ember Day, Pentecost (Saturday)"
2013,Sabbato Q.T. Sept.,"Ember Day, September (Saturday)"
2015,Sabbato TP,"Saturdays, Eastertide"
2011,Sabbato per annum,"Saturdays, Ferial Office"
2501,Sabinae,"Sabina, Martyr"
2169,Sabini,"Sabinus, Bishop of Piacenza"
4577,"Sabiniani, Potentiani","Sabinianus (Savinien) and Potentianus (Potentien), Bishops of Sens"
4575,Sacratissimi Cordis Jesu,"Most Sacred Heart of Jesus, on Friday after the second Sunday after Pentecost"
4486,"Salvii, Epi.","Salvius, Bishop of Albi"
2409,Samsonis,"Samson, Bishop of Dol"
