id,name,feast_code
4314,Francisci de Paola,14040220
2229,Ambrosii,14040400
2230,Ambrosii TP,14040480
2256,Waldetrudis,14040900
2236,Hugonis,14040910
2237,Hugonis TP,14040980
2235,Guthlaci,14041100
2774,Zenonis,14041200
4582,Victoris Bracharensis,14041210
2252,"Tiburtii, Valeriani, Maximi",14041400
4574,Petri Gundisalvi,14041410
4285,Commem. Francisci,14041600
4558,Fructuosi Archiepiscopi Bracharensis,14041610
4367,Potentianae virginis,14041700
4578,Stephani Abbatis,14041710
2241,"Leonis, Pont.",14041900
2242,"Leonis, Pont., Quad.",14041910
4617,Alphegi,14041920
2251,"Sulpitii, Serviliani",14042000
4174,Anselmi,14042100
2239,Inventio Dionysii,14042200
2248,Opportunae,14042210
2234,Georgii,14042300
2228,Adalberti,14042310
2092,"Adalberti,8",14042318
2232,Egberti,14042400
2240,Ivonis,14042410
2231,Depositio Ludgeri,14042420
2243,Marci,14042500
4479,"Marci,8",14042508
4180,BMV de Bono Consilio,14042600
4560,Petri de Rates,14042610
4562,Franchae,14042700
2255,"Vitalis, Valeriae",14042800
2254,Transl. Petri Alcan.,14042810
2253,Transl. Lamberti,14042820
2249,"Petri, Mart.",14042900
2250,Roberti,14042910
4277,Catharinae Senensis,14042920
2246,Octava Georgii,14043000
2233,Eutropii,14043010
2245,Oct. Adalberti,14043020
4424,"Vigilia Philippi, Jacobi",14043030
4496,Reguli Silvanecti,14043040
2289,"Philippi, Jacobi",14050100
1974,"Philippi, Jacobi,8",14050108
2286,Orientii,14050120
2258,Amatoris,14050130
2295,Sigismundi,14050140
2303,Transl. Walburgae,14050150
2260,Athanasii,14050200
2267,Elev. Elis. Hung.,14050210
1703,"Elev. Elis. Hung.,8",14050218
2310,Wiboradae,14050220
4331,Mafaldae Reginae,14050230
2276,Inventio Crucis,14050300
1934,"Inventio Crucis,8",14050308
2257,Alexandri et sociorum,14050310
2279,Juvenalis,14050320
2270,Floriani,14050400
2273,Godehardi,14050410
2278,Judae Quiriaci,14050420
4616,De corona domini,14050430
2283,Monicae,14050440
4585,"Vincentii, transl. in Brachara",14050450
4318,Hilarii Arelatensis,14050500
4528,"Augustini, conv.",14050510
2277,Joannis Port. Lat.,14050600
2300,Transl. Stephani,14050700
2296,Stanislai,14050710
2259,Appar. Michaelis,14050800
2306,Victoris Mauri,14050810
4535,Petri de Tarentasia,14050820
2284,"Oct. Philippi,Jacobi",14050830
2307,Wironi,14050840
2299,Transl. Nicolai,14050900
2274,"Gordiani, Epimachi",14051000
4177,Antonini Episcopi,14051010
2281,Mamerti,14051100
2271,Gangulfi,14051110
2309,Octava Floriani,14051120
2293,Rictrudis,14051200
2287,Pancratii et Soc.,14051210
2297,Subventio Martini,14051220
2298,Transl. Mauritii,14051230
4346,"Nerei, Achillei",14051240
2294,Servatii,14051300
4454,In dedicatione S. Mariae,14051310
4566,"Basilicae BMV de Martyribus Ulyssipponensis, in dedicatione",14051320
4573,Petri Regalati,14051330
2290,Pontii,14051400
2302,Transl. Udalrici,14051410
2265,Coronae,14051420
2269,Euticii,14051500
4203,Ruperti Bingensis,14051510
4441,Translatio Wigberti,14051520
2301,Transl. Syri,14051700
4534,"Bernardini Senensis, transl.",14051710
4541,Paschalis Baylon,14051720
2268,Erici,14051800
2275,Hadulfi,14051900
2291,"Pudentianae,Pudentis",14051910
2266,Dunstani,14051920
4538,Ivonis de Kermartin,14051930
2285,Octava Servatii,14052000
4266,Bernardini Senensis,14052010
4497,Desiderii Lingon,14052300
2099,Transl. Dominici,14052400
2308,Zenobii,14052500
2305,Urbani,14052510
2304,Tres Mariae,14052520
4412,Transl. Francisci,14052530
2262,Bedae,14052600
2261,Augustini Cant.,14052610
4366,Philippi Nerii,14052620
2292,Ragnulfi,14052700
2272,Germani Parisien.,14052800
2264,Carauni,14052810
2282,Maximini,14052900
4191,"Felicis, Pont.",14053000
2263,Cantiorum,14053100
2288,Petronillae,14053110
4173,Angelae Mericiae,14053120
4394,Reginae Mariae,14053130
2342,Ordinatio Oswaldi,14060100
4273,"Caprasii, Abb.",14060110
2336,"Marcellini, Petri",14060200
4525,Photini Episc. et soc.,14060210
2323,Erasmi,14060300
4526,Chlotildis Regina,14060310
4313,Francisci Carracciolo,14060400
4393,Quirini,14060410
2318,Bonifacii,14060500
2352,Transl. Wulstani,14060700
2335,LOCAL:Transl. Serva.,14060710
2339,Medardi,14060800
2347,"Primi, Feliciani",14060900
2331,Landerici,14061000
2315,Barnabae,14061100
2316,Basilidis et Soc.,14061200
2354,Victorini Assisiensis,14061210
2324,Eskilli,14061220
2313,Antonii Patavini,14061300
2317,"Basilii, Doct.",14061400
2322,Elisei,14061410
1706,"Elisei,8",14061418
4430,Viti et sociorum,14061500
2084,"Viti,8",14061508
2330,Landelini,14061520
2321,Eadburgae,14061530
2319,"Constantini, Peregr.",14061540
2320,Cyrici,14061600
1553,"Cyrici,8",14061608
4326,Joannis Francisci Regis,14061610
4570,Lutgardae,14061620
2349,Transl. Aichardi,14061700
4270,Botulphi,14061710
4489,Aviti,14061720
2337,"Marci, Marcellini",14061800
2326,"Gervasii, Protasii",14061900
2325,"Georgii, Adalberti",14062000
2348,"Edwardi, Mart., transl.",14062010
2312,"Albani, Mart.",14062100
2333,Leutfredi,14062110
4170,Aloisii Gonzagae,14062120
2344,Paulini Nolansis,14062200
2311,Acacii et sociorum,14062220
2341,Octava Viti,14062230
4290,Decem Millium Martyrum,14062240
2355,Vig. Joannis Bapt.,14062300
2340,Octava Cyrici,14062310
2327,Joannis Baptistae,14062400
1672,Dom. p. Jo. Bapt.,14062401
1938,"Joannis Baptistae,8",14062408
2350,Transl. Eligii,14062500
2351,Transl. Lebuini,14062510
2771,Prosperi,14062520
2328,"Joannis, Pauli",14062600
2314,Baboleni,14062610
4426,Vigilii,14062620
2329,Ladislai,14062700
2334,LOCAL:Sept.Dorm.Eph.,14062710
2353,Victoria Pauli,14062720
4182,BMV de Perpetuo Succursu,14062730
2332,Leonis,14062800
2357,"Vigilia Petri, Pauli",14062810
2356,Vigilia Petri,14062820
2346,"Petri, Pauli",14062900
1660,Dom. inf. Oct.Apost.,14062901
1972,"Petri, Pauli,8",14062908
2345,Petri,14062910
1973,"Petri,8",14062918
2343,Pauli,14063000
1970,"Pauli,8",14063008
2338,"Martialis, Epi.",14063010
2397,Octava Joannis Bapt.,14070100
4202,Pretiosissimi Sanguinis,14070110
2428,Visitatio Mariae,14070200
2083,"Visitatio Mariae,8",14070208
2406,"Processi, Martiniani",14070210
2422,Transl. Thomae,14070300
2392,"Mustiolae, Irenaei",14070310
4480,"Oct. Joannis, Pauli",14070320
2420,Transl. Martini,14070400
2369,Decoll. Antonini,14070410
2425,Udalrici,14070420
2078,"Udalrici,8",14070428
4390,Procopii Sázaviensis,14070430
4176,Antonii Mariae Zaccaria,14070500
2396,Octava Apostolorum,14070600
1957,"Oct. Apostolorum,8",14070608
2374,Goaris,14070610
2417,Transl. Gudulae,14070620
2399,Octava Martialis,14070630
4507,Joannis de Husinec,14070640
2431,Willibaldi,14070700
2423,Transl. Thomae Cant.,14070710
2421,Transl. Servatii,14070720
2433,Vig. Kiliani et Soc.,14070730
4490,"Claudii commentariensis, Symphoriani, Nicostrati et sociorum",14070740
2390,"Martialis, Apost.",14070800
2381,Kiliani et Soc.,14070810
2394,"Oct. Apost, Die 3",14070820
2854,Elisabeth Reginae Portugalliae,14070830
4610,Procopii megalomartyris,14070840
2395,Oct.Visitatio Mariae,14070900
2418,Transl. Justae,14070910
4347,Nicolai Pici et sociorum,14070920
4539,Purissimi cordis de BMV,14070930
2411,Septem Fratrum,14071000
2408,"Rufinae, Secundae",14071010
2416,Transl. Benedicti,14071100
2074,"Transl. Benedicti,8",14071108
2402,Octava Udalrici,14071110
2377,"Hermagorae,Fortunati",14071200
1919,"Hermagorae, Fort.,8",14071208
4196,Henrici Imperatoris,14071300
2391,Mildrithae,14071310
4491,Turiani,14071320
2385,Madelgari,14071400
2427,Vig. Relatio Vedasti,14071410
4184,Bonaventurae,14071420
2407,Relatio Vedasti,14071500
1679,Dom. p. Rel. Ved.,14071501
1979,"Relatio Vedasti,8",14071508
2370,Divisio Apostolorum,14071510
2413,Swithuni,14071520
2432,"Zoerardi, Benedicti",14071600
4268,BMV de Monte Carmelo,14071610
2361,Alexis,14071700
2380,Kenelmi,14071710
2388,Marinae,14071720
4580,Triumphi Sanctae Crucis apud Navas Tolosae,14071730
4501,Justae et Rufinae,14071730
2401,Octava Tr. Benedicti,14071800
2364,Arnulfi Metensis,14071810
4551,Camilli de Lellis,14071820
2383,"LOCAL:Annae,Zutfania",14071900
2429,Vulmari,14072000
2386,Margaritae,14072010
2371,Eliae,14072020
1704,"Eliae,8",14072028
2405,Praxedis,14072100
2426,Victoris et Soc.,14072110
4613,Arbogasti Argentoratensis,14072120
2387,Mariae Magdalenae,14072200
1673,Dom. p. Mariae Mag.,14072201
1948,"Mariae Mag.,8",14072208
2400,Octava Rel. Vedasti,14072210
2430,Wandregisili,14072220
2382,Liborii,14072300
2379,Joannis Cassiani,14072310
2363,Apollinaris,14072320
2424,Transl. Trium Regum,14072330
2366,Christinae,14072400
4421,Vigilia Jacobi,14072410
2378,Jacobi,14072500
1671,Dom. p. Jacobi,14072501
1937,"Jacobi,8",14072508
2367,Christophori,14072510
2414,"Tr. Germani, Juliani",14072520
2368,Cucuphatis,14072530
2415,Tr. Marcelli Paris.,14072600
2362,Annae,14072610
2384,LOCAL:Tr.Trium Regum,14072620
2404,Pantaleonis,14072700
2410,Sept. Dorm. Eph.,14072710
2419,Transl. Karoli Magni,14072720
2393,"Nazarii, Celsi",14072800
2409,Samsonis,14072810
2365,Botuidi,14072820
2372,Felicis,14072900
2398,Octava Mariae Mag.,14072910
2412,Simplicii et Soc.,14072920
2389,Marthae,14072930
2403,Olavi,14072940
2360,"Abdonis, Sennis",14073000
2373,Germani,14073100
2375,Helenae Schedviensis,14073110
2515,Vincula Petri,14080100
2082,"Vincula Petri,8",14080108
2490,Octava Jacobi,14080110
2482,Machabaeorum,14080120
2458,Ethelwoldi,14080130
2463,Fidei et Soc.,14080140
2503,"Stephani, Pont.",14080200
4171,Alphonsi Mariae de Ligorio,14080210
2473,Inventio Stephani,14080300
2507,Tertullini,14080400
2434,Adventus Walburgae,14080410
4414,Transl. Valentini Epi.,14080420
4474,Dominici,14080430
4475,"Dominici,8",14080438
2435,Afrae,14080500
2492,"Oswaldi, Reg.",14080510
2483,Mariae ad Nives,14080520
4527,"Aemigdii, Episc. et Martyr",14080530
2510,Transfiguratio Dom.,14080600
2502,Sixti,14080610
2462,"Felicissimi, Agapiti",14080620
4568,"Justi, Pastoris",14080630
2457,Donati,14080700
2478,LOCAL:Afrae,14080710
2437,Alberti,14080720
2447,Cyriaci et Soc.,14080800
2476,Justini,14080810
2499,Romani,14080900
2514,Vigilia Laurentii,14080910
2464,"Firmi, Rustici",14080920
2477,Laurentii,14081000
1943,"Laurentii,8",14081008
2508,"Tiburtii, Susannae",14081100
2465,Gaugerici,14081110
1670,Dom. p. Gaugerici,14081111
1889,"Gaugerici,8",14081118
2448,De corona spinea,14081120
2506,Taurini,14081130
4542,Tiburtii (filius Chromatii),14081140
2445,Clarae,14081200
2459,"Eupli, Leucii",14081210
2485,Octava Afrae,14081220
2470,Hilariae et Soc.,14081230
2471,Hippolyti,14081300
2497,Radegundis,14081310
2795,Wigberti,14081320
2460,Eusebii,14081400
2513,Vig. Assump. Mariae,14081410
2439,Assumptio Mariae,14081500
1666,Dom. p. Assumptionem,14081501
1491,"Assumptio Mariae,8",14081508
2438,Arnulfi,14081600
2466,Gemmae,14081610
2450,Die 2 p. Assump.,14081620
2493,Passio Laurentiae,14081630
2498,Rocho,14081640
2479,LOCAL:Annae,14081650
4553,Aredii Nivernensis,14081660
2491,Octava Laurentii,14081700
2512,Transl. Justinae,14081710
2451,Die 3 p. Assump.,14081720
2436,Agapiti,14081800
1482,"Agapiti,8",14081808
2489,Octava Gaugerici,14081810
2452,Die 4 p. Assump.,14081820
2468,Helenae,14081830
2481,Ludovici Toul.,14081900
2453,Die 5 p. Assump.,14081910
4418,Vig. Stephani Reg.,14081920
2496,Philiberti,14082000
2444,Bernardi,14082010
1495,"Bernardi,8",14082018
2454,Die 6 p. Assump.,14082020
2504,"Stephani, Reg.",14082030
2455,Die 7 p. Assump.,14082100
2505,Symphoriani,14082200
2487,Octava Assumptionis,14082210
2509,"Timothei, Apollinaris",14082300
4365,Philippi Benitii,14082310
4419,Vigilia Bartholomaei,14082320
2443,Bartholomaei,14082400
2440,Audoeni,14082410
4408,Transl. Candidi,14082420
4554,Aureae Ostiensis,14082430
2480,Ludovici,14082500
2472,Hunegundis,14082510
2486,Octava Agapiti,14082520
2467,Genesii,14082530
4511,"Geruntii Italicensis, Epi.",14082540
4537,Caesarii Arelatensis,14082700
2441,Augustini,14082800
1492,"Augustini,8",14082808
2474,Juliani,14082810
2500,Rufi,14082820
2469,Hermetis,14082830
2495,Pelagii,14082840
2442,Balbinae,14082850
2475,"Juliani, Hermetis",14082860
2449,Decoll. Jo. Bapt.,14082900
2501,Sabinae,14082910
2484,Mederici,14082920
2461,"Felicis, Adaucti",14083000
4269,Bononii,14083010
2511,Transl. Hadulfi,14083100
2494,Paulini,14083110
2446,Cuthburgae,14083120
2488,Octava Bartholomaei,14083130
2517,Aegidii,14090100
2550,Lupi,14090110
2566,Prisci,14090120
2577,Verenae,14090130
2528,Duodecim Fratrum,14090140
2542,"Justi, Epi.",14090150
4324,Isabelle,14090160
2519,Antonini,14090200
2527,Depositio Emerici,14090210
2570,Remacli,14090300
2565,Ordin. Gregorii,14090310
1968,"Ordin. Gregorii,8",14090318
2562,Octava Augustini,14090400
2575,Transl. Cuthberti,14090410
2552,Marcelli,14090420
2578,"Victorini, Mart.",14090500
2540,Humberti,14090600
2551,Magni,14090610
2533,Evurtii,14090700
2579,Vigilia Nat. Mariae,14090710
2521,Chlodoaldi,14090720
2559,Nativitas Mariae,14090800
1676,Dom. p. Nat. Mariae,14090801
1955,"Nativitas Mariae,8",14090808
2576,Transl. Egwini,14090810
4546,Nominis BMV,14090811
2524,Corbiniani,14090820
2546,LOCAL:Adriani,14090830
4188,Disibodi,14090840
2538,Gorgonii,14090900
2574,Tr. Kunegundis,14090910
2520,Audomari,14090920
2516,Adriani,14091000
4406,Theodardi,14091010
4486,"Salvii, Epi.",14091020
2567,"Proti, Hiacinthi",14091100
2535,"Felicis, Regulae",14091110
3014,Sanctissimi Nominis BMV,14091200
2556,Maurilii,14091300
2534,Exaltatio Crucis,14091400
1708,"Exalt. Crucis,8",14091408
2569,Reliquiarum,14091500
1980,"Reliquiarum,8",14091508
2564,Octava Nat. Mariae,14091510
2518,Aichardi,14091520
2560,Nicomedis,14091530
2561,"Nicomedis, Valeriani",14091540
2554,Matris dolorosae,14091550
4584,"Vincentii, transl.",14091560
2525,"Cornelii, Cypriani",14091600
2532,Euphemiae,14091610
2548,"Luciae, Germiniani",14091620
2549,Ludmillae,14091630
4293,Edithae,14091640
4458,Dom. infra oct. Edithae,14091641
4294,"Edithae,8",14091648
2544,Lamberti,14091700
4540,Hildegardis Bingensis,14091701
1942,"Lamberti,8",14091708
2572,Stig. Francisci,14091710
2541,Januarii,14091900
2553,Materni,14091910
2568,Quattuor Virginum,14091920
2530,Elevatio Amandi,14092000
4476,Eustachii,14092010
3044,Vigilia Matthaei,14092020
2555,Matthaei,14092100
1951,"Matthaei,8",14092108
2557,Mauritii,14092200
2531,Emmerami,14092210
2573,Theclae,14092300
4322,"Clarae, inventio",14092310
2529,Elevat. Gaugerici,14092400
2563,Octava Lamberti,14092410
2571,Ruperti,14092420
2523,Conceptio Jo. Bapt.,14092430
2537,Gerardi,14092440
2536,Firmini,14092500
1887,"Firmini,8",14092508
2522,Cleophae,14092510
2543,"Justinae, Cypriani",14092600
1940,"Justinae, Cypriani,8",14092608
2526,"Cosmae, Damiani",14092700
2581,Transl. Stanislai,14092710
2580,Wenceslai,14092800
4434,"Wenceslai,8",14092808
2547,LOCAL:Hieronimi,14092810
2558,Michaelis,14092900
2539,Hieronimi,14093000
1920,"Hieronimi,8",14093008
2545,Leopardi,14093010
2639,Remigii,14100100
2603,"Germani, Vedasti",14100110
2622,Melori,14100120
4494,Piati,14100130
4608,Bavonis,14100140
2611,Leodegarii,14100200
2641,Sereni,14100210
2584,Angeli Custodis,14100220
2626,"Oct. Justinae, Cypr.",14100300
2613,"LOCAL:Sulpit.,Sever.",14100310
2650,Transl. Ludgeri,14100320
4320,In transitu Francisci,14100330
4409,Transl. Clarae,14100340
2599,Francisci,14100400
1888,"Francisci,8",14100408
2585,Aureae,14100410
4599,"Jacobi, miracula",14100420
2652,Transl. Vedasti,14100500
1680,Dom. p. Tr. Vedasti,14100501
2077,"Transl. Vedasti,8",14100508
4200,Placidi et Soc.,14100510
4348,Oct. Wenceslai,14100520
2597,Fidis,14100600
4536,Brunonis Abbatis,14100610
2620,"Marci, Pont.",14100700
2619,"Marcelli, Apuleii",14100710
2653,Transl. Wolfgangi,14100720
4179,BMV a Rosario,14100730
2637,Ragenfredis,14100800
2586,Benedictae,14100810
2642,"Sergii, Bacchi",14100820
2651,Transl. Oswaldi,14100830
2075,"Transl. Oswaldi,8",14100838
2587,Birgittae,14100840
2594,Demetrii,14100850
4325,Iwigii,14100860
2595,Dionysii,14100900
1580,"Dionysii,8",14100908
2604,Gisleni,14100910
2640,Richarii,14100920
2632,Patriarcharum,14100930
2602,Gereonis et Soc.,14101000
2633,Paulini Ebor.,14101010
1971,"Paulini Ebor.,8",14101018
2605,Gratiarum Actionis,14101020
4193,Francisci Borgiae,14101030
2655,Venantii,14101100
2635,"Probi, Tarachi",14101110
2647,Transl. Augustini,14101120
2625,Nicasii et Soc.,14101130
4556,Canici,14101140
2630,Opilii,14101200
2629,Octava Tr. Vedasti,14101210
2621,Maximiliani,14101220
2657,Wilfridi,14101230
2601,Geraldi,14101300
2596,Donatiani,14101310
2589,Colomanni,14101320
2648,"Edwardi, Conf.",14101330
2593,"Dedic. S.Salv., Mar.",14101340
2646,Simperti,14101350
2588,Callisti,14101400
2660,Burchardi,14101410
4439,Fortunatae et sociorum,14101420
4440,"Fortunatae et sociorum,8",14101428
4405,Teresiae Avilensis,14101500
4614,Aureliae Argentoratensis,14101510
2600,Galli,14101600
4194,"Galli,8",14101608
2627,Octava Dionysii,14101610
2616,Luciani et Soc.,14101620
2592,Ded.Mont.S.Michaelis,14101630
2606,Hedwigis,14101640
2614,Lucae,14101800
1945,"Lucae,8",14101808
2610,Justi,14101810
2607,Herblandi,14101820
2583,Amati,14101900
2609,Januarii et Soc.,14101910
2634,Petri Alcantarae,14101920
4577,"Sabiniani, Potentiani",14101930
4274,"Caprasii, Mart.",14102000
4565,Irenes,14102010
2659,XI milium Virginum,14102100
2654,Ursulae,14102110
2608,Hilarionis,14102120
2643,"Severi, Epi.",14102200
4571,Mariae Salome,14102210
2644,"Severini, Epi.",14102300
2649,Transl. Januarii,14102310
2628,Octava Galli,14102320
4175,Antonii Mariae Claret,14102330
2920,Joannis Capistranensis,14102340
2618,Maglorii,14102400
2638,"Raphaelis, Archang.",14102410
2591,"Crispini,Crispiniani",14102500
2623,Miniatis,14102510
2617,Lupi Bajocensis,14102520
2631,Ordinatio Amandi,14102600
2590,Conversio Afrae,14102610
3045,"Vigilia Simonis, Judae",14102700
2645,"Simonis, Judae",14102800
2624,Narcissi,14102900
2582,Adventus Ewaldorum,14102910
2615,Lucani,14103000
4586,De victoriae christianorum apud Salado,14103010
4602,Babylae Pampilonensis,14103020
4603,Germani Capuanae,14103030
2636,Quintini,14103100
2598,Foliani,14103110
2656,Vig. Om. Sanctorum,14103120
2658,Wolfgangi,14103130
2702,Omnium Sanctorum,14110100
1699,Dom.p.Om.Sanctorum,14110101
1967,"Omnium Sanctorum,8",14110108
2714,Ulgani,14110110
2717,Vigoris,14110120
2666,"Caesarii, Juliani",14110130
2663,Benigni,14110140
4330,Licinii,14110150
4265,Austremonii,14110160
4569,Lauteni,14110200
2680,Eustachii,14110200
2711,"Victorini, Floriani, transl.",14110210
3042,"Victorini, Floriani",14110210
4332,Malachiae,14110220
2704,Pirmini,14110300
2693,Marcelli Parisiensis,14110310
1947,"Marcelli Parisien.,8",14110318
2720,Wenaili,14110320
2686,Huberti,14110330
4411,Transl. Eustachii,14110340
4410,Transl. Edithae,14110350
4581,"Valentini, Hylarii",14110360
4561,Flori,14110400
4296,Emerici,14110500
2718,Vinoci,14110600
2689,Leonardi,14110610
2712,Transl. Adalberti,14110620
2721,Willibrordi,14110700
4615,"Florentii, Episc.",14110710
2706,Quattuor Coronatorum,14110800
2700,Oct. Om. Sanctorum,14110810
4435,Willehadi,14110820
2674,De Imagine Domini,14110900
2710,Theodori Tiro,14110910
2719,Vitoni,14110920
2695,Maturini,14110930
2676,Dedic. S. Salvatoris,14110940
4605,Passio Ragnulfi,14110950
2699,Oct. Marcel. Paris.,14111000
4172,Andreae Avellini,14111010
4413,Transl. Ludmilae,14111020
3043,Vigilia Martini,14111030
2694,Martini,14111100
1674,Dom. p. Martini,14111101
1950,"Martini,8",14111108
2697,Mennae,14111110
2688,Lebuini,14111200
2673,Cuniberti,14111210
4263,Aemiliani Cucullati,14111220
4392,Quinque fratrum,14111230
4464,Imerii,14111240
2941,"Martini, Pont.",14111250
2664,Briccii,14111300
4271,"Briccii,8",14111308
2687,Inventio Antonini,14111310
2696,Maxellendis,14111320
2684,Genulfi,14111330
2679,Eugenii,14111500
2692,Maclovii,14111510
2690,Leopoldi,14111520
2682,Findani,14111530
2716,Vigilia Othmari,14111540
2801,Alberti Magni,14111550
2703,Othmari,14111600
4264,Agnetis Assisiensis,14111610
4493,Edmundi Archiepiscopi,14111620
2685,Gregorii Thauma.,14111700
2662,Aniani,14111710
2683,Florini,14111720
2218,Gertrudis,14111730
4564,Hugonis Episc. Lincolniensis,14111740
2701,Octava Martini,14111800
2707,Romani Antiochiae,14111810
2675,Dedic. Bas. S. Petri,14111820
4595,Elisabeth Hung.,14111900
1705,"Elisabeth Hung.,8",14111908
4201,"Pontiani, Pont.",14111910
2677,Edmundi,14112000
4190,Felicis Valesius,14112010
4555,Bernwardi Episcopi Hildesheimensis,14112020
2705,Praesentatio Mariae,14112100
2665,Caeciliae,14112200
1497,"Caeciliae,8",14112208
2670,Clementis,14112300
1498,"Clementis,8",14112308
2681,Felicitatis,14112310
2713,Trudonis,14112320
2671,Columbani,14112330
4463,Clementis Metensis,14112340
2669,Chrysogoni,14112400
2709,Severini,14112410
2667,Catharinae,14112500
2691,Lini,14112600
2698,Mirac. Genovefae,14112610
2672,Conradi,14112620
4329,Leonardi a Portu Mauritio,14112630
4183,BMV Immaculatae a Sacro Numismate,14112700
2708,Saturnini,14112900
2668,"Chrysanthi, Dariae",14112910
2715,Vigilia Andreae,14112920
2661,Andreae,14113000
1485,"Andreae,8",14113008
2734,Eligii,14120100
4272,Candidi,14120110
4316,Francisci Xaverii,14120300
4611,Attalae,14120310
2724,Barbarae,14120400
2758,Suscept. Reliquiarum,14120410
2755,Sabae,14120500
4559,Geraldi Archiepiscopi Bracharensis,14120510
2747,Nicolai,14120600
1956,"Nicolai,8",14120608
2751,Octava Saturnini,14120610
2767,Victoris,14120700
2748,Octava Andreae,14120710
2762,Transl. Baboleni,14120720
2726,Conceptio Mariae,14120800
4189,Eucharii,14120810
4349,Ordinatio Zenonis,14120820
2759,Syri,14120900
2763,Transl. Patrocli,14120901
4591,Leocadiae,14120920
2737,Gabrielis,14121000
4557,Eulaliae Emeritensis,14121010
2727,Damasi,14121100
2736,"Fusciani, Gentiani",14121110
2765,Valeriae,14121200
4181,BMV de Guadalupe,14121210
4323,Inventio Francisci,14121220
2743,Luciae,14121300
1946,"Luciae,8",14121308
2723,Auberti,14121310
2750,Octava Nicolai,14121320
2741,Judoci,14121330
2752,Odiliae,14121340
2735,Eustratii et Soc.,14121350
2746,Nicasii,14121400
2754,Relatio Martini,14121410
2749,Octava Concep.Mariae,14121500
2722,Adalheidae,14121600
4297,Eusebii Episcopi,14121610
2742,Lazari,14121700
2738,Gatiani,14121800
2769,Exspectationis BMV,14121810
4216,Wunnibaldi,14121820
4425,Vigilia Thomae Apost.,14122000
4618,Dominici Silensis,14122010
2760,Thomae Apost.,14122100
2766,"Victoriae, Anatoliae",14122300
2739,"Gregorii, Mart.",14122400
2761,Thomae Cant.,14122900
2072,"Thomae Cant.,8",14122908
2764,Trophimi,14122910
2733,Egwini,14123000
1702,"Egwini,8",14123008
2753,Perpetui,14123010
2086,Transl. Jacobi,14123020
2756,Silvestri,14123100
2725,Columbae,14123110
1479,Ad Suffragium,15000000
2062,Suff. pro Pace,15001000
2063,Suff. pro Pace TP,15001080
4288,De Spiritu Sancto,15002000
2064,Suff. pro Penitent.,15003000
2022,Suff. Apostolorum,15004000
2024,Suff. Confessorum,15005000
2102,Suff. unius Conf.,15005100
2101,Suff. unius Mart.,15006000
2068,Suff. un. Mart. TP,15006080
2048,Suff. Martyrorum,15007000
1556,De BMV,15008000
1557,De BMV Adv.,15008010
1558,De BMV Nat.,15008030
1560,De BMV post Epiph.,15008050
1563,De BMV TP,15008080
1561,De BMV post Pent.,15008090
1562,De BMV post Purif.,15008100
1559,De BMV post Ascen.,15008110
1966,Officia votiva,15009000
4341,Missa votiva omnimoda,15009010
4344,Missa votiva singularis,15009011
4342,Missa votiva pluralis,15009012
4340,Missa votiva de rege,15009020
4339,Missa votiva de omnibus Apostolis,15009021
4343,Missa votiva quam dicit Episcopus quando presbyterum ordinat,15009030
4337,Missa quam Sacerdos pro se dicere debeat digeritur hoc modo,15009040
4336,Missa quam Sacerdos pro se dicere debeat,15009050
4338,Missa quam Sacerdos pro se in tribulatione dicere debeat,15009060
4335,Missa pro solo Episcopo dicenda,15009070
4334,Missa in gratiarum actione pro expulsa tribulatione vel egritudine et reddit prosperitate atque salute,15009080
2070,Suff. Virginum,15010000
2031,Suff. Genovefae,15010300
4287,De Sancta Cruce,15011000
2019,Suff. Agnetis,15012100
2069,Suff. Vedasti,15020600
2071,Suff. Walburgae,15022500
2057,"Suff. Oswaldi,Wulst.",15022800
2028,Suff. David,15030100
2113,"Suff. Perpetuae, Felicitatis",15030710
4267,BMV ab Exilio,15031050
2023,Suff. Benedicti,15032100
2041,Suff. Ludgeri,15032600
4401,Suff. Georgii,15042300
4400,Suff. Adalberti,15042310
2026,Suff. Crucis,15050300
2027,Suff. Crucis TP,15050380
2036,Suff. Joannis Bapt.,15062400
2033,Suff. Jo. Bapt. Adv.,15062410
2034,Suff. Jo. Bapt. Nat.,15062430
2035,Suff. Jo. Bapt. TP,15062480
2061,"Suff. Petri, Pauli",15062900
2060,Suff. Petri,15062910
2059,Suff. Pauli,15063000
2067,Suff. Udalrici,15070400
2032,Suff. Hermagorae,15071200
4403,Suff. Mariae Mag.,15072200
2020,Suff. Annae,15072600
2021,Suff. Annae TP,15072680
2018,Suff. Afrae,15080500
2040,Suff. Laurentii,15081000
2043,Suff. Mariae,15081500
2044,Suff. Mariae Adv.,15081510
1978,Recollectio Mariae,15081520
2045,Suff. Mariae Nat.,15081530
2046,Suff. Mariae TP,15081580
2029,Suff. Exalt. Crucis,15091400
4402,Suff. Ludmilae,15091630
2039,Suff. Lamberti,15091700
2049,Suff. Mauritii,15092200
2037,Suff. Justinae,15092600
2038,Suff. Justinae TP,15092680
4404,Suff. Wenceslai,15092800
2050,Suff. Michaelis,15092900
2030,Suff. Francisci,15100400
2055,Suff. Om. Sanctorum,15110100
2052,Suff. Om. Sanct. Adv,15110110
2053,Suff. Om. Sanct. Nat,15110130
2054,Suff. Om. Sanct. TP,15110180
