id,feast_code,name,description
2614,14101800,Lucae,"Luke, Evangelist"
1945,14101808,"Lucae,8",In week after Luke
2610,14101810,Justi,"Justus of Beauvais, Martyr"
2607,14101820,Herblandi,"Hermeland, Abbot of Aindre (Nantes)"
2645,14102800,"Simonis, Judae","Simon, Jude (Thaddeus), Apostles"
1967,14110108,"Omnium Sanctorum,8",In week after All Saints' Day
1947,14110318,"Marcelli Parisien.,8",In week after Marcellus of Paris
2706,14110800,Quattuor Coronatorum,The Four Crowned Martyrs
2700,14110810,Oct. Om. Sanctorum,Octave of All Saints' Day
4435,14110820,Willehadi,"Willehad, Bishop of Bremen"
1950,14111108,"Martini,8",In week after Martin
4271,14111308,"Briccii,8",In week after Brice
2701,14111800,Octava Martini,Octave of Martin
2707,14111810,Romani Antiochiae,"Romanus of Antioch, Martyr"
2675,14111820,Dedic. Bas. S. Petri,"Dedication of Saint Peter's, Rome"
1705,14111908,"Elisabeth Hung.,8",In week after Elizabeth of Hungary
1497,14112208,"Caeciliae,8",In week after Cecilia
1498,14112308,"Clementis,8",In week after Clement
4329,14112630,Leonardi a Portu Mauritio,"Leonardo of Porto Maurizio (Leonard of Port Maurice), confessor, missionary and ascetic writer (canonized 1867)"
1485,14113008,"Andreae,8",In week after Andrew
1956,14120608,"Nicolai,8",In week after Nicholas
2726,14120800,Conceptio Mariae,Immaculate Conception of Mary
4189,14120810,Eucharii,"Eucharius, First Bishop of Trier"
4349,14120820,Ordinatio Zenonis,"Ordination of Zeno, Bishop of Verona"
1946,14121308,"Luciae,8",In week after Lucy
2738,14121800,Gatiani,"Gatian, Bishop of Tours"
2769,14121810,Exspectationis BMV,The Expectation of Mary (The Expectation of the Birth of Jesus)
4216,14121820,Wunnibaldi,
2072,14122908,"Thomae Cant.,8",In week after Thomas Becket
1702,14123008,"Egwini,8",In week after Egwin
2063,15001080,Suff. pro Pace TP,"Memorial chants for peace, Eastertide"
2068,15006080,Suff. un. Mart. TP,"Memorial chants for one Martyr, Eastertide"
1556,15008000,De BMV,Votive Office for Mary
1557,15008010,De BMV Adv.,"Votive Office for Mary, Advent"
1558,15008030,De BMV Nat.,"Votive Office for Mary, Christmas"
1560,15008050,De BMV post Epiph.,"Votive Office for Mary, after Epiphany"
1563,15008080,De BMV TP,"Votive Office for Mary, Eastertide"
1561,15008090,De BMV post Pent.,"Votive Office for Mary, after Pentecost"
1562,15008100,De BMV post Purif.,"Votive Office for Mary, after Purification"
1559,15008110,De BMV post Ascen.,"Votive Office for Mary, after Ascension"
4334,15009080,Missa in gratiarum actione pro expulsa tribulatione vel egritudine et reddit prosperitate atque salute,Thanksgiving mass for the grace of the expelling of distress or disease and the recovering of prosperity and health
2057,15022800,"Suff. Oswaldi,Wulst.","Memorial chants for Oswald (Feb.28) and Wulfstan (Jan.19), Bishops of Worcester"
2027,15050380,Suff. Crucis TP,"Memorial chants for the Holy Cross, Eastertide"
2035,15062480,Suff. Jo. Bapt. TP,"Memorial chants for John the Baptist, Eastertide"
2021,15072680,Suff. Annae TP,"Memorial chants for Anne, Eastertide"
2018,15080500,Suff. Afrae,Memorial chants for Afra
2040,15081000,Suff. Laurentii,Memorial chants for Laurence
2043,15081500,Suff. Mariae,Memorial chants for Mary
2044,15081510,Suff. Mariae Adv.,"Memorial chants for Mary, Advent"
1978,15081520,Recollectio Mariae,Recollection of Feasts of Mary
2045,15081530,Suff. Mariae Nat.,"Memorial chants for Mary, Christmas"
2046,15081580,Suff. Mariae TP,"Memorial chants for Mary, Eastertide"
2038,15092680,Suff. Justinae TP,"Memorial chants for Justina, Eastertide"
4404,15092800,Suff. Wenceslai,Memorial chants for Wenceslas
2054,15110180,Suff. Om. Sanct. TP,"Memorial chants for All Saints, Eastertide"
2058,15811000,Suff. Paschae,Memorial chants for Easter
2104,16005080,Ad Nunc Dimittis TP,"Antiphons for the Nunc Dimittis canticle, Eastertide"
1550,16008000,Conductus,Conductus
1878,16014008,"Festi 9 lectionum,8",In week after feasts of nine lessons
1877,16014080,Festi 9 lectionum TP,Feasts of nine lessons in Eastertide
1884,16015080,De festis semiduplicibus TP,Chants for feasts of semiduplex rank in Eastertide
1880,16016081,De festis duplicibus minoribus TP,Chants for feasts of duplex minor rank in Eastertide
1879,16016082,De festis duplicibus majoribus TP,Chants for feasts of duplex major rank in Eastertide
2105,16018000,In Temp Pestilentiae,Chants in time of the plague
2798,16023080,Ad aspersionem aquae benedictae TP,For the sprinkling of Holy Water in Eastertide
4383,16028000,Pro Sacerdote,Chants for the Priest
4369,16028010,Pro Archiepiscopo,Chants for the Archbishop
4380,16038000,Pro paenitente,Rite for repenting (not specifically for one or several penitents)
4389,16038010,Pro uno paenitente,Chants for one penitent
4352,16038020,Ordo ad reconciliandum paenitentes,Rite for reconciling with the penitents
4381,16038030,Pro paenitentibus,Chants for several pentitents
4445,16048000,Benedictio crucis,Chants for the blessing of the cross
4448,16048010,Pro consecratione crucis,Chants for the consecration of the cross
4455,16208020,In nativitate Pontificis,Chants for the birth of a Pope
4457,17008000,Miraculi sanctae crucis,The miracle of the Holy Cross (celebrated at Wilton Abbey)
