id,feast_code,name,description
1884,16015080,De festis semiduplicibus TP,Chants for feasts of semiduplex rank in Eastertide
1881,16016000,De festis duplicibus,Chants for feasts of duplex rank
1883,16016001,De festis duplicibus minoribus,Chants for feasts of duplex minor rank
1882,16016002,De festis duplicibus majoribus,Chants for feasts of duplex major rank
1880,16016081,De festis duplicibus minoribus TP,Chants for feasts of duplex minor rank in Eastertide
1879,16016082,De festis duplicibus majoribus TP,Chants for feasts of duplex major rank in Eastertide
1875,16017000,Festi 3 lectionum,Feasts of three lessons
2105,16018000,In Temp Pestilentiae,Chants in time of the plague
2106,16019000,Pro pace regni,Chants for the peace of the realm and the church
4379,16019010,Pro pace,Chants for peace
4415,16026010,Unius in tribulatione,Chants for one in tribulation
4369,16028010,Pro Archiepiscopo,Chants for the Archbishop
4452,16033010,Pro ordinatione Episcopi,Chants for the ordination of a bishop
4389,16038010,Pro uno paenitente,Chants for one penitent
4364,16041010,Ordo votivo energumeno id est daemonia sustinens,Votive ordo for a possessed person who is sustained by a demon
4448,16048010,Pro consecratione crucis,Chants for the consecration of the cross
1481,17001000,Additamenta,"Added or Miscellaneous Items

To be used when the feast designation is unknown/unknowable because it was not provided by the scribe(s)."
4606,17010000,Ordo virtutum Hildegardiensis,Hildegard of Bingen's Ordo virtutum.
