id,name,description
2546,LOCAL:Adriani,"Adrian, Martyr, as witnessed at Augsburg"
2478,LOCAL:Afrae,"Afra, Martyr, as witnessed at Augsburg and Muenster"
2479,LOCAL:Annae,"Anne, as witnessed in Muenster (after 1510)"
2383,"LOCAL:Annae,Zutfania","Anne, as witnessed at Zutphen"
2547,LOCAL:Hieronimi,"Jerome, as witnessed in Muenster"
2334,LOCAL:Sept.Dorm.Eph.,"Seven Sleepers of Ephesus, as witnessed at Muenster"
2613,"LOCAL:Sulpit.,Sever.","Sulpitius (Sulpitianus, Simplicius) and Servilianus, Martyrs, as witnessed at Augsburg"
2384,LOCAL:Tr.Trium Regum,"Moving of relics of the Three Kings (the Magi) to Cologne in the 12th Century, as witnessed in Muenster"
2335,LOCAL:Transl. Serva.,Moving of Servatius's relics
2329,Ladislai,"Ladislaus, King of Hungary"
2544,Lamberti,"Lambert, Bishop of Maestricht"
1942,"Lamberti,8",In week after Lambert
2330,Landelini,"Landelinus, Abbot"
2331,Landerici,"Landericus (Landry), Bishop of Paris"
2148,Launomari,"Launomarus, Abbot of Corbie"
2477,Laurentii,"Laurence, Martyr"
1943,"Laurentii,8",In week after Laurence
4569,Lauteni,"Lautein (Lothenus, Lautenus), Abbot, founder of Silèze and Maximiac abbeys in the Jura mountains"
2742,Lazari,"Lazarus of Bethany, ""Bp."" Marseilles"
2688,Lebuini,"Lebwin (Lebuin, Liafwin, Leafwine), Confessor"
4591,Leocadiae,"Leocadia of Toledo, Virgin Martyr"
2611,Leodegarii,"Leodegarius (Leger), Bishop Martyr"
2689,Leonardi,"Leonard, Hermit"
4329,Leonardi a Portu Mauritio,"Leonardo of Porto Maurizio (Leonard of Port Maurice), confessor, missionary and ascetic writer (canonized 1867)"
2332,Leonis,"Leo the Great, Pope"
2934,"Leonis I Papae, Confessoris et Ecclesiae Doctoris",
2241,"Leonis, Pont.","Leo IX, Pope"
2242,"Leonis, Pont., Quad.","Leo IX, Pope, when the feast occurs during Lent"
2545,Leopardi,"Leopardus, Martyr"
2690,Leopoldi,"Leopold, Margrave of Austria (Leopoldi Marchionis)"
4604,"Leopoldi, transl.","Moving of Leopold, Margrave of Austria's relics (Leopoldi Marchionis)"
2333,Leutfredi,"Leufred (Leufroy), Abbot"
2382,Liborii,"Liborius, Confessor and Bishop of Lemans"
4330,Licinii,"Licinius, Confessor, Bishop of Angers"
2691,Lini,"Linus, Bishop of Rome"
2614,Lucae,"Luke, Evangelist"
1945,"Lucae,8",In week after Luke
2615,Lucani,"Lucanus of Gascony, Martyr"
2743,Luciae,"Lucy (Lucia), Virgin Martyr"
2548,"Luciae, Germiniani","Lucy and Germinianus, Martyrs"
1946,"Luciae,8",In week after Lucy
2616,Luciani et Soc.,"Lucianus and Companions, Martyrs"
2224,Ludgeri,"Ludger (Liudger), First Bishop of Muenster"
2549,Ludmillae,"Ludmilla, Matron and Martyr"
2480,Ludovici,"Louis IX, King of France"
2481,Ludovici Toul.,"Louis, Bishop of Toulouse"
2550,Lupi,"Lupus (Leu), Bishop of Sens"
2617,Lupi Bajocensis,"Lupus, Bishop of Bayeux"
4570,Lutgardae,"Lutgard, Virgin, Mystic, Cistercian Order"
2149,Macarii,"Macarius the Elder, Hermit"
2482,Machabaeorum,"Holy Maccabees, Martyrs"
2692,Maclovii,"Maclovius (Malo, Maclou, Machut, Maclow, Maloù, Mac'h Low, Maglovius, Machutus), Bishop of Aleth"
2385,Madelgari,"Vincent (ne Madelgar), Abbot"
4331,Mafaldae Reginae,Portuguese princess and queen; nun (Cistercian order) in the Convent of Arouca
2618,Maglorii,"Magloire (Maelor), Bishop of Dol"
2551,Magni,"Magnus, ""Apostle"" of Bavaria"
4332,Malachiae,"Malachy, Bishop at Armagh, Ireland"
2552,Marcelli,"Marcellus, Martyr"
1947,"Marcelli Parisien.,8",In week after Marcellus of Paris
2693,Marcelli Parisiensis,"Marcellus, Bishop of Paris"
2619,"Marcelli, Apuleii","Marcellus and Apulejus, Martyrs"
2150,"Marcelli, Pont.","Marcellus I, Pope and Martyr"
2336,"Marcellini, Petri","Marcellinus and Peter, Martyrs"
2243,Marci,"Mark, Evangelist"
2337,"Marci, Marcellini","Mark and Marcellian, Martyrs"
4479,"Marci,8","In week after Mark, Evangelist"
1948,"Mariae Mag.,8",In week after Mary Magdalene
2387,Mariae Magdalenae,Mary Magdalene
4571,Mariae Salome,Mary Salome
2151,"Marii, Marthae","Marius, Martha, et al., Martyrs"
2390,"Martialis, Apost.","Martial, ""Apostle"" of Limoges"
2338,"Martialis, Epi.","Martial, Bishop of Limoges"
2940,Martinae,"Martina, Virgin Martyr (said to have been beheaded in Rome under Emperor Alexander Severus, 1 January 228)"
2553,Materni,"Maternus, Bishop of Cologne"
2554,Matris dolorosae,The Seven Sorrows of Mary
2555,Matthaei,"Matthew, Apostle and Evangelist"
2195,Matthiae,"Matthias, Apostle"
2695,Maturini,"Maturin, Priest of Larchant (Sens)"
2556,Maurilii,"Maurilius, Bishop of Angers"
2696,Maxellendis,"Maxellendis, Virgin Martyr"
2621,Maximiliani,"Maximilian, Bishop of Lorch"
2153,Meginrati,"Meinrad, Hermit of Einsiedeln"
2622,Melori,"Melorus (Melar, Mylor), Martyr"
2558,Michaelis,Michael the Archangel (Michaelmas)
2196,Milburgae,"Milburga, Abbess of Wenlock"
2391,Mildrithae,"Mildred, Abbess of Minster-in-Thanet"
2698,Mirac. Genovefae,Commemoration of Genevieve's Miracle
4457,Miraculi sanctae crucis,The miracle of the Holy Cross (celebrated at Wilton Abbey)
4334,Missa in gratiarum actione pro expulsa tribulatione vel egritudine et reddit prosperitate atque salute,Thanksgiving mass for the grace of the expelling of distress or disease and the recovering of prosperity and health
4335,Missa pro solo Episcopo dicenda,Mass said by the Bishop alone
2969,Missa pro vitanda mortalitate,
4336,Missa quam Sacerdos pro se dicere debeat,Mass which the priest must say for himself
4337,Missa quam Sacerdos pro se dicere debeat digeritur hoc modo,Mass which the priest must say for himself in this way
4338,Missa quam Sacerdos pro se in tribulatione dicere debeat,Mass which the priest in distress must say for himself
4339,Missa votiva de omnibus Apostolis,Votive Mass for all the Apostles
4342,Missa votiva pluralis,Votive Mass on behalf of several people
4344,Missa votiva singularis,Votive Mass on behalf of one person
4345,Multorum in tribulatione,Chants for many in tribulation
2392,"Mustiolae, Irenaei","Mustiola and Irenaeus, Martyrs"
2744,Nat. Innocentium,Holy Innocents
1953,"Nat. Innocentium,8",In week after Holy Innocents
2393,"Nazarii, Celsi","Nazarius and Celsus, Martyrs"
4346,"Nerei, Achillei","Nereus and Achilleus, Roman Martyrs"
2625,Nicasii et Soc.,"Nicasius of Rouen, alleged Bishop of Rouen"
2747,Nicolai,"Nicholas of Bari, Bishop of Myra"
4347,Nicolai Pici et sociorum,"Nicholas Pieck (Nicolaus Picus) and 18 companions, Martyrs"
1956,"Nicolai,8",In week after Nicholas
2561,"Nicomedis, Valeriani","Nicomedes and Valerianus, Martyrs"
4546,Nominis BMV,"The Holy Name of Mary, celebrated on the Sunday after the Nativity of Mary"
2154,Nominis Jesu,The Holy Name of Jesus
2245,Oct. Adalberti,Octave of Adalbert
2394,"Oct. Apost, Die 3",The third day after the Octave of Peter and Paul
1957,"Oct. Apostolorum,8",In week after Octave of Peter and Paul
1959,Oct. Dedicat. Eccl.,Octave of Dedication of Church
2155,Oct. Joannis Evang.,Octave of John the Evangelist
4480,"Oct. Joannis, Pauli",Octave of John and Paul
2699,Oct. Marcel. Paris.,"Octave of Marcellus, Bishop of Paris"
2156,Oct. Nat. Innocent.,Octave of Holy Innocents
2700,Oct. Om. Sanctorum,Octave of All Saints' Day
2284,"Oct. Philippi,Jacobi","Octave of Philip and James, Apostles"
4348,Oct. Wenceslai,Octave of Wenceslas
2396,Octava Apostolorum,Octave of Peter and Paul
2488,Octava Bartholomaei,Octave of Bartholomew
2199,Octava Blasii,Octave of Blaise
2309,Octava Floriani,Octave of Florian
2628,Octava Galli,"Octave of Gall, Hermit"
2563,Octava Lamberti,Octave of Lambert
2491,Octava Laurentii,Octave of Laurence
2247,Octava Ludgeri,The Octave of Ludger
2398,Octava Mariae Mag.,Octave of Mary Magdalene
2399,Octava Martialis,Octave of Martial
2750,Octava Nicolai,Octave of Nicholas
1963,Octava Paschae,"Octave of Easter (also ""Dominica in Albis"")"
2400,Octava Rel. Vedasti,Octave of Return of Vaast's relics
2401,Octava Tr. Benedicti,Octave of Benedict's Translation
2629,Octava Tr. Vedasti,Octave of Vaast's Translation
2402,Octava Udalrici,Octave of Ulric
2752,Odiliae,"Odilia (Ottilia), Abbess"
2403,Olavi,"Olaf of Norway, King and Martyr"
2702,Omnium Sanctorum,All Saints' Day
1967,"Omnium Sanctorum,8",In week after All Saints' Day
2630,Opilii,"Opilius, Deacon"
2342,Ordinatio Oswaldi,Ordination of Oswald
4350,Ordo ad consecrandum novum sepulcrum,Rite for the consecration of a new sepulchre
4351,Ordo ad corpus parvuli commendandum,Rite for the commendation of the corpse of a child
4352,Ordo ad reconciliandum paenitentes,Rite for reconciling with the penitents
4353,Ordo ad visitandum vel perunguendum infirmum,Rite for the visiting or anointing of the sick
4354,Ordo celebrandus super eum qui ab spiritu inmundo vexatur,Rite for someone possessed by an evil spirit
4356,Ordo de parvulo defuncto,Rite for a dead child
4357,Ordo de patribus et fratribus defunctis,Rite for dead parents and siblings
4359,Ordo in finem hominis diei,Last rites (including extreme unction)
4360,Ordo quando rex cum exercitu ad prelium egreditur,Rite when the king goes out to battle with his army
4361,Ordo quando sal ante altare ponitur antequam exorcizetur,Rite when the salt is placed before the altar for its exorcism
4363,Ordo super sepulcrum quando clamore proclamatur,Rite over the sepulchre when the clamor is proclaimed
4606,Ordo virtutum Hildegardiensis,Hildegard of Bingen's Ordo virtutum.
2201,"Oswaldi, Epi.","Oswald, Bishop of Worcester"
2492,"Oswaldi, Reg.","Oswald, King of Northumbria"
2404,Pantaleonis,"Pantaleon (Panteleimon), Martyr"
1969,Pascha Annotinum,Memorial of past year's Easter
4541,Paschalis Baylon,"Pascual Baylón, Confessor"
2493,Passio Laurentiae,Passion of Laurentia
4605,Passio Ragnulfi,"Passion of Ragnulf (Rainulf, Renon), Martyr, father of Hadulf (Bishop of Arras)"
2162,Paulae,"Paula, Widow"
2343,Pauli,"Paul, Apostle"
2163,Pauli Heremitae,Paul the Hermit
1970,"Pauli,8",In week after Paul (Apostle)
2494,Paulini,"Paulinus, Bishop of Trier"
2633,Paulini Ebor.,"Paulinus, Archbishop of York"
1971,"Paulini Ebor.,8",In week after Paulinus of York
2344,Paulini Nolansis,"Paulinus, Bishop of Nola"
2495,Pelagii,"Pelagius, Martyr"
2345,Petri,"Peter, Apostle"
2634,Petri Alcantarae,"Peter of Alcantara, Founder"
4574,Petri Gundisalvi,"Peter González, Dominican friar"
4573,Petri Regalati,"Peter Regalado, Franciscan friar"
2346,"Petri, Pauli","Peter and Paul, Apostles"
1972,"Petri, Pauli,8",In week after Peter and Paul
1973,"Petri,8",In week after Peter (Apostle)
2288,Petronillae,"Petronilla, Virgin"
2496,Philiberti,"Philibert, Abbot"
4365,Philippi Benitii,"Philip Benitius (Filippo Benizzi), Confessor"
4366,Philippi Nerii,"Philip Neri, Confessor, Apostle of Rome and founder of the ""Oratory"""
2289,"Philippi, Jacobi","Philip and James, Apostles"
1974,"Philippi, Jacobi,8",In week after Philip and James
4525,Photini Episc. et soc.,"Photinus (Pothinus), First Bishop of Lyons"
4494,Piati,"Piatus of Tournai (Piat de Seclin, Piaton, Platon, Piato), Martyr"
4200,Placidi et Soc.,"Placidus and Companions, Martyrs (Placidus, Eutychius, Victorinus, Flavia, and 30 companions)"
2164,Polycarpi,"Polycarp, Bishop of Smyrna, Martyr"
2165,Pontiani,"Pontianus, Martyr at Spoleto"
4367,Potentianae virginis,"Potentiana, Virgin (sepulchre found at Villanueva, Spain)"
4202,Pretiosissimi Sanguinis,Feast of the Most Precious Blood (of Jesus Christ)
2347,"Primi, Feliciani","Primus and Felician, Martyrs"
4600,Pro adversitate ecclesiae,Chants for the adversity of the church (Votive Mass)
4543,Pro familiaribus,Chants for family members
4376,Pro iter agentibus,"Chants for travellers, pilgrims"
4377,Pro omni populo christiano,Chants for all the Christian people
4453,Pro ordinatione Episcoporum,Chants for the ordination of several bishops
4378,Pro ordinatione clerici,Chants for the ordination of a cleric
2106,Pro pace regni,Chants for the peace of the realm and the church
4380,Pro paenitente,Rite for repenting (not specifically for one or several penitents)
4381,Pro paenitentibus,Chants for several pentitents
2107,Pro pluvia,Chants for rain
2967,Pro quacumque necessitate,For all needs
4444,Pro reconciliatione ecclesiae,Chants for the restoration of churches and sacred places
4384,Pro salute vivorum,Chants for the health of the living
4469,Pro stabilitate loci,For stability of place
4468,Pro stabilitate loci,For stability of place
4387,Pro tribulatione,Chants for distress
4610,Procopii megalomartyris,"Procopius Megalomartyr, Procopius of Scythopolis, martyr of Caesarea of Palestine, the ascete and Roman general"
2771,Prosperi,"Prosper, Confessor, Bishop of Reggio in Emilia"
2202,Purificatio Mariae,Purification of Mary (Candlemas)
4487,"Purificatio Mariae, Vigilia",Eve of Purification of Mary
4391,Q.T. Quadragesimae,"Ember Days, Lent"
2568,Quattuor Virginum,"Euphemia, Dorothea, Thecla, and Erasma, Virgin Martyrs"
4392,Quinque fratrum,"Five Brothers (Christian, Benedict, John, Matthew, Isaac; Camaldolese order)"
2292,Ragnulfi,"Ragnulf (Rainulf, Renon), Martyr, father of Hadulf (Bishop of Arras)"
2638,"Raphaelis, Archang.",Raphael the Archangel
1978,Recollectio Mariae,Recollection of Feasts of Mary
4496,Reguli Silvanecti,"Regulus of Senlis (Rieule), Confessor, Bishop of Senlis"
4495,"Reguli Silvanecti, transl.",Moving of Regulus of Senlis's relics 
2754,Relatio Martini,Return of Martin's relics
2407,Relatio Vedasti,Return of Vaast's relics
1979,"Relatio Vedasti,8",In week after Return of Vaast
2569,Reliquiarum,Feast of Relics
1980,"Reliquiarum,8",In week after Feast of Relics
2570,Remacli,"Remaclus, Bishop"
2168,"Remigii, Hilarii","Remigius, Bishop of Reims, Confessor & Hilary, Bishop of Poitiers, Doctor"
2250,Roberti,"Robert of Molesmes, Abbot"
4395,Ruperti Salisburgii,"Rupert (Rubert) of Salzburg, Bishop"
3009,Rustici et Eleutherii Martyrum,
1984,Sabb. Hebd. 1 Quad.,"Saturday, 1st week, Lent"
1986,Sabb. Hebd. 2 Quad.,"Saturday, 2nd week, Lent"
1988,Sabb. Hebd. 3 Quad.,"Saturday, 3rd week, Lent"
1990,Sabb. Hebd. 4 Quad.,"Saturday, 4th week, Lent"
1997,Sabb. Quadragesimae,Saturdays in Lent
1983,Sabb. de Passione,"Saturday, 5th week, Lent"
2014,Sabbato Sancto,Holy Saturday
2008,Sabbato in Albis,Easter Saturday
2011,Sabbato per annum,"Saturdays, Ferial Office"
4486,"Salvii, Epi.","Salvius, Bishop of Albi"
2409,Samsonis,"Samson, Bishop of Dol"
4587,"Sanctae familiae Jesu, Mariae, Joseph",The Holy Family
3014,Sanctissimi Nominis BMV,The Most Holy Name of Mary
3016,Sanctorum Angelorum Custodum,
2708,Saturnini,"Saturninus, Martyr Bishop of Toulouse"
2203,Scholasticae,"Scholastica, Virgin"
2410,Sept. Dorm. Eph.,Seven Sleepers of Ephesus
2709,Severini,"Severinus, Monk, Teacher of St. Cloud"
2170,"Severini, Apost.","Severinus, ""Apostle"" of Noricum"
2644,"Severini, Epi.","Severinus, Confessor and Bishop of Cologne"
2756,Silvestri,"Silvester I, Pope"
2171,Simeonis Stylitae,Simeon the Stylite
2645,"Simonis, Judae","Simon, Jude (Thaddeus), Apostles"
2412,Simplicii et Soc.,"Simplicius and Companions, Martyrs"
2172,Speusippi,"Speusippus and Meleusippus, Martyrs"
2296,Stanislai,"Stanislaus, Bishop of Krakow"
2504,"Stephani, Reg.","Stephen I, King and Apostle of Hungary"
2297,Subventio Martini,Hiding of Martin's relics
4400,Suff. Adalberti,Memorial chants for Adalbert
2018,Suff. Afrae,Memorial chants for Afra
2019,Suff. Agnetis,Memorial chants for Agnes
2020,Suff. Annae,Memorial chants for Anne
2021,Suff. Annae TP,"Memorial chants for Anne, Eastertide"
2022,Suff. Apostolorum,Memorial chants for Apostles
2023,Suff. Benedicti,Memorial chants for Benedict
2097,Suff. Caeciliae,Memorial chants for Cecilia
2024,Suff. Confessorum,Memorial chants for Confessors
4204,Suff. Corporis Christi,Memorial chants for Corpus Christi
2026,Suff. Crucis,Memorial chants for the Holy Cross
2027,Suff. Crucis TP,"Memorial chants for the Holy Cross, Eastertide"
2028,Suff. David,Memorial chants for David
2029,Suff. Exalt. Crucis,Memorial chants for the Exaltation of the Cross
2030,Suff. Francisci,Memorial chants for Francis
2031,Suff. Genovefae,Memorial chants for Genevieve
4401,Suff. Georgii,Memorial chants for George
2032,Suff. Hermagorae,Memorial chants for Hermagoras
2033,Suff. Jo. Bapt. Adv.,"Memorial chants for John the Baptist, Advent"
2034,Suff. Jo. Bapt. Nat.,"Memorial chants for John the Baptist, Christmas"
2035,Suff. Jo. Bapt. TP,"Memorial chants for John the Baptist, Eastertide"
2036,Suff. Joannis Bapt.,Memorial chants for John the Baptist
2100,Suff. Joannis Evang.,Memorial chants for John the Evangelist
2037,Suff. Justinae,Memorial chants for Justina
2038,Suff. Justinae TP,"Memorial chants for Justina, Eastertide"
2039,Suff. Lamberti,Memorial chants for Lambert
2040,Suff. Laurentii,Memorial chants for Laurence
2041,Suff. Ludgeri,Memorial Chants for Ludger
4402,Suff. Ludmilae,Memorial chants for Ludmila
2042,Suff. Marcelli Par.,Memorial chants for Marcellus of Paris
2043,Suff. Mariae,Memorial chants for Mary
2044,Suff. Mariae Adv.,"Memorial chants for Mary, Advent"
4403,Suff. Mariae Mag.,Memorial chants for Mary Magdalene
2045,Suff. Mariae Nat.,"Memorial chants for Mary, Christmas"
2046,Suff. Mariae TP,"Memorial chants for Mary, Eastertide"
2047,Suff. Martini,Memorial chants for Martin of Tours
2048,Suff. Martyrorum,Memorial chants for Martyrs
2049,Suff. Mauritii,Memorial chants for Maurice
2050,Suff. Michaelis,Memorial chants for Michael
2051,Suff. Nicolai,Memorial chants for Nicholas
2052,Suff. Om. Sanct. Adv,"Memorial chants for All Saints, Advent"
2053,Suff. Om. Sanct. Nat,"Memorial chants for All Saints, Christmas"
2054,Suff. Om. Sanct. TP,"Memorial chants for All Saints, Eastertide"
2055,Suff. Om. Sanctorum,Memorial chants for All Saints
2056,Suff. Ordinis Carm.,Suffrages for the Order of Carmelites
2057,"Suff. Oswaldi,Wulst.","Memorial chants for Oswald (Feb.28) and Wulfstan (Jan.19), Bishops of Worcester"
2058,Suff. Paschae,Memorial chants for Easter
2059,Suff. Pauli,Memorial chants for Paul
2113,"Suff. Perpetuae, Felicitatis",Memorial Chants for Perpetua and Felicity
2060,Suff. Petri,Memorial chants for Peter
2061,"Suff. Petri, Pauli",Memorial chants for Peter and Paul
2065,Suff. Reliquiarum,Memorial chants for Relics
2066,Suff. Stephani,Memorial chants for Stephen
2112,Suff. Thomae Apost.,Memorial Chants for Thomas the Apostle
2067,Suff. Udalrici,Memorial chants for Ulric
2069,Suff. Vedasti,Memorial chants for Vaast
2070,Suff. Virginum,Memorial chants for Virgins
2071,Suff. Walburgae,Memorial chants for Walburga
4404,Suff. Wenceslai,Memorial chants for Wenceslas
2062,Suff. pro Pace,Memorial chants for peace
2063,Suff. pro Pace TP,"Memorial chants for peace, Eastertide"
2064,Suff. pro Penitent.,Memorial chants for penitence
2068,Suff. un. Mart. TP,"Memorial chants for one Martyr, Eastertide"
2102,Suff. unius Conf.,Memorial chants for one Confessor
2101,Suff. unius Mart.,Memorial chants for one Martyr
2173,Sulpicii Severi,"Sulpicius Severus, Bishop of Bourges"
2251,"Sulpitii, Serviliani","Sulpitius (Sulpitianus, Simplicius) and Servilianus, Martyrs"
2758,Suscept. Reliquiarum,"Feast of Relics (Notre Dame, Paris)"
4405,Teresiae Avilensis,"Teresa (Teresia), Virgin, reformer of the Carmelite Order and ascetical write (canonized in 1622)"
2507,Tertullini,"Tertullinus, Martyr"
2573,Theclae,"Thecla of Iconium, Virgin Martyr"
2760,Thomae Apost.,"Thomas, Apostle"
4542,Tiburtii (filius Chromatii),"Tiburtius (son of Chromatius in Rome), Martyr"
2252,"Tiburtii, Valeriani, Maximi","Tiburtius, Valerian and Maximus, Martyrs"
2174,Timothei,"Timothy, Disciple of Paul, Bishop"
2509,"Timothei, Apollinaris","Timothy and Apollinaris, Martyrs"
2073,Tr. Christophori,Moving of Christopher's relics
2414,"Tr. Germani, Juliani","Moving of Germanus, Julianus relics"
2574,Tr. Kunegundis,Moving of Cunegund's relics
2415,Tr. Marcelli Paris.,Moving of relics of Marcellus (Paris)
2712,Transl. Adalberti,Moving of Adalbert (of Prague)'s relics
2349,Transl. Aichardi,Moving of Aichardus's relics
2647,Transl. Augustini,Moving of Augustine's relics
2762,Transl. Baboleni,Moving of Babolenus' relics
2778,Transl. Bartholomaei,Moving of Bartholomew's relics to Lipari
2416,Transl. Benedicti,Moving of Benedict's relics
2074,"Transl. Benedicti,8",In week after Benedict's Translation
4408,Transl. Candidi,"Moving of Candidus's relics (Martyr, at Innichen)"
4409,Transl. Clarae,The moving of Clare's relics
2575,Transl. Cuthberti,Moving of Cuthbert's relics
2099,Transl. Dominici,Moving of Dominic's relics
4410,Transl. Edithae,Moving of relics of Edith of Wilton
2576,Transl. Egwini,Moving of Egwin's relics
2350,Transl. Eligii,Moving of Eligius's relics
4411,Transl. Eustachii,"Moving of relics of Eustachius (Eustasius, Eustace), Martyr"
4412,Transl. Francisci,The moving of Francis's relics
2205,Transl. Gerardi,Moving of Gerard Sagredo's relics
2417,Transl. Gudulae,Moving of Gudula's relics
2511,Transl. Hadulfi,Moving of Hadulf's relics
2175,Transl. Hugonis,Moving of Hugo's relics
2086,Transl. Jacobi,Translation of James the Apostle
2649,Transl. Januarii,Moving of Januarius of Benevento's relics
2418,Transl. Justae,Moving of Justa's relics
2512,Transl. Justinae,Moving of Justina's relics
2419,Transl. Karoli Magni,Moving of Charlemagne's relics
2253,Transl. Lamberti,Moving of Lambert's relics
2351,Transl. Lebuini,Moving of Liafwin's relics
2650,Transl. Ludgeri,Moving of Ludger's relics
4413,Transl. Ludmilae,Moving of Ludmila's relics
2420,Transl. Martini,Moving of Martin's relics
2298,Transl. Mauritii,Moving of Maurice's relics
2299,Transl. Nicolai,Moving of Nicholas's relics
2651,Transl. Oswaldi,Moving of Oswald's relics
2075,"Transl. Oswaldi,8",In week after Oswald's Translation
2763,Transl. Patrocli,Moving of Patroclus' relics (Muenster)
2254,Transl. Petri Alcan.,Moving of Peter of Alcantara's Relics
2421,Transl. Servatii,Moving of Servatius's relics
2076,Transl. Simperti,Moving of Simpert's relics
2581,Transl. Stanislai,Moving of Stanislaus's relics (Bishop of Krakow)
2300,Transl. Stephani,Moving of Stephen's rellics
2301,Transl. Syri,Moving of Syrus's relics
2422,Transl. Thomae,Moving of Thomas's relics
2423,Transl. Thomae Cant.,Moving of Thomas Becket's Relics
2424,Transl. Trium Regum,Moving of relics of the Three Kings (the Magi) to Cologne in the 12th Century
2302,Transl. Udalrici,Moving of Ulric's relics
4414,Transl. Valentini Epi.,Translation of Valentinus's relics
2652,Transl. Vedasti,Moving of Vaast's relics
2077,"Transl. Vedasti,8",In week after Vaast's Translation
2303,Transl. Walburgae,Moving of Walburga's relics
2087,Transl. Wenceslai,Moving of Wenceslas's relics
2653,Transl. Wolfgangi,Moving of Wolfgang's relics
2352,Transl. Wulstani,Moving of Wulfstan's relics
4441,Translatio Wigberti,Moving of Wigbert's relics
2304,Tres Mariae,"Mary, Mary Cleophae, Mary Salome"
4580,Triumphi Sanctae Crucis apud Navas Tolosae,Triumph of the Holy Cross in Las Navas de Tolosa (Battle of Las Navas de Tolosa or Battle of Al-Uqab)
2764,Trophimi,"Trophimus, Bishop of Arles"
2425,Udalrici,"Ulric (Udalricus), Bishop of Augsburg"
2078,"Udalrici,8",In week after Ulric
2714,Ulgani,"Vulgan, Hermit"
4415,Unius in tribulatione,Chants for one in tribulation
2654,Ursulae,"Ursula, Virgin Martyr"
2206,Valentini,"S. Valentine, Martyr"
2176,"Valentini, Epi.","Valentine, Bishop"
4581,"Valentini, Hylarii","Valentine (priest) and Hilary (deacon), at Viterbo"
2765,Valeriae,"Valeria of Limoges, Virgin Martyr"
2207,Valerici,"Valericus, Hermit"
2177,Valerii,"Valerius, Bishop of Saragossa"
2225,"Vibiae Perpetuae, Felicitatis","Perpetua (Vibia Perpetua) and Felicity,  Martyrs at Carthage"
2353,Victoria Pauli,"Victory of Paul, at Muenster"
2766,"Victoriae, Anatoliae","Victoria and Anatolia, Virgin Martyrs"
3042,"Victorini, Floriani",Moving of relics of Victorinus and Florianus to Muenster Cathedral (2 Nov 1164)
2711,"Victorini, Floriani, transl.",Moving of relics of Victorinus and Florianus to Muenster Cathedral (2 Nov 1164)
2578,"Victorini, Mart.","Victorinus, Martyr; exiled with Nereus and Achilleus, killed under Domitian"
2426,Victoris et Soc.,"Victor of Marseilles et al., Martyrs"
2433,Vig. Kiliani et Soc.,"Vigil of Kilian and Companions, Martyrs"
2656,Vig. Om. Sanctorum,Eve of All Saints' Day
2427,Vig. Relatio Vedasti,Eve of Return of Vaast's relics
4418,Vig. Stephani Reg.,"Eve of Stephen I, King and Apostle of Hungary"
2785,Vigil. Dionysii,
2715,Vigilia Andreae,Eve of Andrew
4419,Vigilia Bartholomaei,Eve of Bartholomew
2178,Vigilia Epiphaniae,Eve of Epiphany
4510,Vigilia Epiphaniae,Eve of Epiphany
4421,Vigilia Jacobi,"Eve of James the Greater, Apostle"
2514,Vigilia Laurentii,Eve of Laurence
3043,Vigilia Martini,"Eve of Martin, Bishop of Tours"
3044,Vigilia Matthaei,"Eve of Matthew, Apostle and Evangelist"
4422,Vigilia Matthiae,"Eve of Matthias, Apostle"
2768,Vigilia Nat. Domini,Christmas Eve
2579,Vigilia Nat. Mariae,Eve of Birthday of Mary
2716,Vigilia Othmari,"Vigil of Othmar (Audemar), Abbot"
2080,Vigilia Pentecostes,Eve of Pentecost
2356,Vigilia Petri,Eve of Peter
2357,"Vigilia Petri, Pauli",Eve of Peter and Paul
4424,"Vigilia Philippi, Jacobi",Eve of Philip and James
3045,"Vigilia Simonis, Judae",
4425,Vigilia Thomae Apost.,Eve of Thomas the Apostle
4426,Vigilii,"Vigilius, Martyr, Bishop of Trent"
4583,"Vincentii, Orontii, Victoris","Vincentius, Orontius (brothers), and Victor, Martyrs, killed near Gerona"
4584,"Vincentii, transl.",Moving of Vincent of Saragossa's relics to Lisbon
4585,"Vincentii, transl. in Brachara",Moving of Vincent of Saragossa's relics to Braga
2515,Vincula Petri,Peter in Chains
2082,"Vincula Petri,8",In week after Peter in Chains
3049,Vitalis Agricolae Mart.,
2255,"Vitalis, Valeriae","Vitalis and Valeria, Martyrs"
2429,Vulmari,"Vulmar, Abbot"
2209,Walburgae,"Walburga, Virgin Abbess"
2256,Waldetrudis,"Waldetrudis (Waudru), Widow"
2430,Wandregisili,"Wandregisilus, Abbot of Fontenelle"
2720,Wenaili,"Guenael, Abbot of Landevennec"
2580,Wenceslai,"Wenceslaus of Bohemia, Martyr"
4434,"Wenceslai,8",In week after Wenceslas
2795,Wigberti,"Wigbert, Confessor, Abbot of Fritzlar"
2657,Wilfridi,"Wilfrid, Archbishop of York"
4435,Willehadi,"Willehad, Bishop of Bremen"
2180,Willelmi,"William, Archbishop of Bourges"
2431,Willibaldi,"Willibald, Bishop"
2721,Willibrordi,"Willibrord, Bishop of Utrecht"
2307,Wironi,"Wiro, ""Apostle"" of southern Netherlands"
