id,name,description,feast_code,month,day
2103,Dom. 1 p. Epiphaniam,"1st Sunday after Epiphany (Sunday within the octave of Epiphany,  'Dom. Infra Oct. Epiph.')",05011010,,
4607,Dom. 1 p. Oct. Corporis Christi,Sunday after the Octave of Corpus Christi,09031010,,
1584,Dom. 1 p. Pent.,1st Sunday after Pentecost,09011010,,
1586,Dom. 10 p. Pent.,10th Sunday after Pentecost,09101000,,
1587,"Dom. 10 p. Pent.,8",In 11th week after Pentecost,09101008,,
1588,Dom. 11 p. Pent.,11th Sunday after Pentecost,09111000,,
1589,"Dom. 11 p. Pent.,8",In 12th week after Pentecost,09111008,,
1590,Dom. 12 p. Pent.,12th Sunday after Pentecost,09121000,,
1591,"Dom. 12 p. Pent.,8",In 13th week after Pentecost,09121008,,
1592,Dom. 13 p. Pent.,13th Sunday after Pentecost,09131000,,
1593,"Dom. 13 p. Pent.,8",In 14th week after Pentecost,09131008,,
1594,Dom. 14 p. Pent.,14th Sunday after Pentecost,09141000,,
1595,"Dom. 14 p. Pent.,8",In 15th week after Pentecost,09141008,,
1596,Dom. 15 p. Pent.,15th Sunday after Pentecost,09151000,,
1597,"Dom. 15 p. Pent.,8",In 16th week after Pentecost,09151008,,
1598,Dom. 16 p. Pent.,16th Sunday after Pentecost,09161000,,
1599,"Dom. 16 p. Pent.,8",In 17th week after Pentecost,09161008,,
1600,Dom. 17 p. Pent.,17th Sunday after Pentecost,09171000,,
1601,"Dom. 17 p. Pent.,8",In 18th week after Pentecost,09171008,,
1602,Dom. 18 p. Pent.,18th Sunday after Pentecost,09181000,,
1603,"Dom. 18 p. Pent.,8",In 19th week after Pentecost,09181008,,
1604,Dom. 19 p. Pent.,19th Sunday after Pentecost,09191000,,
1605,"Dom. 19 p. Pent.,8",In 20th week after Pentecost,09191008,,
1606,Dom. 2 Adventus,2nd Sunday of Advent,01021000,,
1613,Dom. 2 Quadragesimae,2nd Sunday of Lent,07021000,,
1607,Dom. 2 p. Epiph.,2nd Sunday after Epiphany,05021000,,
1608,"Dom. 2 p. Epiph.,8",In the week following the 2nd Sunday after Epiphany,05021008,,
1609,Dom. 2 p. Pascha,2nd Sunday after Easter,08031000,,
1610,"Dom. 2 p. Pascha,8",In 3rd week after Easter,08031008,,
1611,Dom. 2 p. Pent.,"2nd Sunday after Pentecost (also ""Dom. 1 p. Oct. Pent."")",09021000,,
1612,"Dom. 2 p. Pent.,8",In 3rd week after Pentecost,09021008,,
1614,Dom. 20 p. Pent.,20th Sunday after Pentecost,09201000,,
1615,"Dom. 20 p. Pent.,8",In 21st week after Pentecost,09201008,,
1616,Dom. 21 p. Pent.,21st Sunday after Pentecost,09211000,,
1617,"Dom. 21 p. Pent.,8",In 22nd week after Pentecost,09211008,,
1618,Dom. 22 p. Pent.,22nd Sunday after Pentecost,09221000,,
1619,"Dom. 22 p. Pent.,8",In 23rd week after Pentecost,09221008,,
1620,Dom. 23 p. Pent.,23rd Sunday after Pentecost,09231000,,
1621,"Dom. 23 p. Pent.,8",In 24th week after Pentecost,09231008,,
1622,Dom. 24 p. Pent.,24th Sunday after Pentecost,09241000,,
1623,"Dom. 24 p. Pent.,8",In 25th week after Pentecost,09241008,,
1624,Dom. 25 p. Pent.,25th Sunday after Pentecost,09251000,,
1625,Dom. 26 p. Pent.,26th Sunday after Pentecost,09261000,,
1626,Dom. 27 p. Pent.,27th Sunday after Pentecost,09271000,,
1627,Dom. 28 p. Pent.,28th Sunday after Pentecost,09281000,,
1628,Dom. 3 Adventus,3rd Sunday of Advent,01031000,,
1634,Dom. 3 Quadragesimae,3rd Sunday of Lent,07031000,,
1629,Dom. 3 p. Epiph.,3rd Sunday after Epiphany,05031000,,
1630,Dom. 3 p. Pascha,3rd Sunday after Easter,08041000,,
1631,"Dom. 3 p. Pascha,8",In 4th week after Easter,08041008,,
1632,Dom. 3 p. Pent.,3rd Sunday after Pentecost,09031000,,
1633,"Dom. 3 p. Pent.,8",In 4th week after Pentecost,09031008,,
1635,Dom. 4 Adventus,4th Sunday of Advent,01041000,,
1641,Dom. 4 Quadragesimae,4th Sunday of Lent,07041000,,
1636,Dom. 4 p. Epiph.,4th Sunday after Epiphany,05041000,,
1637,Dom. 4 p. Pascha,4th Sunday after Easter,08051000,,
1638,"Dom. 4 p. Pascha,8",In 5th week after Easter,08051008,,
1639,Dom. 4 p. Pent.,4th Sunday after Pentecost,09041000,,
1640,"Dom. 4 p. Pent.,8",In 5th week after Pentecost,09041008,,
1642,Dom. 5 p. Epiph.,5th Sunday after Epiphany,05051000,,
1643,Dom. 5 p. Pascha,5th Sunday after Easter,08061000,,
1644,"Dom. 5 p. Pascha,8",In 6th week after Easter,08061008,,
1645,Dom. 5 p. Pent.,5th Sunday after Pentecost,09051000,,
1646,"Dom. 5 p. Pent.,8",In 6th week after Pentecost,09051008,,
1647,Dom. 6 p. Epiph.,6th Sunday after Epiphany,05061000,,
1648,Dom. 6 p. Pascha,6th Sunday after Easter,08071010,,
1649,Dom. 6 p. Pent.,6th Sunday after Pentecost,09061000,,
1650,"Dom. 6 p. Pent.,8",In 7th week after Pentecost,09061008,,
1651,Dom. 7 p. Pent.,7th Sunday after Pentecost,09071000,,
1652,"Dom. 7 p. Pent.,8",In 8th week after Pentecost,09071008,,
1653,Dom. 8 p. Pent.,8th Sunday after Pentecost,09081000,,
1654,"Dom. 8 p. Pent.,8",In 9th week after Pentecost,09081008,,
1655,Dom. 9 p. Pent.,9th Sunday after Pentecost,09091000,,
1656,"Dom. 9 p. Pent.,8",In 10th week after Pentecost,09091008,,
1657,Dom. Adventus,Sundays in Advent,01001000,,
1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")",08081000,,
1683,"Dom. Pentecostes,8",In week after Pentecost,08081008,,
1685,Dom. Quadragesimae,Sundays in Lent,07001000,,
1686,Dom. Quinquagesimae,Quinquagesima Sunday,06031000,,
1687,"Dom. Resurrect.,8",In week after Easter Sunday,08011008,,
1688,Dom. Resurrectionis,Easter Sunday,08011000,,
1689,Dom. Septuagesimae,Septuagesima Sunday,06011000,,
1690,Dom. Sexagesimae,Sexagesima Sunday,06021000,,
1658,Dom. de Passione,5th Sunday of Lent (Passion Sunday),07051000,,
1659,Dom. in Palmis,Palm Sunday,07061000,,
1660,Dom. inf. Oct.Apost.,Sunday after Peter and Paul,14062901,,
4458,Dom. infra oct. Edithae,Sunday within the octave of Edith,14091641,,
1661,Dom. mensis Augusti,Sundays in August,11080100,,
1662,Dom. mensis Nov.,Sundays in November,11110100,,
1663,Dom. mensis Octobris,Sundays in October,11100100,,
1664,Dom. mensis Sept.,Sundays in September,11090100,,
1665,Dom. p. Ascensionem,Sunday after Ascension,08071000,,
1666,Dom. p. Assumptionem,Sunday after Assumption of Mary,14081501,,
1667,Dom. p. Cor. Christi,Sunday after Corpus Christi,09021010,,
1668,Dom. p. Ded. Eccl.,Sunday after Dedication of a Church,12008001,,
1669,Dom. p. Epiphaniam,Sundays after Epiphany,05001000,,
1670,Dom. p. Gaugerici,Sunday after Gaugericus,14081111,,
1671,Dom. p. Jacobi,Sunday after James the Greater,14072501,,
1672,Dom. p. Jo. Bapt.,Sunday after John the Baptist,14062401,,
1673,Dom. p. Mariae Mag.,Sunday after Mary Magdalene,14072201,,
1674,Dom. p. Martini,Sunday after Martin,14111101,,
1675,Dom. p. Nat. Dom.,Sunday after Christmas,03021000,,
1676,Dom. p. Nat. Mariae,Sunday after Birthday of Mary,14090801,,
1677,Dom. p. Oct. Nat.,Sunday after Octave of Christmas,03031000,,
1678,Dom. p. Pent.,Sundays after Pentecost,09001000,,
1679,Dom. p. Rel. Ved.,Sunday after Return of Vaast's relics,14071501,,
1680,Dom. p. Tr. Vedasti,Sunday after Vaast's Translation,14100501,,
1681,Dom. p. Vedasti,Sunday after Vaast,14020601,,
1684,Dom. per annum,"Sundays, Ferial Office",04001000,,
2090,Dom. ult. ante Adv.,The last Sunday before Advent,09991010,,
1691,Dom.1 mensis Augusti,First Sunday in August,11081100,,
1692,Dom.1 mensis Nov.,First Sunday in November,11111100,,
1693,Dom.1 mensis Oct.,First Sunday in October,11101100,,
1694,Dom.1 mensis Sept.,First Sunday in September,11091100,,
1695,Dom.2 mensis Augusti,Second Sunday in August,11082100,,
1696,Dom.2 mensis Sept.,Second Sunday in September,11092100,,
1697,Dom.3 mensis Sept.,Third Sunday in September,11093100,,
1698,Dom.4 mensis Sept.,Fourth Sunday in September,11094100,,
1699,Dom.p.Om.Sanctorum,Sunday after All Saints' Day,14110101,,
1701,Dominica TP,"Sundays, Eastertide",08001000,,
1700,Dominica in estate,Sundays in summer,10001000,,
4474,Dominici,"Dominic, founder of the Order of Friars Preachers",14080430,8,4
4618,Dominici Silensis,"Dominic of Silos, Abbot",14122010,12,20
4475,"Dominici,8",In week after Dominic,14080438,,
2457,Donati,"Donatus, Bishop of Arezzo",14080700,8,7
2596,Donatiani,"Donatianus, Bishop of Reims",14101310,10,13
2191,Dorotheae,"Dorothy, Virgin Martyr",14020610,2,6
2266,Dunstani,"Dunstan, Archbishop of Canterbury",14051920,5,19
2528,Duodecim Fratrum,"Twelve Brothers, Martyrs",14090140,9,1
2321,Eadburgae,"Eadburga, Abbess at Winchester",14061530,6,15
4293,Edithae,"Edith (Eadgith) of Wilton, Virgin, Daughter of King Edgar",14091640,,
4294,"Edithae,8",In week after Edith,14091648,,
2677,Edmundi,"Edmund, King and Martyr",14112000,11,20
4493,Edmundi Archiepiscopi,"Edmund of Abingdon (Edmund Rich), Archbishop of Canterbury",14111620,11,16
2648,"Edwardi, Conf.","Edward III, Confessor, King of England (son of Ethelred the Unready)",14101330,10,13
2132,"Edwardi, Conf., de morte","Death of Edward III, Confessor, King of England (son of Ethelred the Unready)",14010520,1,5
4295,"Edwardi, Mart.","Edward ""the Martyr"" (son of King Edgar the Peaceful)",14031810,3,18
2348,"Edwardi, Mart., transl.",Moving of Edward the Martyr's relics (son of King Edgar the Peaceful),14062010,6,20
2232,Egberti,"Egbert of Iona, Bishop",14042400,4,24
2733,Egwini,"Egwin, Bishop of Worcester",14123000,12,30
1702,"Egwini,8",In week after Egwin,14123008,,
2267,Elev. Elis. Hung.,Elevation of Elizabeth's relics,14050210,5,2
1703,"Elev. Elis. Hung.,8",In week after Elizabeth's Elevation,14050218,,
2133,Elevat. Auberti,Elevation of Aubertus's relics,14012410,1,24
2529,Elevat. Gaugerici,Elevation of Gaugericus's relics,14092400,9,24
2530,Elevatio Amandi,Elevation of Amand's relics,14092000,9,20
2371,Eliae,"Elijah, Prophet",14072020,7,20
1704,"Eliae,8",In week after Elijah,14072028,,
2734,Eligii,"Eligius (Eloi), Bishop of Noyon",14120100,12,1
4595,Elisabeth Hung.,"Elizabeth of Hungary, and of Thuringia, Widow",14111900,11,19
1705,"Elisabeth Hung.,8",In week after Elizabeth of Hungary,14111908,,
2854,Elisabeth Reginae Portugalliae,"Elisabeth (Isabel), Widow, Queen of Portugal",14070830,7,8
2322,Elisei,"Elisha, Prophet",14061410,6,14
1706,"Elisei,8",In week after Elisha,14061418,,
2134,Emerentianae,"Emerentiana, Virgin Martyr",14012300,1,23
4296,Emerici,"Emeric, Confessor, Son of King Stephen of Hungary",14110500,,
2531,Emmerami,"Emmeramus, Bishop",14092210,9,22
2135,Epiphania,Epiphany,05010600,1,6
1707,"Epiphania,8",In week after Epiphany,05010608,,
2323,Erasmi,"Erasmus, Bishop and Martyr",14060300,6,3
2268,Erici,"Eric IX of Sweden, King and Martyr",14051800,5,18
2324,Eskilli,"Eskill, Bishop of Northanscog and Martyr",14061220,6,12
2458,Ethelwoldi,"Ethelwold, Bishop of Wincester",14080130,8,1
4189,Eucharii,"Eucharius, First Bishop of Trier",14120810,12,8
2679,Eugenii,"Eugene, Martyr, Disciple of Denis",14111500,11,15
4557,Eulaliae Emeritensis,"Eulalia of Mérida, Virgin Martyr",14121010,12,10
2532,Euphemiae,"Euphemia, Virgin and Martyr",14091610,9,16
2459,"Eupli, Leucii","Euplus, Deacon Martyr; and Leucius, Bishop Confessor",14081210,8,12
2460,Eusebii,Eusebius of Rome,14081400,8,14
4297,Eusebii Episcopi,"Eusebius, Bishop of Vercelli",14121610,,
4476,Eustachii,"Eustachius (Eustasius, Eustace), Martyr",14092010,9,20
2680,Eustachii,"Eustachius (Eustace), Martyr",14110200,11,2
2735,Eustratii et Soc.,"Eustratius et al, Martyrs",14121350,12,13
2269,Euticii,"Euticius (Eutice, Euthycius), Martyr",14051500,5,15
2233,Eutropii,"Eutropius, Bishop of Saintes, Martyr",14043010,4,30
2533,Evurtii,"Evurtius (Euvert), Bishop",14090700,9,7
1708,"Exalt. Crucis,8",In week after Holy Cross Day,14091408,,
2534,Exaltatio Crucis,Holy Cross Day (Exaltation of the Cross),14091400,9,14
2136,Exceptio Marcelli,Reception of the Relics of Pope Marcellus I at Cluny,14010540,1,5
2769,Exspectationis BMV,The Expectation of Mary (The Expectation of the Birth of Jesus),14121810,12,18
2137,"Fabiani, Sebastiani","Pope Fabian and Sebastian, Martyrs",14012000,1,20
2192,"Faustini, Jovitae","Faustinus and Jovita, Martyrs",14021500,2,15
2372,Felicis,"Felix, Bishop and Martyr (falsely called Pope Felix II)",14072900,7,29
2138,Felicis Nolani,"Felix of Nola, Confessor",14011410,1,14
4190,Felicis Valesius,"Felix of Valois, Confessor, Founder of the Trinitarians",14112010,11,20
2461,"Felicis, Adaucti","Felix and Adauctus, Martyrs",14083000,8,30
4191,"Felicis, Pont.","Felix I, Martyr and Pope",14053000,5,30
2535,"Felicis, Regulae","Felix and Regula, Martyrs",14091110,9,11
2462,"Felicissimi, Agapiti","Felicissimus and Agapetus, Marytrs",14080620,8,6
2681,Felicitatis,"Felicitatis, Matron and Martyr",14112310,11,23
1709,Fer. 2 Adventus,Mondays in Advent,01002000,,
1710,Fer. 2 Cor. Christi,Monday after Corpus Christi,09022000,,
1712,Fer. 2 Hebd. 1 Adv.,"Monday, 1st week, Advent",01012000,,
1713,Fer. 2 Hebd. 1 Quad.,"Monday, 1st week, Lent",07012000,,
1714,Fer. 2 Hebd. 2 Adv.,"Monday, 2nd week, Advent",01022000,,
1716,Fer. 2 Hebd. 2 Quad.,"Monday, 2nd week, Lent",07022000,,
1715,Fer. 2 Hebd. 2 p.Ep.,"Monday, 2nd week after Epiphany",05022000,,
1717,Fer. 2 Hebd. 3 Adv.,"Monday, 3rd week, Advent",01032000,,
1719,Fer. 2 Hebd. 3 Pasc.,"Monday, 3rd week after Easter",08032000,,
1720,Fer. 2 Hebd. 3 Quad.,"Monday, 3rd week, Lent",07032000,,
1718,Fer. 2 Hebd. 3 p.Ep.,"Monday, 3rd week after Epiphany",05032000,,
1721,Fer. 2 Hebd. 4 Adv.,"Monday, 4th week, Advent",01042000,,
1723,Fer. 2 Hebd. 4 Pasc.,"Monday, 4th week after Easter",08042000,,
1724,Fer. 2 Hebd. 4 Quad.,"Monday, 4th week, Lent",07042000,,
1722,Fer. 2 Hebd. 4 p.Ep.,"Monday, 4th week after Epiphany",05042000,,
1726,Fer. 2 Hebd. 5 Pasc.,"Monday, 5th week after Easter",08052000,,
1725,Fer. 2 Hebd. 5 p.Ep.,"Monday, 5th week after Epiphany",05052000,,
1728,Fer. 2 Maj. Hebd.,"Monday, Holy Week",07062000,,
1734,Fer. 2 Pent.,Pentecost Monday,08082000,,
1735,Fer. 2 Quadragesimae,Mondays in Lent,07002000,,
1736,Fer. 2 Quinquages.,Quinquagesima Monday,06032000,,
1737,Fer. 2 Septuagesimae,Septuagesima Monday,06012000,,
1738,Fer. 2 Sexagesimae,Sexagesima Monday,06022000,,
1739,Fer. 2 Trinitate,Trinity Monday,09012000,,
1711,Fer. 2 de Passione,"Monday, 5th week, Lent",07052000,,
1727,Fer. 2 in Letaniis,Rogation Monday,08062000,,
1858,Fer. 2 in estate,Mondays in summer,10002000,,
1729,Fer. 2 p. Ascensio.,"Monday, week after Ascension",08072000,,
1730,Fer. 2 p. Epiphaniam,"Monday, 1st week after Epiphany",05012000,,
1731,Fer. 2 p. Nat. Dom.,"Monday, week after Christmas",03022000,,
1732,Fer. 2 p. Oct.Pasch.,"Monday, 2nd week after Easter",08022000,,
1733,Fer. 2 p. Pascha,Easter Monday,08012000,,
1859,Fer. 2 per annum,"Mondays, Ferial Office",04002000,,
1740,Fer. 3 Adventus,Tuesdays in Advent,01003000,,
1741,Fer. 3 Cor. Christi,Tuesday after Corpus Christi,09023000,,
1743,Fer. 3 Hebd. 1 Adv.,"Tuesday, 1st week, Advent",01013000,,
1744,Fer. 3 Hebd. 1 Quad.,"Tuesday, 1st week, Lent",07013000,,
1745,Fer. 3 Hebd. 2 Adv.,"Tuesday, 2nd week, Advent",01023000,,
1747,Fer. 3 Hebd. 2 Quad.,"Tuesday, 2nd week, Lent",07023000,,
1746,Fer. 3 Hebd. 2 p.Ep.,"Tuesday, 2nd week after Epiphany",05023000,,
1748,Fer. 3 Hebd. 3 Adv.,"Tuesday, 3rd week, Advent",01033000,,
1750,Fer. 3 Hebd. 3 Pasc.,"Tuesday, 3rd week after Easter",08033000,,
1751,Fer. 3 Hebd. 3 Quad.,"Tuesday, 3rd week, Lent",07033000,,
1749,Fer. 3 Hebd. 3 p.Ep.,"Tuesday, 3rd week after Epiphany",05033000,,
1752,Fer. 3 Hebd. 4 Adv.,"Tuesday, 4th week, Advent",01043000,,
1753,Fer. 3 Hebd. 4 Pasc.,"Tuesday, 4th week after Easter",08043000,,
1754,Fer. 3 Hebd. 4 Quad.,"Tuesday, 4th week, Lent",07043000,,
4299,Fer. 3 Hebd. 4 p.Ep.,"Tuesday, 4th week after Epiphany",05043000,,
1755,Fer. 3 Hebd. 5 Pasc.,"Tuesday, 5th week after Easter",08053000,,
4300,Fer. 3 Hebd. 5 p.Ep.,"Tuesday, 5th week after Epiphany",05053000,,
1757,Fer. 3 Maj. Hebd.,"Tuesday, Holy Week",07063000,,
1763,Fer. 3 Pent.,Pentecost Tuesday,08083000,,
1764,Fer. 3 Quadragesimae,Tuesdays in Lent,07003000,,
1765,Fer. 3 Quinquages.,Quinquagesima Tuesday,06033000,,
1766,Fer. 3 Septuagesimae,Septuagesima Tuesday,06013000,,
1767,Fer. 3 Sexagesimae,Sexagesima Tuesday,06023000,,
1768,Fer. 3 Trinitate,Trinity Tuesday,09013000,,
1742,Fer. 3 de Passione,"Tuesday, 5th week, Lent",07053000,,
1756,Fer. 3 in Letaniis,Rogation Tuesday,08063000,,
1862,Fer. 3 in estate,Tuesdays in summer,10003000,,
1758,Fer. 3 p. Ascensio.,"Tuesday, week after Ascension",08073000,,
1759,Fer. 3 p. Epiphaniam,"Tuesday, 1st week after Epiphany",05013000,,
1760,Fer. 3 p. Nat. Dom.,"Tuesday, week after Christmas",03023000,,
1761,Fer. 3 p. Oct.Pasch.,"Tuesday, 2nd week after Easter",08023000,,
1762,Fer. 3 p. Pascha,Easter Tuesday,08013000,,
1863,Fer. 3 per annum,"Tuesdays, Ferial Office",04003000,,
1769,Fer. 4 Adventus,Wednesdays in Advent,01004000,,
1770,Fer. 4 Cinerum,Ash Wednesday,06034000,,
1771,Fer. 4 Cor. Christi,Wednesday after Corpus Christi,09024000,,
1773,Fer. 4 Hebd. 1 Adv.,"Wednesday, 1st week, Advent",01014000,,
1774,Fer. 4 Hebd. 1 Quad.,"Wednesday, 1st week, Lent",07014000,,
1775,Fer. 4 Hebd. 2 Adv.,"Wednesday, 2nd week, Advent",01024000,,
1777,Fer. 4 Hebd. 2 Quad.,"Wednesday, 2nd week, Lent",07024000,,
1776,Fer. 4 Hebd. 2 p.Ep.,"Wednesday, 2nd week after Epiphany",05024000,,
1778,Fer. 4 Hebd. 3 Adv.,"Wednesday, 3rd week, Advent",01034000,,
1780,Fer. 4 Hebd. 3 Pasc.,"Wednesday, 3rd week after Easter",08034000,,
1781,Fer. 4 Hebd. 3 Quad.,"Wednesday, 3rd week, Lent",07034000,,
1779,Fer. 4 Hebd. 3 p.Ep.,"Wednesday, 3rd week after Epiphany",05034000,,
1782,Fer. 4 Hebd. 4 Adv.,"Wednesday, 4th week, Advent",01044000,,
1783,Fer. 4 Hebd. 4 Pasc.,"Wednesday, 4th week after Easter",08044000,,
1784,Fer. 4 Hebd. 4 Quad.,"Wednesday, 4th week, Lent",07044000,,
4301,Fer. 4 Hebd. 4 p.Ep.,"Wednesday, 4th week after Epiphany",05044000,,
1785,Fer. 4 Hebd. 5 Pasc.,"Wednesday, 5th week after Easter",08054000,,
4302,Fer. 4 Hebd. 5 p.Ep.,"Wednesday, 5th week after Epiphany",05054000,,
1788,Fer. 4 Maj. Hebd.,"Wednesday, Holy Week",07064000,,
1794,Fer. 4 Pent.,Pentecost Wednesday,08084000,,
1795,Fer. 4 Q.T. Adventus,"Ember Day, Advent (Wednesday)",01034009,,
4304,Fer. 4 Q.T. Pent.,"Ember Day, Pentecost (Wednesday)",08084009,,
1796,Fer. 4 Q.T. Quad.,"Ember Day, Lent (Wednesday)",07014009,,
1797,Fer. 4 Q.T. Sept.,"Ember Day, September (Wednesday)",11090409,,
1798,Fer. 4 Quadragesimae,Wednesdays in Lent,07004000,,
1799,Fer. 4 Septuagesimae,Septuagesima Wednesday,06014000,,
1800,Fer. 4 Sexagesimae,Sexagesima Wednesday,06024000,,
1801,Fer. 4 Trinitate,Trinity Wednesday,09014000,,
1772,Fer. 4 de Passione,"Wednesday, 5th week, Lent",07054000,,
1786,Fer. 4 in Letaniis,Rogation Wednesday,08064000,,
4303,Fer. 4 in Pent. 17,Wednesday in the 17th week after Pentecost,09164000,,
1787,Fer. 4 in Pent. 19,Wednesday in the 19th week after Pentecost,09184000,,
1865,Fer. 4 in estate,Wednesdays in summer,10004000,,
1789,Fer. 4 p. Ascensio.,"Wednesday, week after Ascension",08074000,,
1790,Fer. 4 p. Epiphaniam,"Wednesday, 1st week after Epiphany",05014000,,
1791,Fer. 4 p. Nat. Dom.,"Wednesday, week after Christmas",03024000,,
1792,Fer. 4 p. Oct.Pasch.,"Wednesday, 2nd week after Easter",08024000,,
1793,Fer. 4 p. Pascha,Easter Wednesday,08014000,,
1866,Fer. 4 per annum,"Wednesdays, Ferial Office",04004000,,
1803,Fer. 5 Hebd. 1 Adv.,"Thursday, 1st week, Advent",01015000,,
1804,Fer. 5 Hebd. 1 Quad.,"Thursday, 1st week, Lent",07015000,,
1805,Fer. 5 Hebd. 2 Adv.,"Thursday, 2nd week, Advent",01025000,,
1807,Fer. 5 Hebd. 2 Quad.,"Thursday, 2nd week, Lent",07025000,,
1806,Fer. 5 Hebd. 2 p.Ep.,"Thursday, 2nd week after Epiphany",05025000,,
1808,Fer. 5 Hebd. 3 Adv.,"Thursday, 3rd week, Advent",01035000,,
1809,Fer. 5 Hebd. 3 Pasc.,"Thursday, 3rd week after Easter",08035000,,
1810,Fer. 5 Hebd. 3 Pent.,"Thursday, 3rd week after Pentecost",09025010,,
1811,Fer. 5 Hebd. 3 Quad.,"Thursday, 3rd week, Lent",07035000,,
4305,Fer. 5 Hebd. 3 p.Ep.,"Thursday, 3rd week after Epiphany",05035000,,
1812,Fer. 5 Hebd. 4 Adv.,"Thursday, 4th week, Advent",01045000,,
1813,Fer. 5 Hebd. 4 Pasc.,"Thursday, 4th week after Easter",08045000,,
1814,Fer. 5 Hebd. 4 Quad.,"Thursday, 4th week, Lent",07045000,,
4306,Fer. 5 Hebd. 4 p.Ep.,"Thursday, 4th week after Epiphany",05045000,,
1815,Fer. 5 Hebd. 5 Pasc.,"Thursday, 5th week after Easter",08055000,,
4307,Fer. 5 Hebd. 5 p.Ep.,"Thursday, 5th week after Epiphany",05055000,,
1821,Fer. 5 Pent.,Pentecost Thursday,08085000,,
1823,Fer. 5 Q.T. Adventus,"Ember Day, Advent (Thursday)",01035009,,
4548,Fer. 5 Q.T. Pent.,"Ember Day, Pentecost (Thursday)",08085009,,
1824,Fer. 5 Quadragesimae,Thursdays in Lent,07005000,,
1825,Fer. 5 Septuagesimae,Septuagesima Thursday,06015000,,
1826,Fer. 5 Sexagesimae,Sexagesima Thursday,06025000,,
1802,Fer. 5 de Passione,"Thursday, 5th week, Lent",07055000,,
1816,Fer. 5 in Cena Dom.,Holy Thursday (Maundy Thursday),07065000,,
1868,Fer. 5 in estate,Thursdays in summer,10005000,,
1817,Fer. 5 p. Epiphaniam,"Thursday, 1st week after Epiphany",05015000,,
1818,Fer. 5 p. Nat. Dom.,"Thursday, week after Christmas",03025000,,
1819,Fer. 5 p. Oct.Pasch.,"Thursday, 2nd week after Easter",08025000,,
1820,Fer. 5 p. Pascha,Easter Thursday,08015000,,
1869,Fer. 5 per annum,"Thursdays, Ferial Office",04005000,,
1822,Fer. 5 post Cineres,Thursday after Ash Wednesday,06035000,,
1827,Fer. 6 Cor. Christi,Friday after Corpus Christi,09016000,,
1829,Fer. 6 Hebd. 1 Adv.,"Friday, 1st week, Advent",01016000,,
1830,Fer. 6 Hebd. 1 Quad.,"Friday, 1st week, Lent",07016000,,
1831,Fer. 6 Hebd. 2 Adv.,"Friday, 2nd week, Advent",01026000,,
1833,Fer. 6 Hebd. 2 Quad.,"Friday, 2nd week, Lent",07026000,,
1832,Fer. 6 Hebd. 2 p.Ep.,"Friday, 2nd week after Epiphany",05026000,,
1834,Fer. 6 Hebd. 3 Adv.,"Friday, 3rd week, Advent",01036000,,
1835,Fer. 6 Hebd. 3 Pasc.,"Friday, 3rd week after Easter",08036000,,
1836,Fer. 6 Hebd. 3 Quad.,"Friday, 3rd week, Lent",07036000,,
4308,Fer. 6 Hebd. 3 p.Ep.,"Friday, 3rd week after Epiphany",05036000,,
1837,Fer. 6 Hebd. 4 Adv.,"Friday, 4th week, Advent",01046000,,
1838,Fer. 6 Hebd. 4 Pasc.,"Friday, 4th week after Easter",08046000,,
1839,Fer. 6 Hebd. 4 Quad.,"Friday, 4th week, Lent",07046000,,
4309,Fer. 6 Hebd. 4 p.Ep.,"Friday, 4th week after Epiphany",05046000,,
1840,Fer. 6 Hebd. 5 Pasc.,"Friday, 5th week after Easter",08056000,,
4310,Fer. 6 Hebd. 5 p.Ep.,"Friday, 5th week after Epiphany",05056000,,
1848,Fer. 6 Pent.,Pentecost Friday,08086000,,
1850,Fer. 6 Q.T. Adventus,"Ember Day, Advent (Friday)",01036009,,
4312,Fer. 6 Q.T. Pent.,"Ember Day, Pentecost (Friday)",08086009,,
1851,Fer. 6 Q.T. Quad.,"Ember Day, Lent (Friday)",07016009,,
1852,Fer. 6 Q.T. Sept.,"Ember Day, September (Friday)",11090609,,
1853,Fer. 6 Quadragesimae,Fridays in Lent,07006000,,
1854,Fer. 6 Septuagesimae,Septuagesima Friday,06016000,,
1855,Fer. 6 Sexagesimae,Sexagesima Friday,06026000,,
1828,Fer. 6 de Passione,"Friday, 5th week, Lent",07056000,,
1841,Fer. 6 in Parasceve,Good Friday,07066000,,
4311,Fer. 6 in Pent. 17,Friday in the 17th week after Pentecost,09166000,,
1871,Fer. 6 in estate,Fridays in summer,10006000,,
1842,Fer. 6 p. Ascensio.,Friday after Ascension,08066000,,
1843,Fer. 6 p. Epiphaniam,"Friday, 1st week after Epiphany",05016000,,
1844,Fer. 6 p. Nat. Dom.,"Friday, week after Christmas",03026000,,
1845,Fer. 6 p. Oct. Asc.,"Friday, after the Octave of Ascension",08076000,,
1846,Fer. 6 p. Oct.Pasch.,"Friday, 2nd week after Easter",08026000,,
1847,Fer. 6 p. Pascha,Easter Friday,08016000,,
1872,Fer. 6 per annum,"Fridays, Ferial Office",04006000,,
1849,Fer. 6 post Cineres,Friday after Ash Wednesday,06036000,,
1860,Feria 2 TP,"Mondays, Eastertide",08002000,,
1856,Feria 2 de Job,"Summer Histories, from Job, for Mondays",10302000,,
