type,id,title,mode,volpiano,source_id,siglum
chant,544337,,2,1---a---cd---f--fef--de---ddc---c---d--f--f---f---fg--f---efedc-de--df-gf-fe---defede--ed---f--gh---hg-ge--fg---fge-fede---ed---d7---defedc--d--fe-fgf---fede---dc---3---da-cde--d--d---d--d--de--d--d---de--d--dc-dfgfe-fgfg---gf---fg---fgf-fede---ed---fd-efe7---d--defede--ed---4,123667,A-Wn
chant,544338,,2,1---cd-ffg--f---f---f---fe--fg---ef--defe--ed---d---cd---d--d--d---d--d--de--d--d---d--d--defedc--d7--fe-fgf---fede--dc---3---da-cde---3,123667,A-Wn
chant,544342,,2,1---cdf--d--d---f---fef--de--ddc---d--f---efedc-de--d--df-gf-fe---defede--ed---3---f---gh---hg-ge--fg---fge-fede--ed---dfec--ff--gf-fe77---defede--ed---4,123667,A-Wn
chant,544343,,2,1---d--cdf-fg--f---f---gh--g--f---f---fe--fg--ef---defe--ed---d---cd--d---d--d--defedc---d--fe--fgf-fede---dc---3---f---gh7---3,123667,A-Wn
chant,544346,,2,1---c--df--fe---gh--fe---d--dfd-dc---fgh--h--g--e---g---g--h--g---f--e---d--d---d--ca---c---d--f--e7---d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544353,,2,1---a---cdf--d---f--fe-fgde--ddc---d--f--efedc-de---df-gf-fe---d--defede--ed---3---f---gh---h--hgfe-fede--ed---defedc--d--fe-fgf--fede--dc7---a--c--d--dfec--df-gf-fe---defede--ed---4,123667,A-Wn
chant,544354,,2,1---cd-ffg--f--f---f---gh--g--f---f--f---fe--fg--ef---defe--ed---d---cd---d7--d---de--d---defedc--d--fe-fgf---fede--dc---3---f---gh---h---3,123667,A-Wn
chant,544384,,2,1---d--c--d--d--f---fef--de--ddc---c---d--f---efedc-de--df-gf-fe--defede--ed---f--gh--hg-ge7--fg---fg--efede--ed---de--d--d--d--dC---6------6---de--d---defedc--d--fe-fgf--fede--dc---3---cdf---f--fe---d--dfgfe-fgfg--gf7---f--fg--f---f--fedc-de--d---d---fd-efe--defede--ed---4,123667,A-Wn
chant,544385,,2,1---d---d--cd-ffg--f---gh--g--f---f--f---fg--f---f--fe---fg--ef7--d--defe--ed---d--cd--d--d---defedc--d--fe-fgf---fede--dc---3---cdf---f---3,123667,A-Wn
chant,544388,,2,1---a--cdf--d--d---d--d---f---fe-fgde--ddc---d--f--efedcd--df-gf-fe---defede--ed---f7--fgh--hgfe-fede---ed---d---d--de--d---defed--d--fe-fgf---fede--dc---3---d--de--d---d---d--dc-dfgfe-fgfg--gf---fgh--hgfe-fgfe---defef7--ed---4,123667,A-Wn
chant,544389,,2,1---d--cd-ffg--f---f---f--gh--g---f---ffE--fg---ef--defe--ed---d---cd--d--d--d---de--d--d---d77--defedc--d--fe-fgf--fede---dc---3---d--de--d---3,123667,A-Wn
chant,544399,,2,1---df--d--d---de--d7---d--d--c--df--eD---c--c---ef---g--f--d---fg---ef---e--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544418,,2,1---f--fed--df---c--d--f--f---f--f--fg---fed--df---c---d7--fD--ef---e--cd---c--c---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544434,,2,1---a--a--cdf--d---d--d--de--d---d--d7--f--fef--de---dc---c---d---fg--f--f---f--f--f--fg--f--fe---d--fd-efe---defede--ed---ffE--fg--fe7--fg---fg--efede--ed---d--de--d--defedc---d--fe-fgf--fede--dc---3---cd---fe-fg--gf-fed--d-cdedcd---defef--ed---4,123667,A-Wn
chant,544435,,2,1---d---cdf-fg--f7---gh--g--f---f--f--f---fg--f---f---fe--fg--ef---defe--ed---d---d--d--defedc---d--fe-fgf---fede--dc---3---cd---fe-fg77---3,123667,A-Wn
chant,544438,,2,1---cdf--d---d--d--f---fef--de--dc---c--d--f---efed-de--df-gf-fe---d--defede7--ed---fghg-hij--h---h---hg-gE--fg---fg--efede--ed---d---de--d---defedc--d---fe-fgf--fede--ddc---3---d---da--cdf--d--de--d7---d--dc-dfgfe-fgfg--gf---f--fgf-fe---dc--d--fd-efe---d--defede--ed---4,123667,A-Wn
chant,544439,,2,1---cdf-fg--f--fe---fg--ef---defe--ed---d---cd--d---d7---d--d--defedc---d--fe-fgf---fede--dc---3---d---da---3,123667,A-Wn
chant,544446,,2,1---da--cdf--d--d---d7--d---d---d--efe---dC---d--fe---de--e---e---g---g---h--g--fe--d---d---f--f---f--f--e--d---e7--d--c---d---dc--cf--e--d--d---4---h--h--g--e--f7---3,123667,A-Wn
chant,544455,,2,1---df--d--d---d--d---de--d---d---dc--d--f---f--e---c---f---g---fd--f--f--ef7---gfe---d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544458,,2,1---f--f--fe---d---d--c---d--f7---ffg--f--f---fhgh---g--fg--f---fg--f---fe--c---efE--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544463,,2,1---f--fed--df---cd--ff---c--d---f--fgf--fef---c---d--f--e--d---e--d---c--d---f--fe7---d--e--d---c---d--fe---de--d---de-fg-hgh--d---ef---g--fe--d---cf-gf--f---f--f---f--fed--df---c---df--ff--df---f--g7--f---fe--d---edc-de--d---c---df---f---fe--dc---d--fe--d--d---4,123667,A-Wn
chant,544464,,2,1---c--d---f--f--f--f--f---f--f--f--g--f---3---d--f7--f--f--f--f--f--f--f--f--e--d--c--d---4,123667,A-Wn
chant,544470,,2,1---g--h7---f--f---f--f--f--e---c--d---3,123667,A-Wn
chant,544489,,2,1---c--d--f--g---e---f--d---d---d--c--d--f--g---c--d--c7---g--g---h--g--e---f--g--e---f--d---cd--fe---cf--d--d---4,123667,A-Wn
chant,544490,,2,1---c---d--f---f--f---f---f--g--f---f---f--f--f--f7---e---c--d---3,123667,A-Wn
chant,544495,,2,1---c--d--f--ef---d---f--f7---f--e---fg--g---c--d--fg--e---fe---d--d---4,123667,A-Wn
chant,544496,,2,1---c---d--f--f---f--f---f--f---f--e---c--d---3---c--d7---3,123667,A-Wn
chant,544499,,2,1---d--cdca---cd--d7---fe-fg--defedcd---dc---c---d--f---efedcd--df-gf-fe---d--defede--ed---dg--gf-fe---dc---defed-edcd--dc---c--e--gff---defedcd--dc7---3---c--d--f---fe--cd---d--defede--ed---dA---cde--d--df-fd-ed-dc---cd---fg--efg-hf-gfe---defef--ed---4,123667,A-Wn
chant,544500,,2,1---cdf-fg--fE---fg7--ef---defe--ed---d--cd--d---d--d---de--d---defedc---d--fe-fgf--fede--dc---3---c--d---3,123667,A-Wn
chant,544512,,2,1---d--dfC--f---fef--de--ddc---c--e--g7---fe---d--f--efgfe-fee--ed---cd--fd-fg--g---fg--efedcd--dc---c---e--g--fe---d--f7--efgfe-fe-eD--ed---3---cd--fd-fg--g---fg--gfe-fedcd--dc---c---d--f--fecd--df-gf-fe---defede--ed---4,123667,A-Wn
chant,544513,,2,1---d---cdf-fg--f---gh7--g--f---f--f--f--f---fg--f---f---fe--fg--ef---defe--ed---d---cd--d---de--d---d--d--defedc---d---fe-fgf--fede--dc77---3---cd--fd-fg--g---3,123667,A-Wn
chant,544516,,2,1---cdf--d---d--f---fe-fgde--ddc---d--f--fecd--dfgfe-fgfg---gf---fe---fg7--gf-fed--fd-efe---defede--ed---dC---f---ghg--h--g---fe--fg--fge-fede--ed---d--g---ffe--dc---f--efgfe-fede--ed---d7--da---cde--d---de--d--dc-dfgfe-fgfg--gf---f--gh---h---hg-ge--fg---fg--efede--ed---f--ef---d--dC---ffE---fg--defedcd7--dc---3---ffE--fg---fgf-fe--cdfdf---efgf-gfe---ed--defef--ed---4,123667,A-Wn
chant,544517,,2,1---cdf-fg--f---gh--g---f---f---f--f---f--fg--f--f7---fe--fg---ef---defe--ed---d--defedc---d--fe-fgf---fede--dc---3---ffE--fg---3,123667,A-Wn
chant,544526,,2,1---d---cd--fe---d--f--dc---f--e--f---g--fe--c---eg--e--fE7---d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544534,,2,1---cD--defd--cD--d---dh--gfe--gh--h---d--fge-fd--cd--d---h--kl--llk-jhg--k---fgF--ed--fgh--gf-fe---d--efd--cd--d7---4---cd--dhj--h---3,123667,A-Wn
chant,544605,,2,1---cd--defd--cD--d7---3,123667,A-Wn
chant,544621,,2,1---d--fgf--df--efd-dc---df--f--f--ffe---d--efd--cD--d7---4---d--c--d---3,123667,A-Wn
chant,544629,,2,1---d--f--ef---d---dC---d---df-gff--fe---c---d--f---fe-eC--d--df-ge-fe---defede--ed7---df-gh--g---ge--g--f---fe--d---f--fgf---fede--dc---fd-efe--d---defede--ed---3---cd---fgh--g---ge--fg--fe--f---e7--f--gh--g---f---fe--d---dC--de--d---d--defedc--d--fe-fgf---fede--dc---cd--f--g--g---g--f--g--gfe-fedc-dc---df7--fed-df-gf-fe--defede--ed---4,123667,A-Wn
chant,544630,,2,1---d---cdf-fg--f--fE---fg---ef---d--defe--ed---d---cd--d---defedc--d---fe-fgf---fede--dc7---3---cd---fgh--g---3,123667,A-Wn
chant,544652,,2,1---a--cdf--d---d---3,123667,A-Wn
chant,544656,,2,1---a--cdf--d---d---d--f---fe-fgde--ddc---d--f--ef---d---c--ff---fg---gf-fed--fd-efe--defede--ed---3---f7--ghg--h--g---fg--f--fe---fg--fge-fede--ed---de--d---defedc--d--fe-fgf---fede--dc---cd--f--g--g---g--f7--g--gfe-fedc-dc---df--fed-df-gf-fe--defede--ed---4,123667,A-Wn
chant,544657,,2,1---d--d--cdf-fg--f---f--f--f--f--gh--g---f--fe---fg--ef---defe--ed7---d--cd--d---d---d---d--defedc--d--fe-fgf---fede--dc---3---f--ghg--h---3,123667,A-Wn
chant,544658,,2,1---a--cdf--d---d--d---de--d---df7--d--c---dfgfe-fgfg--gf---fg--gf-fd-fgf-gfe--defef--ed---3---f---fgh--hg-ge--e---g--fgh--fe--d---cF--fe--fd-edcd---dc---fD--f77--fe-ede--ed---a--cd-cd-efe-fecd-efed--defef--ed---4,123667,A-Wn
chant,544659,,2,1---d---d--cdf-fg--f---gh--g--f---fE--fg--ef---defe--ed---d--cd--d7--d---d--d---de--d---d--d--defedc--d--fe-fgf---fede--dc---3---f---fgh---3,123667,A-Wn
chant,544681,,2,1---c--cd---d--d---d---ef--g--fe---d--d---f--d--c---d---d--c--d--f--ef---g7--fe--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544687,,2,1---cD--defd--cD--d7---3,123667,A-Wn
chant,544712,,2,1---d--dA---cdede--ed---c--efe7--d---fd--fe---d--defede--ed---3---f---fgh--hgfe-fede--ed---de--d---defedc--d---fe-fgf--fede--dc---dfE--cfed--fgef7--ed---4,123667,A-Wn
chant,544713,,2,1---d---cdf-fg--f---gh--g--fe---fg--ef---d--defe--ed---d---cd--d--d---de--d---defedc--d---fe-fgf7--fede--dc---3---f---fgh---3,123667,A-Wn
chant,544750,,2,1---d--fgf--df--efd-dc---3,123667,A-Wn
chant,544764,,2,1---d--fgf--df--efd-dc---3,123667,A-Wn
chant,544772,,2,1---cD--defd--cD--d---3,123667,A-Wn
chant,544858,,2,1---c---cd---d--d7---dc--d---fe--de--d---d--e---fg--g---g--g---gF--de---dd--c---c---d---cf---fe---dc77--ef---d--d---d---fe---d--e--f---h--g---c--d---f--fe---dc--d--efe---d--d---d---f--e---d7--e--d---f--d---e--f---d--c---cd---f--f--ef---g--fe--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544861,,2,1---dd7---c---d--fE--fgfe---d--cd--d---df--d---dc--d---fE---de--ed--c---a--cd---dc--d---f--fg--f--f---f---f--f7--ef---g--fe--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544869,,2,1---dcd-efd---cd--d---fE---fgf--eD--cd--d---ddc--ca7--cd--d---fE---de--dd--c---defed--ed--cd--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,544877,,2,1---d--d--d--cd-dca-de7---df--d--dc---dfgfedf-fd--d---edd--cd--dfd-dc---fg---gfghgfg--gf---fe--dc--de--d--df-fd-ecd-fghged-ffed---cef--ed---3---d---dca--cd7--ff--defed-dc---fg-fghgfg--gf---fE--fg--gf-fe--dcf---efgfe-fe-eD--ed---cd---fg-fgh-hg--ed-de-fg-fh-ghfedcefE--ed---4,123667,A-Wn
chant,544902,,2,1---d--cd---dfgf-fe-eD--dc---d---dC--fg--g---dC--f---efd-ed--cd--d---3---cded-fe-fed-ecd---d---ddca7-cd-ed-fffed--ed---cd--d---4,123667,A-Wn
chant,544915,,2,1---dca-cd---dc--defd--d---d--de--edcd--c---c--d--e--fe7---d--cd--d---dgf-gfe--d---f--fe--d---c--d--fe---cd--d---d--ca--cde--d---d--dg--gfe--d---e--dc--d--efe---d--d77---4---k--k--k--j--g--h---3,123667,A-Wn
chant,544931,,2,1---d--fgf--df--efd-dc---df--f--ffe---d---efd--cd---d---4---d--c--d7---3,123667,A-Wn
chant,544936,,2,1---e--ded---c---ded-ef--e---e---ed-edcd--cdc-ca---cb--c---dc--dc-cb---d--cd---d--defede--ed---d---f--e--fe---defe7---fed-efed--cdfede--ed---de--d---defedc--d--fe-fgf---fede--ddc---dC---f--ghg---hgf-ghg-hij--hgg---fghg---hG--fghgfg--ghf-fd---fe--f--ghf--fe---f77--ghg--hgfe-fgfg--gf---3---fE--fgfe-fed-ed---dg--f---ef--dc-dc-ca---d---cd--defef--ed---4,123667,A-Wn
chant,544937,,2,1---d--cdf-fg--f---f--fe---fg--ef7---defe--ed---d--cd---d--d---d--de--d---defedc---d---fe-fgf---fede--dc---3---fE--fgfe-fed-ed---3,123667,A-Wn
chant,544971,,2,1---c--d--f--d---d---6------67---3,123667,A-Wn
chant,544974,,2,1---a--cdf--d--d---d--f--fef--de--ddc---dfec--df-gf-fe77---d--defede--ed---3---d--ff--fe--fg---fge-fede--ed---de--d--d---d--d--defedc--d--fe-fgf---fede--ddc---cd--fe--fg--fe---dC7--de---decd--cdc-ca---d---dfec--ff--gf-fe---d--defede--ed---4,123667,A-Wn
chant,544975,,2,1---d--cdf-fg--f--f---f--gh--g---f--fe--fg--ef---d--defe7---ed---d--cd---d--d---d--d--de--d--d---defedc--d---fe-fgf--fede--dc---3---d--f---3,123667,A-Wn
chant,544982,,2,1---cdf--d---d--dcd--cdc-ca---c---df--fe-fgfg7--gf---fgf-fe--dc---d---d---df-gf-fe---d--defede--ed---d--f--fg--g---g---g--gF--ghfg--gff-ded---efg---ggf--dc7--fgh---hgfef-gfg--gf---3---f---f--gh---h--h--hge---fed--dfd-dc---egh--g--fe---f--efgf-gfe--ed--defef--ed---4,123667,A-Wn
chant,544983,,2,1---d7---cdf-fg--f---f--f--gh--g---fe--fg--ef---defe--ed---d---cd--de--d---d--defedc---d--fe-fgf---fede--dc---3---f---f--gh7---3,123667,A-Wn
chant,544990,,2,1---dc---df-fe---dC---d--f---f--fd-edcd--dc---c--d--f---fg--f---efedc-de--df-gf-fe7---d--defede--ed---f---gh---hg-ge--fg---fge-fede--ed---d--defedc--d---fe-fgf--fede--ddc---3---d--da---cdf--d---d---d7--cfgfe-fgfg--gf---fghg-hij--h---hgfe-fgfg--gf---ef-ghf-fe---defef--ed---4,123667,A-Wn
chant,544991,,2,1---cdf-fg--f--f---gh--g---f--f---fe--fg--ef---defe--ed7---d---cd--d--d--d---de--d--d---d--d--d--d--d--defedc---d--fe-fgf--fede--dc---3---d--da---3,123667,A-Wn
chant,545010,,2,1---cdf--d---d---f---fe-fgde--ddc---dfec--ff--gf-fe7---defede--ed---f---fgh--hg-ge--fg---fge-fede--ed---d---defedc--d---fe-fgf--fede--ddc---3---d--da---cde--d---d7--dc-dfgfe-fgfg--gf---fgh--hg-ge-fg---fg--efede---ed---d--fd-efe---defede--ed---4,123667,A-Wn
chant,545011,,2,1---d---cdf-fg--f---gh--g--f---f--f7---f--f--fg--f---f---f--fe--fg--ef---defe--ed---d---cd--d---d---d--d---defedc--d--fe-fgf---fede--dc---3---d--da77---3,123667,A-Wn
chant,545038,,2,1---f--fe---d---f---f--fg--f---f---fe--d7---fe---fgf---fede--ddc---d---dE--d---d--d--defedc--d--fe-fgf---fede--dc---3---c---c--d--f--e---dfd-efE--cd--dc7-ca9-bdcb-cba---d--d--dfec--ff--gf-fe---defede--ed---4,123667,A-Wn
chant,545039,,2,1---d--d--cdf-fg--f--f---gh--g---f--f---f--fe--fg---ef--d--defe--ed---d--cd---d7--d---d--de--d---d--d--d--defedc--d--fe-fgf---fede--dc---3---c---c--d---3,123667,A-Wn
chant,545048,,2,1---cdf--d--d---d---f--fef--de--ddc---c---d--f--f--f---fg--f---ffE7--d---fd-efe---d--defede--ed---dg---fgf-fede---ed---d---de--d---d--de--d--d---d--defedc--d--fe-fgf---fede--ddc---de7--d--dc-dfgfe-fgfg---gf---3---ffe--dC---d--fd-efe---defede--ed---4,123667,A-Wn
chant,545049,,2,1---d--cdf-fg--f---f--f--fe--fg--ef---defe--ed---d---cd7--d--d---d--d---d--defedc---d---fe-fgf--fede--dc---3---ffe--dC---3,123667,A-Wn
chant,545050,,2,1---a--cdf--d---d---d---f--fe-fgde--ddc7---d--f--efedc-de--df-gf-fe---defede--ed---3---f---fghg-hijh---g--ffe--fg---fge-fede--ed---d---defedc--d7--fe-fgf--fede--ddc---a---cdcdf-ffdcb-cdcd---defede--ed---4,123667,A-Wn
chant,545051,,2,1---cdf-fg--f--f---f---f--f--f--fe---fg--ef--defe--ed7---d--cd--d---d--de--d--d---d--d--defedc---d--fe-fgf---fede--dc---3---f---fghg77---3,123667,A-Wn
chant,545061,,2,1---cdf--d---d---f--fef--de--ddc---d--f---efedcd--df-gf-fe---d--defede--ed---dgfe-fede7---ed---de--d---fE--fgf---fede--ddc---3---f---fe--d---efe--cdedcd--cdc-ca---d---dfec--ff--gf-fe---defede--ed---4,123667,A-Wn
chant,545062,,2,1---d--cdf-fg--f7---gh--g--f---fg--f---f--f--fe--fg---ef---defe--ed---d--d---defedc---d--fe-fgf--fede--dc---3---f---fe---3,123667,A-Wn
chant,545063,,2,1---d--cdca-cd--fd-efe7---dc--d--f--fede--ddc---d---ec--d--fd-efe--defede--ed---dg--f--f---f--egfe-fed-efef--ed---de--d--d---de--d---d7--d---defedc---d--fe-fgf---fede--ddc---3---cd---dgfg---d--dg--f---f---egfe-fed-efef--ed---d---fe--f--g--f7--fghgfe---fede--dcb-cd---d--cb-cdcd---de-fef--ed---4,123667,A-Wn
chant,545064,,2,1---d--d--cdf-fg--f---f--f--gh--g--f---fg--f---f---f--fe---fg--ef7--defe--ed---d---cd--d--d--d--d---de--d---defedc---d--fe-fgf---fede--dc---3---cd---dgfg---6------6---3,123667,A-Wn
chant,545073,,2,1---a--cdf--d---d---d---d--d--f---fef--de--ddc7---c---d--f--f--fg--f---efedc-de--d---df-gf-fe---defede--ed---3---cd---ffE--fg--fe--fg---fg--efede--ed---ffe--cdf--fd-efe--defede7---ed---4,123667,A-Wn
chant,545074,,2,1---d--d---cdf-fg--f---f--gh--g--f---f--f---fE--fg---ef---defe--ed---d---cd--d--d--d--d---de--d7---d---d--d--d--d---d--defedc---d---fe-fgf--fede--dc---3---cd---ffE---3,123667,A-Wn
chant,545209,,2,1---adc-de--d---d--de--e--d---defd-ed-dc---cded-ef--ef--e---efgf-gfe--defef--ed---dc---f--ghg---h--g---fg--gfe-fede--ed7---d---d--defedc---d--fe-fgf--fede--ddc---3---c--d---f--fe---d---dgf-gh--g---h--fg---fg--efede--ed---f--fedc-df--f---f7--e--ded--d---4,123667,A-Wn
chant,545210,,2,1---cdf-fg--f--f---gh--g---fe--fg--ef---defe--ed---d---cd--d--d--d---de--d---d--defedc---d--fe-fgf7---fede--dc---3---c--d---f--fe---3,123667,A-Wn
chant,545253,,2,1---d--d---df--d--c---3,123667,A-Wn
chant,545276,,2,1---dd---c---d--e---f--g--fe---d---c--d--f---fd---e--d--c--c7---ec--d---f--e---c--d--ef---d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545279,,2,1---d---ef--g--g---e---fE--d---d--f--e---fg--g---d--f--e---f--d7--c---df--e---cf--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545304,,2,1---d--dd---c--d--f--e--d---c---d---f--e---d--fg7--g---f--ef---dfcd--cd-dca---cB--cd---d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545342,,2,1---cD--defd--d---3,123667,A-Wn
chant,545433,,2,1---a--a--cdf7--d---d---d--f---fef--de--ddc---df-gf-fe---d--defede--ed---f---ffe--fg---fge-fede--ed---defedc--dfe-fgf--fede--ddc7---3---a--a---cde--d---defd-ed-dc---dfec---ff--gf-fe---d--defede--ed---4,123667,A-Wn
chant,545434,,2,1---cdf-fg--f---f--gh--g---f---fg--f---f7--f--f--f--f---f--fg--f---f--f--fe---fg--ef---d--defe--ed---d--cd--d---d--d---d---d--de--d--d---d---d7--d--d---defedc--d---fe-fgf--fede--dc---3---a--a---3,123667,A-Wn
chant,545440,,2,1---d--d--f---d--c---d7---c--d--f---fE--c---c--d--fg--fe---dc--d--efe---d--d---c--d--fe--fg---fe---dc--e---fe---d--cd--d7---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545483,,2,1---d--f--e---fg--ef---d---ff--de--d---d---c--df--f---eD--fg--ef77---e--d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545531,,2,1---h--k--j---3,123667,A-Wn
chant,545540,,2,1---cD--defd--d---3,123667,A-Wn
chant,545565,,2,1---f---f--f--defe---cd---fe---c--ef--d---c--d--f--e---c7--ef--d---d--a--c---d--fD--ef---d--c--f--fgf---ffe--c---d---fe---c--ef--d---d--cd--f---e--c--ef---d---4---k--k--k--j--g--h---3,123667,A-Wn
chant,545572,,2,1---cdf--d--d7---d---f--fef--de--ddc---d--efedcd--df-gf-fe---defede--ed---c---d--f---fE--fg---fg--efede--ed---d---de--d77---d--d--d--de--d---defedc--d--fe-fgf---fede--ddc---cd---fgfg--ef---d---d---dC--de--e--e---f--d--dC---de---e--dcd7--ac-ac-de-ed---dC---a--cde--d---d--d--d--de--d---f--fede--ddc---3---cd---fgfg--efed-ed---fefg--fed--dfd-dc---fe-fg--gf---defede--ed7---dfE--cfed--df-ge-fE--ed---4,123667,A-Wn
chant,545573,,2,1---d---d--d--d--cdf-fg--f---gh--g--f---f--fg--f--f---fE--fg---ef--d--defe--ed---d---cd---d7--d--d---d--d--d---d---de--d--d---d--defedc---d--fe-fgf--fede--dc---3---cd---fgfg--efed-ed---3,123667,A-Wn
chant,545643,,2,1---a--cdf--d---d--f---fef--de--ddc---c--d--f7--efedcd--df-gf-fe---defede--ed---3---f---fgh--hg-ge---fg--fge-fede--ed---cd---fE--fg---gf-fe--d--fd-efe---defede--ed---dfE--cfed--df-gef--ed7---4,123667,A-Wn
chant,545644,,2,1---d--cd-ffg--f---gh--g---fg--f--f---f---6------6---ffE--fg--ef---defe--ed---d---cd--d--d--d---defedc--d---fe-fgf---fede--dc---3---f---fgh7---3,123667,A-Wn
chant,545677,,2,1---cD--defd--cD--d7---3,123667,A-Wn
chant,545680,,2,1---gh--k--jh---h---6------67---3,123667,A-Wn
chant,545707,,2,1---d--fgf--df--efd-dc---df--f--f--fe---d--efd--cd--d7---3---d--c--d---3,123667,A-Wn
chant,545746,,2,1---d--fgf--df--efd-dc---3,123667,A-Wn
chant,545824,,2,1---a--a--ced--d---ff--fg---gf-fed-ed-dC--dc---dA---cde--d---f--fe-fcd--df-gf-fe---defede--ed---d---cd-ffg7--f--f---fe--fg--fge-fede--ed---defedc--dfe-fgf---fede--ddc---3---d--de--c---a---dfec--df-gf-fe---defede--ed---4,123667,A-Wn
chant,545825,,2,1---d--cd-ffg--f7---f---gh--g--f---fe---fg--ef--defe--ed---d---d--defedc--d--fe-fgf---fede--dc---3---d--de--c---3,123667,A-Wn
chant,545855,,2,1---dd---c--d--ef---g--fe---d--d---e--f--d--c---d7--c---d---e--f--g---fE---d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545857,,2,1---d--ef---g--g--g---fE7--d---f--f--e--d---e---dC--de--e---d--d---c---d--f--f---f---f--e--f---g---fe--d--df---d---d--c---c7---d--ef--g--fe---d--d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545900,,2,1---cD--d---dc--df--d7---d--fe---ded--cd--d---d--fe--fg--fe---de--dc--c---a---cd---dc--d--f---fE--dedc---cd--fe--fgfe---d--d7---f--fe--dedc---eg-hg--efec---efee---d---4---f--f--f--e--c--d---3,123667,A-Wn
chant,545910,,2,1---gh--hjkh--h7---3,123667,A-Wn
chant,545945,,2,1---cdf--d---cd--f--fffc---3,123667,A-Wn
chant,545962,,2,1---gh--hjkh--h7---3,123667,A-Wn
chant,545972,,2,1---a--cdf--d---f---6------6---3,123667,A-Wn
chant,545995,,2,1---a--cdf--d---f77--fef--de--ddc---d--f---efedc-de--d---d--df-gf-fe--d--defede---ed---ffg---f---fE--fg---fge-fede--ed---de--d---defed-dC--d--fe-fgf--fede7--ddc---3---d---f--ffE--d---dfe--fe-fd-ed--cd-dc-ca9-bdcb-cba---dfec--ff---gf-fe--d--defede--ed---4,123667,A-Wn
chant,545996,,2,1---d--cd-ffg--f---fe--fg---ef--d--defe7--ed---d--cd--d--d---d--d---de--d---d---d--defedc--d---fe-fgf--fede--dc---3---d---f---3,123667,A-Wn
chant,546012,,2,1---a--cdf--d---f--fef7--de--dc---d--efedc-de--d---df-gf-fe---defede--ed---f--gh---hg-ge--fg---fge-fede--ed---d---d--d---defedc--d---fe-fgf--fede--ddc---3---d---f--f--fe---d7---dfd-ef--cd--dc-ca9-bdcb-cba---dfC--ff--gf-fe---defede--ed---4,123667,A-Wn
chant,546013,,2,1---cd-ffg--f---f---f--fe--fg---ef---defe--ed---d---cd--d--d7---d---defedc--d---fe-fgf--fede--dc---3---d---f--f--fe---3,123667,A-Wn
chant,546014,,2,1---a--cdf--d---d--d--f---fe-fgde--dc---c--d7--f---efedc-de--d---df-gf-fe--d--defede--ed---ffg--f--f--f--fe--fg---fge-fede--ed---d--de--d---defedc--d--fe-fgf---fede--dc7---3---cd--df-gf-gfg--ef---dC--de--dc---de--e---dcd--acac-de-ed---d--dC--dfec--ff---gf-fe---defede--ed---4,123667,A-Wn
chant,546015,,2,1---d--cd-ffg--f--f---fe--fg7---ef--defe--ed---d--cd--d--d---d--de--d---d--d---defedc--d---fe-fgf--fede--dc---3---cd--df-gfg7---3,123667,A-Wn
chant,546020,,2,1---d--d--cdca---cd--df--dedcd--dc-edf---fd7--d---c--d---fe---fg--defedcd--dc---c--df--ef--dc--decd---defef--ed---3---c---d--ff--dec---cd--d--ef--d--defedc-de-ed---4,123667,A-Wn
chant,546021,,2,1---cd-ffg--fe--cd7---defe--ed---d--cd---d--d--d---de--d---d--defedc--d---fe-fgf--fede--dc---3---c---d--ff---3,123667,A-Wn
chant,546022,,2,1---cdf--d--d---de--d---d--d--f---fe-fgde--dc7---d--efedc-de--d---df-gf-fe--d--defede--ed---f---gh---hg-ge--fg--fge-fede--ed---d---d--defedc--d---fe-fgf--fede--ddc---3---d7---f--f--fe---d--dfd-ef--cd---dc-ca9-bdcb-cba---d--d--dfec--ff--gf-fe---defede--ed---4,123667,A-Wn
chant,546023,,2,1---d---d--cd-ffg--f--f---gh--g--f---f7---f--fe---fg---ef--defe--ed---d---cd---d--d---d--d--de--d---d---d--defedc---d--fe-fgf--fede---dc---3---d---f--f--fe7---3,123667,A-Wn
chant,546047,,2,1---c--df---f--fed--d---dc-cA--a---cd--d---d---dc--fg--gf---gh--h---hgfgF--d---dca--cd7---6------6---4---f--f--f--e--c--d---3,123667,A-Wn
