type,id,title,manuscript_full_text,source_id,siglum
chant,668677,,Domine prevenisti,666647,CH-E
chant,668689,,Domine quinque,666647,CH-E
chant,668726,,DOMINE IN TUA MISEricordia speravi exultavit cor meum in salutari tuo cantabo domino qui bona tribuit mihi,666647,CH-E
chant,668735,,Domine libera,666647,CH-E
chant,668736,,Domine convertere,666647,CH-E
chant,668756,,Domine refugium factus es nobis a generatione et progenie,666647,CH-E
chant,668774,,Domine dominus noster quam admirabile est nomen tuum in universa terra,666647,CH-E
chant,668816,,Domine in auxilium,666647,CH-E
chant,668817,,Domine memorabor,666647,CH-E
chant,668843,,Domine deus salutis,666647,CH-E
chant,668865,,Domine refugium factus es nobis a generatione et progenie,666647,CH-E
chant,669327,,Domine deus noster qui cum patribus nostris mirabilia magna fecisti et nostris glorificare temporibus qui misisti manum tuam de alto et liberasti nos alleluia,666647,CH-E
chant,669331,,Domine imminuti sumus propter peccata nostra hodie sed in animo contrito spiritu humilitatis suscipiamur et fac nobiscum secundum mansuetudinem tuam quia non est confusio confidentibus in te alleluia,666647,CH-E
chant,669333,,Domine non est alius deus praeter te et quia tibi de omnibus cura est eo quod omnium dominus es parce populo tuo qui das peccantibus largitatem ut convertatur malitia in bonitatem aeuia,666647,CH-E
chant,669343,,DOMINE REX DEUS ABRAham dona nobis pluviam super faciem terrae ut discat populus iste quia tu es dominus deus noster,666647,CH-E
chant,669347,,Domine rigans montes de superioribus tuis de fructu operum tuorum domine saciabitur terra quam magnificata opera tua domine omnia in sapientia fecisti repleta est terra creatura tua domine,666647,CH-E
chant,669352,,Domine miserere nostri te expectavimus esto brachium nostrum in fortitudine et salus nostra in tempore tribulationis domine deus noster,666647,CH-E
chant,669735,,Domine quinque,666647,CH-E
chant,669759,,Domine quid multiiai u ui iua e ui iuu aeu me,666647,CH-E
chant,669766,,Domine ne in fuoe uo aua e ee i ia ua corripias me,666647,CH-E
chant,669768,,Domine deus meus,666647,CH-E
chant,669770,,Domine dominus,666647,CH-E
chant,669786,,Domine quis,666647,CH-E
chant,669802,,Domine memorabor,666647,CH-E
chant,669956,,Domine dilexi decorem ou uae e ou aiaioi oiae uae | Domus | In ea,666647,CH-E
chant,669984,,Domine in virtute ua aeaiu e e ue auae uu euai eeee,666647,CH-E
chant,671375,,Domine dominus noster,666647,CH-E
chant,671406,,Domine refugium,666647,CH-E
chant,273031,,Domine deus virtutum,123725,CH-ENstb
chant,253346,,Domine deus virtutum converte nos | Et ostende faciem tuam et salvi erimus,123672,CH-Fco
chant,253370,,Domine deus,123672,CH-Fco
chant,253443,,Domine prestolamur adventum tuum ut cito venias et dissolvas iugum captivitatis nostre | ~Venite,123672,CH-Fco
chant,253845,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duorum animalium | Iacebat,123672,CH-Fco
chant,254031,,Domine ne in ira tua arguas me neque in furore tuo corripias me | Miserere michi domine quoniam infirmus sum,123672,CH-Fco
chant,254049,,Domine in virtute tua letabitur rex | ~Ipsum [Domine] | euouae,123672,CH-Fco
chant,254059,,Domine deus israel exaudi preces nostras auribus percipe dolorem cordis nostri | Ut eruas,123672,CH-Fco
chant,254112,,Domine in celo misericordia tua | Et veritas tua usque ad nubes,123672,CH-Fco
chant,254224,,Domine deus in adiutorium meum intende | ~Salvum me | euouae,123672,CH-Fco
chant,254238,,Domine refugium factus es nobis | {Ipsum [Domine]} | euouae,123672,CH-Fco
chant,254271,,Domine audivi auditum tuum et timui | ~Ipsum [Domine] | euouae,123672,CH-Fco
chant,254277,,Domine probasti me et cognovisti me | ~Ipsum [Domine] | euouae,123672,CH-Fco
chant,254279,,Domine clamavi ad te et exaudi me | {Ipsum [Domine]} | euouae,123672,CH-Fco
chant,254291,,Domine exaudi orationem meam,123672,CH-Fco
chant,254294,,Domine exaudi orationem meam et clamor meus ad te perveniat | Quia non spernis deus preces pauperum,123672,CH-Fco
chant,254315,,Domine si tu vis potes me mundare et ait ihesus volo mundare | euouae,123672,CH-Fco
chant,254317,,Domine salva nos perimus impera et fac deus tranquillitatem | euouae,123672,CH-Fco
chant,254318,,Domine nonne bonum semen seminasti in agro tuo unde ergo habet zizania et ait illis hoc fecit inimicus homo | euouae,123672,CH-Fco
chant,254359,,Domine refugium factus es nobis | A generatione et progenies,123672,CH-Fco
chant,254409,,Domine refugium | A generatione,123672,CH-Fco
chant,254449,,Domine refugium factus,123672,CH-Fco
chant,254475,,Domine puer meus iacet in domo paraliticus et male torquetur | Amen dico tibi ego veniam et curabo eum,123672,CH-Fco
chant,254476,,Domine non sum dignus ut intres sub tectum meum sed tantum dic verbo et sanabitur puer meus | Amen,123672,CH-Fco
chant,254477,,Domine puer meus iacet paraliticus in domo et male torquetur amen dico tibi ego veniam et curabo eum | euouae,123672,CH-Fco
chant,254478,,Domine non sum dignus ut intres sub tectum meum sed tantum dic verbo et sanabitur puer meus | euouae,123672,CH-Fco
chant,254586,,Domine qui dixisti michi revertere in terram nativitatis tue domine qui pascis mea inventu te mea | Libera,123672,CH-Fco
chant,254591,,Domine labia mea aperies et os meum annunciabit laudem tuam | ~Miserere | euouae,123672,CH-Fco
chant,254597,,Domine bonum est nos hic esse si vis faciamus hic tria tabernacula tibi unum moysi unum et helye unum | euouae,123672,CH-Fco
chant,254661,,Domine ut video propheta es tu patres nostri in monte hoc adoraverunt | euouae,123672,CH-Fco
chant,254713,,Domine si hic fuisses lazarus non esset mortuus ecce iam fetet quatriduanus in monumento | euouae,123672,CH-Fco
chant,254752,,Domine labia mea aperies et os meum annunciabit laudem tuam | Libera,123672,CH-Fco
chant,254867,,Domine vim pacior responde pro me quia nescio quid dicam inimicis meis | ~Ego dixi | euouae,123672,CH-Fco
chant,254990,,Domine abstraxisti ab inferis animam meam | ~Exaltabo te | euouae,123672,CH-Fco
chant,255414,,Domine qui custodis pactum et misericordiam servis tuis qui ambulant coram te in toto corde suo | Benedic,123672,CH-Fco
chant,255417,,Domine si conversus fuerit populus tuus et oraverit ad sanctuarium tuum | Tu exaudies in celo domine et libera eos de manibus inimicorum suorum,123672,CH-Fco
chant,255500,,Domine pater et deus vite mee ne derelinquas me in cogitatu maligno extollenciam oculorum meorum ne dederis michi et desiderium malignum averte a me domine aufer a me concupiscenciam | Et animo irreverenti et infrunito ne tradas me domine,123672,CH-Fco
chant,255573,,Domine deus qui conteris bella ab inicio eleva brachium tuum super gentes que cogitant servis tuis mala | Et dextera tua glorificetur in nobis,123672,CH-Fco
chant,255577,,Domine rex omnipotens in dicione tua cuncta sunt posita et non est qui possit tue resistere voluntati | euouae,123672,CH-Fco
chant,255578,,Domine deus rex omnipotens libera nos propter nomen tuum et da nobis locum penitencie | euouae,123672,CH-Fco
chant,255579,,Domine rex omnipotens in dicione tua cuncta sunt posita et non est qui possit resistere voluntati tue libera nos | Propter nomen tuum,123672,CH-Fco
chant,255582,,Domine rex universe potestatis converte consilium eorum super eos | Et da,123672,CH-Fco
chant,255584,,Domine deus creator celi et terre respice ad humilitatem nostram | Qui irasceris,123672,CH-Fco
chant,255652,,Domine dominus noster quam admirabile est nomen tuum | Sed miserere,123672,CH-Fco
chant,255929,,Domine qui me creasti et tulisti a me amorem seculi qui corpus meum a pollutione separasti | Iube,123672,CH-Fco
chant,256115,,Domine ostende nobis patrem et sufficit nobis alleluya | ~Dominus regnavit | euouae,123672,CH-Fco
chant,256123,,Domine ostende nobis,123672,CH-Fco
chant,256349,,Domine si tu es iube me venire ad te super aquas | Et extendens manum apprehendit eum et dixit ihesus modice fidei quare dubitasti,123672,CH-Fco
chant,256615,,Domine mi rex da michi in disco caput iohannis baptiste | ~Iubilate | euouae,123672,CH-Fco
chant,256829,,Domine qui operati sunt iusticiam habitabunt in tabernaculo tuo et requiescent in monte sancto tuo | ~Domine quis habitabit | euouae,123672,CH-Fco
chant,256836,,Domine spes sanctorum et turris fortitudinis eorum dedisti hereditatem timentibus nomen tuum et inhabitabunt in tabernaculo tuo in secula | ~Exaudi deus deprecationem | euouae,123672,CH-Fco
chant,256867,,Domine si adhuc populo tuo sum necessarius non recuso subire propter eos laborem Fiat voluntas tua,123672,CH-Fco
chant,256870,,Domine si adhuc populo tuo sum necessarius non recuso laborem fiat voluntas tua | Qui nec,123672,CH-Fco
chant,256892,,Domine si adhuc populo tuo sum necessarius non recuso laborem fiat voluntas tua | ~Iubilate | euouae,123672,CH-Fco
chant,256914,,Domine ihesu christe seminator casti consilii suscipe seminum fructus quos in cecilia seminasti | ~Eructavit | euouae,123672,CH-Fco
chant,256921,,Domine ihesu xpiste pastor bone seminator casti consilii suscipe seminum fructus quos in cecilia seminasti | Cecilia famula tua quasi apis tibi argumentosa deservit,123672,CH-Fco
chant,257052,,Domine prevenisti eum in benedictionibus dulcedinis | Posuisti in capite eius coronam de lapide precioso,123672,CH-Fco
chant,257150,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum | Intra,123672,CH-Fco
chant,257157,,Domine dominus noster quam admirabile est nomen tuum in universa terra quia gloria et honore coronasti sanctum tuum et constituisti eum super opera manuum tuarum | ~Ipsum [Domine dominus] | euouae,123672,CH-Fco
chant,257165,,Domine iste sanctus habitavit in tabernaculo tuo operatus est iusticiam requiescet in monte sancto tuo | ~Domine quis | euouae,123672,CH-Fco
chant,257217,,Domine iste sanctus | ~Domine quis habitabit,123672,CH-Fco
chant,257222,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum | ~Dominus regnavit | euouae,123672,CH-Fco
chant,257238,,Domine quinque talenta,123672,CH-Fco
chant,257315,,Domine si conversus fuerit populus tuus et oraverit ad sanctuarium tuum | Et exaudias,123672,CH-Fco
chant,675825,,Domine deus virtutum converte nos et ostende faciem tuam et salvi erimus,675783,CH-Fco
chant,676040,,Domine dominus noster quam admirabile est nomen tuum in universa terra,675783,CH-Fco
chant,676471,,Domine non secundum peccata nostra que fecimus nos neque secundum iniquitates nostras retribuas nobis,675783,CH-Fco
chant,676472,,Domine ne memineris iniquitatum nostrarum antiquarum cito anticipent nos misericordiae tue quia pauperes facti sumus nimis,675783,CH-Fco
chant,676490,,Domine vivifica me secundum eloquium tuum ut sciam testimonia tua,675783,CH-Fco
chant,676516,,Domine deus virtutum exaudi preces servorum tuorum,675783,CH-Fco
chant,676520,,Domine refugium factus es nobis a generatione et progenie a seculo et in seculum tu es,675783,CH-Fco
chant,676567,,Domine deus salutis mee in die clamavi et nocte coram te,675783,CH-Fco
chant,676574,,Domine refugium tu factus es nobis in generatione et progenie,675783,CH-Fco
chant,676579,,Domine Deus salutis mee in die clamavi et nocte coram te intret oratio mea in conspectu tuo domine (Temporale resurectionis) Alleluya,675783,CH-Fco
chant,676580,,Domine deus meus in te speravi libera me ab omnibus persequentibus me et eripe me,675783,CH-Fco
chant,676596,,Domine dominus noster quam admirabile est nomen tuum in universa terra,675783,CH-Fco
chant,676680,,Domine ne in furore tuo arguas me neque in ira tua corripias me,675783,CH-Fco
chant,677049,,Domine libera animam meam a labiis iniquis et a lingua dolosa,675783,CH-Fco
chant,677050,,Domine in auxilium meum respice confundantur et revereantur qui querunt animam meam ut auferant eam domine in auxilium meum respice,675783,CH-Fco
chant,677223,,Domine quis habitabit in tabernaculo tuo aut quis requiescet in monte sancto tuo qui ingreditur sine macula et operatur iustitiam,675783,CH-Fco
chant,677229,,Domine fac mecum misericordiam tuam propter nomen tuum quia suavis est misericordia tua,675783,CH-Fco
chant,677421,,Domine ad adiuvandum me festina confundantur omnes adversum me qui cogitant servis tuis mala,675783,CH-Fco
chant,677422,,Domine memorabor iustitiae tuae solius deus docuisti me a iuventute mea et usque in senectam et senium deus ne derelinquas me,675783,CH-Fco
chant,677563,,Domine convertere et eripe animam meam salvum me fac propter misericordiam tuam,675783,CH-Fco
chant,677574,,Domine deus meus clamavi ad te et sanasti me domine abstraxisti ab inferis animam meam salvasti me a descendentibus in lacum,675783,CH-Fco
chant,677661,,Domine ne longe facias auxilium tuum a me ad defensionem meam aspice libera me de ore leonis et a cornibus unicornuorum humilitatem meam,675783,CH-Fco
chant,677781,,Domine exaudi orationem meam et clamor meus ad te veniat,675783,CH-Fco
chant,677784,,Domine exaudi orationem meam et clamor meus ad te veniat,675783,CH-Fco
chant,677790,,Domine exaudi orationem meam et clamor meus ad te perveniat,675783,CH-Fco
chant,677827,,Domine ne in furore tuo arguas me neque in ira tua corripias me,675783,CH-Fco
chant,677882,,Domine tu michi lavas pedes respondit ihesus et dixit ei et si non lavero tibi pedes non habebis partem mecum,675783,CH-Fco
chant,677884,,Domine,675783,CH-Fco
chant,677886,,Domine non tantum pedes meos sed et manus et caput ,675783,CH-Fco
chant,677887,,Domine si ego dominus et magister vester lavi vobis pedes meos nobis quanto magis vos debetis alter alterius lavare pedes,675783,CH-Fco
chant,677934,,Domine audivi auditum tuum et timui consideravi opera tua et expavi,675783,CH-Fco
chant,677946,,Domine domine virtus salutis mee obumbra caput meum in die belli ,675783,CH-Fco
chant,678182,,Domine deus salutis mee,675783,CH-Fco
chant,678192,,Domine in tua misericordia speravi exsultavit cor meum in salutari tuo cantabo domino qui bona tribuit michi,675783,CH-Fco
chant,678207,,Domine convertere,675783,CH-Fco
chant,678253,,Domine dominus noster quam admirabile est nomen tuum in universa terra,675783,CH-Fco
chant,678306,,Domine in auxilium,675783,CH-Fco
chant,678307,,Domine memorabor,675783,CH-Fco
chant,678347,,Domine refugium factus es nobis a generatione et progenie,675783,CH-Fco
chant,678404,,Domine quinque,675783,CH-Fco
chant,678758,,Domine prevenisti,675783,CH-Fco
chant,678853,,Domine quinque talenta,675783,CH-Fco
chant,678865,,Domine in virtute tua letabitur rex et super salutare tuum exsultabit vehementer ,675783,CH-Fco
chant,678978,,Domine probasti me et cognovisti me tu cognovisti sessionem meam et surrectionem meam,675783,CH-Fco
chant,679011,,Domine quinque*,675783,CH-Fco
chant,679026,,Domine quinque talenta*,675783,CH-Fco
chant,679272,,Domine probasti me et cognovisti me tu cognovisti sessionem meam et surrectionem meam,675783,CH-Fco
chant,679317,,Domine quinque*,675783,CH-Fco
chant,679375,,Domine dominus noster quam admirabile est nomen tuum in universa terra,675783,CH-Fco
chant,679625,,Domine quinque talenta tradidisti mihi ecce alia quinque superlucratus sum euge serve fidelis quia in pauca fuisti fidelis supra multa te constituam intra in gaudium domini tui,675783,CH-Fco
chant,679633,,Domine prevenisti eum in benedictionibus dulcedinis posuisti in capite eius coronam de lapide pretioso,675783,CH-Fco
chant,679703,,Domine deus in simplicitate cordis mei laetus obtuli universa et populum tuum qui repertus est vidi cum ingenti gaudio deus israel custodi hanc voluntatem domine deus,675783,CH-Fco
chant,679712,,Domine ihesu xpiste rex glorie libera animas omnium fidelium defunctorum de poenis inferni et de profundo lacu libera eas de ore leonis ne absorbeat eas tartarus ne cadant in obscurum sed signifer sanctus michael representet eas in lucem sanctam quam olim abrahe promisisti et semini eius,675783,CH-Fco
chant,638374,,Domine deus virtutum converte nos et ostende faciem tuam et salvi erimus,638308,CH-P
chant,638447,,Domine dominus noster quam admirabile est nomen tuum in universa terra quoniam elevata est magnificentia tua super celos,638308,CH-P
chant,638460,,Domine dominus noster quam admirabile est nomen tuum in universa terra | Gloria seculorum ameN,638308,CH-P
chant,638576,,Domine non secundum peccata nostra facias nobis neque secundum iniquitates nostras retribuas nobis,638308,CH-P
chant,638577,,Domine ne memineris iniquitatum nostrarum antiquarum cito anticipent nos misericordie tue quia pauperes facti sumus nimis,638308,CH-P
chant,638580,,Domine abstraxisti ab inferis animam meam salvasti me a descendentibus in lacum,638308,CH-P
chant,638593,,Domine refugium factus es nobis a generatione et progenie,638308,CH-P
chant,638595,,Domine vivifica me secundum eloquium tuum | ut sciam testimonia tua,638308,CH-P
chant,638602,,Domine vivifica,638308,CH-P
chant,638630,,Domine deus virtutum exaudi preces servorum tuorum,638308,CH-P
chant,638635,,Domine refugium factus es nobis a generatione et progenie a seculo et in seculum tu es,638308,CH-P
chant,638672,,Domine deus salutis mee | Gloria seculorum amen,638308,CH-P
chant,638676,,Domine deus,638308,CH-P
chant,638678,,Domine refugium factus es nobis a generatione et progenie,638308,CH-P
chant,638684,,Domine deus salutis meae in die clamavi et nocte coram te | intret oratio mea in conspectu tuo domine,638308,CH-P
chant,638688,,Domine deus meus in te speravi libera me ab omnibus persequentibus me et eripe me,638308,CH-P
chant,638710,,Domine dominus noster quam admirabile est nomen tuum in universa terra,638308,CH-P
chant,638716,,Domine ne in furore tuo arguas me | Gloria Seculorum amen,638308,CH-P
chant,638738,,Domine libera animam meam a labiis iniquis et a lingua dolosa,638308,CH-P
chant,638739,,Domine in auxilium meum respice | confundantur et revereantur qui querunt animam meam ut auferant eam,638308,CH-P
chant,638775,,Domine quis habitabit in tabernaculo tuo aut quis requiescet in monte sancto tuo qui ingreditur sine macula et operatur iusticiam,638308,CH-P
chant,638780,,Domine fac mecum | misericordiam tuam propter nomen tuum quia suavis est misericordia tua,638308,CH-P
chant,638816,,Domine nomen tuum in eternum et memoriale tuum in secula seculorum iudicabit dominus populum suum et in servis suis consolabitur,638308,CH-P
chant,642098,,Domine deus tu cognovisti iusticiam meam non abscondi in corde meo veritatem tuam et salutare tuum dixi adiutor meus domine et protector meus | Et inmisit,638308,CH-P
chant,642116,,Domine ad adiuvandum me festina | confundantur omnes et revereantur qui cogitant michi mala,638308,CH-P
chant,642118,,Domine memorabor iusticie tue solius deus docuisti me a iuventute mea et usque in senectam et senium deus ne derelinquas me,638308,CH-P
chant,642149,,Domine convertere et eripe animam meam | salvum me fac propter misericordiam tuam,638308,CH-P
chant,642150,,Domine ne in ira tua arguas me neque in furore tuo corripias me,638308,CH-P
chant,642164,,Domine deus meus clamavi ad te et sanasti me domine abstraxisti ab inferis animam meam salvasti me a descendentibus in lacum,638308,CH-P
chant,642195,,Domine ne longe facias auxilium tuum a me ad defensionem meam aspice libera me de ore leonis et a cornibus unicornium humilitatem meam,638308,CH-P
chant,642235,,Domine exaudi orationem,638308,CH-P
chant,642238,,Domine exaudi orationem meam et clamor meus ad te veniat,638308,CH-P
chant,642361,,Domine exaudi orationem meam | et clamor meus ad te perveniat,638308,CH-P
chant,642372,,Domine audivi auditum tuum et timui consideravi opera tua et expavi,638308,CH-P
chant,642384,,Domine domine virtus salutis mee obumbra caput meum in die belli,638308,CH-P
chant,642428,,Domine ~probasti me | euouae,638308,CH-P
chant,642613,,Domine deus salutis | euouae,638308,CH-P
chant,643021,,Domine in tua misericordia speravi exultavit cor meum in salutari tuo cantabo domino qui bona tribuit michi,638308,CH-P
chant,643056,,Domine refugium factus es nobis a generatione et progenie,638308,CH-P
chant,643074,,Domine dominus noster quam admirabile est nomen tuum in universa terra,638308,CH-P
chant,643118,,Domine in auxilium,638308,CH-P
chant,643119,,Domine memorabor,638308,CH-P
chant,643142,,Domine refugium,638308,CH-P
chant,643145,,Domine deus salutis,638308,CH-P
chant,643168,,Domine refugium,638308,CH-P
chant,643237,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum euge serve fidelis quia in pauca fuisti fidelis supra multa te constituam intra in gaudium domini tui,638308,CH-P
chant,643331,,Domine probasti me | euouae,638308,CH-P
chant,643388,,Domine refugium factus est nobis a generatione et progenie,638308,CH-P
chant,643461,,Domine in virtute | Euouae,638308,CH-P
chant,643492,,Domine probasti me et cognovisti me tu cognovisti sessionem meam et resurrectionem meam,638308,CH-P
chant,643497,,Domine probasti me | euouae,638308,CH-P
chant,643508,,Domine probasti me,638308,CH-P
chant,643535,,Domine prevenisti,638308,CH-P
chant,643537,,Domine quinque talenta,638308,CH-P
chant,643954,,Domine quinque talenta,638308,CH-P
chant,644232,,Domine prevenisti,638308,CH-P
chant,644252,,Domine prevenisti eum in benedictionibus dulcedinis posuisti in capite eius coronam de lapide precioso,638308,CH-P
chant,644257,,Domine quinque,638308,CH-P
chant,644394,,Domine dominus noster | Euouae,638308,CH-P
chant,644641,,Domine quinque,638308,CH-P
chant,644683,,Domine prevenisti,638308,CH-P
chant,644693,,Domine prevenisti,638308,CH-P
chant,644696,,Domine quinque talenta,638308,CH-P
chant,644716,,Domine exaudi | euouae,638308,CH-P
chant,644721,,Domine quinque talenta,638308,CH-P
chant,644739,,Domine ~prevenisti,638308,CH-P
chant,644742,,Domine quinque,638308,CH-P
chant,644757,,Domine deus in simplicitate cordis mei letus obtuli universa et populum tuum qui repertus est vidi cum ingenti gaudio | deus israhel custodi hanc voluntatem,638308,CH-P
chant,644766,,Domine ihesu xpiste iudex mortuorum una spes mortalium qui moriens morientium condoluisti interitum ne intres in iudicium cum servis et ancillis tuis ne dampnentur cum inpiis in adventu tui districti iudicii | Ne tradas,638308,CH-P
chant,644805,,Domine prevenisti,638308,CH-P
chant,644809,,Domine quinque,638308,CH-P
chant,701793,,Domine in celo misericordia tua,701771,CH-ROM
chant,455959,,Domine deus virtutum converte [usque] salvi erimus ,123717,CH-SGs
chant,456109,,Domine deus virtutum converte nos | Ostende,123717,CH-SGs
chant,456252,,Domine audivi auditum tuum et timui consideravi opera tua et expavi In medio duorum animalium | Iacet,123717,CH-SGs
chant,456267,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duorum animalium | Iacentem,123717,CH-SGs
chant,456280,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duorum animalium | Iacebat,123717,CH-SGs
chant,456399,,Domine libera animam meam a labiis iniquis et a lingua dolosa,123717,CH-SGs
chant,456586,,Domine audivi,123717,CH-SGs
chant,456654,,Domine si tu vis potes me mundare et ait iHcoyc volo mundare,123717,CH-SGs
chant,456655,,Domine puer meus iacet paralyticus in domo et male torquetur Amen dico tibi ego veniam et curabo eum,123717,CH-SGs
chant,456656,,Domine non sum dignus ut intres sub tectum meum sed tantum dic verbo et sanabitur puer meus,123717,CH-SGs
chant,456660,,Domine salva nos perimus Impera et fac deus tranquillitatem magnam Porro homines cum vidissent quod fecerat signum dicebant Qualis est hic quia ventis Imperat et mari et obediunt ei,123717,CH-SGs
chant,456661,,Domine salva nos perimus Impera et fac deus tranquillitatem magnam Porro homines cum vidissent quod fecerat signum dicebant Qualis est hic quia ventis imperat et mari et oboediunt ei ,123717,CH-SGs
chant,456664,,DOMINE NE IN IRA TUA ARGUAS ME NEQUE IN FUROre tuo corripias me miserere mihi domine Quoniam infirmus sum,123717,CH-SGs
chant,456679,,Domine dilexi decorem domus tuae et locum habitationis gloriae tuae | Ut,123717,CH-SGs
chant,456681,,Domine deus israhel exaudi preces nostras auribus percipe dolorem cordis nostri | Ut eruas,123717,CH-SGs
chant,456703,,Domine ne in ira tua arguas me neque in furore tuo corripias me | Sana,123717,CH-SGs
chant,456722,,Domine deus propitius esto populo tuo et converte tribulationem nostram in gaudium,123717,CH-SGs
chant,456725,,Domine deus virtutum convertere respice de caelo et vide et visita vineam istam | Ne pereat,123717,CH-SGs
chant,456734,,Domine exaudi orationem meam et clamor meus ad te veniat quia non spernis deus preces pauperum,123717,CH-SGs
chant,456738,,Domine in virtute tua laetabitur rex,123717,CH-SGs
chant,456744,,Domine deus meus in te speravi,123717,CH-SGs
chant,456822,,Domine in caelo misericordia tua,123717,CH-SGs
chant,456825,,Domine in caelo misericordia tua,123717,CH-SGs
chant,456864,,Domine deus meus in te speravi,123717,CH-SGs
chant,456866,,Domine libera animam meam,123717,CH-SGs
chant,456877,,Domine non est exaltatum cor meum,123717,CH-SGs
chant,456889,,Domine deus in adiutorium meum intende,123717,CH-SGs
chant,456923,,Domine deus salutis meae in die clamavi et nocte coram te,123717,CH-SGs
chant,456924,,Domine refugium factus es nobis,123717,CH-SGs
chant,456927,,Domine refugium tu factus es nobis ,123717,CH-SGs
chant,456930,,Domine probasti me et cognovisti me,123717,CH-SGs
chant,456932,,Domine clamavi ad te exaudi me,123717,CH-SGs
chant,456933,,Domine clamavi ad te exaudi me,123717,CH-SGs
chant,456949,,Domine audivi auditum tuum et timui,123717,CH-SGs
chant,456967,,Domine exaudi,123717,CH-SGs
chant,456968,,Domine exaudi orationem meam,123717,CH-SGs
chant,457277,,Domine quinque,123717,CH-SGs
chant,457306,,Domine non aspicias peccata mea sed fidem huius hominis qui resuscitari filium suum rogat et redde in hoc corpusculum animam quam abstulisti Et completa oratine revixit et sanum reddidit patri suo,123717,CH-SGs
chant,457418,,"Domine audivi auditum tuum et timui consideravi opera tua et expavi | Et
",123717,CH-SGs
chant,457535,,Domine refugium,123717,CH-SGs
chant,457554,,Domine non habeo hominem ut cum mota fuerit aqua mittat me in piscinam,123717,CH-SGs
chant,457558,,Domine bonum est nos hic esse si vis faciamus hic tria tabernacula tibi unum moysi unum et heliae unum,123717,CH-SGs
chant,457584,,Domine labia mea aperies et os meum adnuntiabit laudem tuam,123717,CH-SGs
chant,457589,,Domine dimitte eam quia clamat post nos Ait illis iHcuc non sum missus nisi ad oves quae perierunt domus israhel,123717,CH-SGs
chant,457655,,Domine ut video propheta es tu patres nostri in monte hoc adoraverunt ,123717,CH-SGs
chant,457711,,Domine si hic fuisses lazarus non esset mortuus ecce iam foetet quadriduanus in monumento ,123717,CH-SGs
chant,457742,,Domine labia mea aperies et os meum adnuntiabit laudem tuam | Libera,123717,CH-SGs
chant,457871,,Domine vim patior responde pro me quia nescio quid dicam inimicis meis ,123717,CH-SGs
chant,457946,,Domine tu mihi lavas pedes Respondit iHcoyc et dixit ei et si non lavero tibi pedes non habebis partem mecum ,123717,CH-SGs
chant,457947,,Domine non tantum pedes sed et manus et caput | Respondit ,123717,CH-SGs
chant,458009,,Domine libera Alleluia alleluia alleluia,123717,CH-SGs
chant,458023,,Domine probasti Alleluia alleluia alleluia,123717,CH-SGs
chant,458078,,Domine deus noster cuius gratia beatus martinus tres mortuos resuscitavit concede propitius ut per eius interventum a morte anime resuscitari mereamur,123718,CH-SGs
chant,458126,,Domine qui custodis pactum et misericordiam servis tuis qui ambulant coram te in toto corde suo | Benedic,123718,CH-SGs
chant,458127,,Domine si conversus,123718,CH-SGs
chant,458317,,Domine abstraxisti ab inferis animam meam. Exaltabo te,123718,CH-SGs
chant,458348,,Domine miserere,123718,CH-SGs
chant,458352,,Domine,123718,CH-SGs
chant,458356,,Domine,123718,CH-SGs
chant,458367,,DOMINE LABIA MEA APERIES et os meum,123718,CH-SGs
chant,458601,,Domine ostende nobis patrem,123718,CH-SGs
chant,458617,,Domine ostende nobis patrem et sufficit nobis alleluia Philippe qui videt me videt et patrem alleluia alleluia,123718,CH-SGs
chant,458857,,Domine si in tempore hoc restitues regnum israhel Dixit autem eis non est vestrum nosse tempora vel momenta quae pater posuit in sua potestate alleluia,123718,CH-SGs
chant,459048,,Domine si tu es iube me venire ad te super aquas et extendens manum apprehendit eum Et dixit ihesus modicae fidei quare dubitasti,123718,CH-SGs
chant,459312,,Domine mi rex da mihi in disco caput iohannis baptistae,123718,CH-SGs
chant,459333,,Domine mi rex da mihi in disco caput iohannis baptiste,123718,CH-SGs
chant,459334,,Domine mi rex da michi in disco caput iohannis baptiste,123718,CH-SGs
chant,459347,,Domine mi rex,123718,CH-SGs
chant,459555,,Domine ihesu xpicte ne despicias desiderium meum Sed in honore sanctae genitricis tuae et martyrum confessorumque tuorum praepara in hoc loco habitationem tuis aptam servitiis,123718,CH-SGs
chant,459600,,Domine dilexi decorem domus tuae locum tabernaculi gloriae tuae. Iudica,123718,CH-SGs
chant,459625,,Domine si conversus,123718,CH-SGs
chant,459654,,Domine dilexi,123718,CH-SGs
chant,459677,,Domine qui operati sunt iustitiam habitabunt in tabernaculo tuo et requiescent in monte sancto tuo. Domine quis habitabit,123718,CH-SGs
chant,459689,,Domine spes sanctorum et turris fortitudinis eorum dedisti hereditatem timentibus nomen tuum Et inhabitabunt in tabernaculo tuo in saecula. Exaudi deus deprecationem ,123718,CH-SGs
