id,title,siglum,shelfmark
123694,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [06] VI",DK-Kk 3449 8o [06] VI,Gl. Kgl. S. 3449 8o [06] VI
123695,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [07] VII",DK-Kk 3449 8o [07] VII,Gl. Kgl. S. 3449 8o [07] VII
123696,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [08] VIII",DK-Kk 3449 8o [08] VIII,Gl. Kgl. S. 3449 8o [08] VIII
123697,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [09] IX",DK-Kk 3449 8o [09] IX,Gl. Kgl. S. 3449 8o [09] IX
123698,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [10] X",DK-Kk 3449 8o [10] X,Gl. Kgl. S. 3449 8o [10] X
123699,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [11] XI",DK-Kk 3449 8o [11] XI,Gl. Kgl. S. 3449 8o [11] XI
123700,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [12] XII",DK-Kk 3449 8o [12] XII,Gl. Kgl. S. 3449 8o [12] XII
123701,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [13] XIII",DK-Kk 3449 8o [13] XIII,Gl. Kgl. S. 3449 8o [13] XIII
123702,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [14] XIV",DK-Kk 3449 8o [14] XIV,Gl. Kgl. S. 3449 8o [14] XIV
123703,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [15] XV",DK-Kk 3449 8o [15] XV,Gl. Kgl. S. 3449 8o [15] XV
123704,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [16] XVI",DK-Kk 3449 8o [16] XVI,Gl. Kgl. S. 3449 8o [16] XVI
123705,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [17] XVII",DK-Kk 3449 8o [17] XVII,Gl. Kgl. S. 3449 8o [17] XVII
123899,"Madrid, Biblioteca Nacional, 19421",E-Mn 19421,19421
123882,"Madrid, Biblioteca Nacional, 288",E-Mn 288,288
123892,"Madrid, Biblioteca Nacional, 289",E-Mn 289,289
123893,"Madrid, Biblioteca Nacional, V.20-4",E-Mn V. 20-4,V.20-4
123650,"Salamanca, Catedral - Archivo Musical, 6",E-SA 6,6
123651,"Salamanca, Catedral - Archivo Musical, 7",E-SA 7,7
123652,"Salamanca, Catedral - Archivo Musical, 8",E-SA 8,8
123967,"Toledo, Catedral - Archivo y Biblioteca Capitulares, ms 35.10",E-Tc 35.10,ms 35.10
123638,"Toledo, Catedral - Archivo y Biblioteca Capitulares, 44.1",E-Tc 44.1,44.1
123639,"Toledo, Catedral - Archivo y Biblioteca Capitulares, 44.2",E-Tc 44.2,44.2
123939,"Toledo, Catedral - Archivo y Biblioteca Capitulares, ms 52.11",E-Tc 52.11,ms 52.11
1000014,"Zamora, Archivo Histórico Provincial de Zamora, AHP 'Book 1'",E-ZAahp 'Book 1',AHP 'Book 1'
123679,"Albi, Bibliothèque municipale Rochegude, 44",F-AI 44,44
123792,"Angers, Bibliothèque municipale, 144 (136)",F-AN 144,144 (136)
123925,"Arras, Bibliothèque municipale, 437, (1011)",F-AS 437,"437, (1011)"
123962,"Arras, Bibliothèque municipale, 444 (888, sic in AH)",F-AS 444,"444 (888, sic in AH)"
123593,"Arras, Mediathèque de l'Abbaye Saint-Vaast, 465 (CGM 893)",F-AS 465 (CGM 893),465 (CGM 893)
123781,"Autun, Bibliothèque municipale, 28 S",F-AUT 28S,28 S
123601,"Cambrai, Bibliothèque municipale, 38 (olim 40)",F-CA 38,38 (olim 40)
123863,"Cambrai, Bibliothèque municipale, ms 60",F-CA 60,ms 60
123814,"Cambrai, Bibliothèque municipale, 75",F-CA 75,75
123854,"Cambrai, Bibliothèque municipale, ms 78(79)",F-CA 78,ms 78(79)
123602,"Cambrai, Bibliothèque municipale, Impr. XVI C 4",F-CA Impr. XVI C 4,Impr. XVI C 4
123782,"Chartres, Bibliothèque municipale, Ms47",F-CHRm 47,Ms47
123947,"Chartres, Bibliothèque municipale, 520 (destroyed)",F-CHRm 520,520 (destroyed)
123940,"Colmar, Bibliothèque municipale, 409",F-CO 409,409
124021,"Douai, Bibliothèque municipale, 113",F-DOU 113,113
124001,"Douai, Bibliothèque municipale, 114",F-DOU 114,114
124066,"Douai, Bibliothèque municipale, ms. 123",F-DOU 123,ms. 123
124099,"Douai, Bibliothèque municipale, ms. 124",F-DOU 124,ms. 124
123995,"Douai, Bibliothèque municipale, 69",F-DOU 69,69
672072,"Grenoble, Bibliothèque Municipale, ms. 867 (91)",F-G 867,ms. 867 (91)
123903,"Laon, Bibliothèque municipale, ms 263",F-LA 263,ms 263
123983,"Limoges, Bibliothèque municipale, 2 (17)",F-LG 2,2 (17)
123968,"Le Mans, Bibliotheque municipale, 437",F-LM 437,437
123835,"Metz, Bibliothèque municipale,  ms 452",F-ME 452,ms 452
123984,"Montpellier, Bibliotheque municipale, 20",F-MO 20,20
123973,"Orléans, Bibliothèque municipale, 129 (107)",F-O 129,129 (107)
1000011,"Orléans, Bibliothèque municipale, Ms. 64 (61)",F-O 64 (61),Ms. 64 (61)
123941,"Provins, Bibliothèque municipale, 12",F-PR 12,12
123948,"Paris, Bibliotheque Mazarine, 526",F-Pm 526,526
123894,"Paris, Bibliothèque nationale, fonds lat. 10508",F-Pn 10508,fonds lat. 10508
123837,"Paris, Bibliothèque nationale, lat. 10510",F-Pn 10510,lat. 10510
124072,"Paris, Bibliothèque nationale, lat. 10513",F-Pn 10513,lat. 10513
123783,"Paris, Bibliothèque nationale, fonds lat. 10587",F-Pn 10587,fonds lat. 10587
123794,"Paris, Bibliothèque nationale, fond lat. 1084",F-Pn 1084,fond lat. 1084
123904,"Paris, Bibliothèque nationale, lat. 1086",F-Pn 1086,lat. 1086
123969,"Paris, Bibliothèque nationale, lat. 1101",F-Pn 1101,lat. 1101
123954,"Paris, Bibliothèque nationale, 1107",F-Pn 1107,1107
123795,"Paris, Bibliothèque nationale, fond lat. 1118",F-Pn 1118,fond lat. 1118
123818,"Paris, Bibliothèque nationale, lat. 1120",F-Pn 1120,lat. 1120
123817,"Paris, Bibliothèque nationale, fond lat. 1121",F-Pn 1121,fond lat. 1121
123839,"Paris, Bibliothèque nationale, lat. 1132",F-Pn 1132,lat. 1132
123840,"Paris, Bibliothèque nationale, lat. 1133",F-Pn 1133,lat. 1133
123838,"Paris, Bibliothèque nationale, lat. 1134",F-Pn 1134,lat. 1134
123801,"Paris, Bibliothèque nationale,  lat. 1135",F-Pn 1135,lat. 1135
123802,"Paris, Bibliothèque nationale, lat. 1136",F-Pn 1136,lat. 1136
123826,"Paris, Bibliothèque nationale, Lat. 1137",F-Pn 1137,Lat. 1137
123816,"Paris, Bibliothèque nationale, Lat. 1138 & 1338",F-Pn 1138/1338,Lat. 1138 & 1338
123868,"Paris, Bibliotheque nationale, Lat. 1139",F-Pn 1139,Lat. 1139
123774,"Paris, Bibliothèque nationale, Lat. 1154",F-Pn 1154,Lat. 1154
123787,"Paris, Bibliothèque nationale, Lat. 1240",F-Pn 1240,Lat. 1240
123974,"Paris, Bibliothèque nationale, Lat. 13254",F-Pn 13254,Lat. 13254
123949,"Paris, Bibliothèque nationale, Lat. 17312",F-Pn 17312,Lat. 17312
123778,"Paris, Bibliothèque nationale, Lat. 17436",F-Pn 17436,Lat. 17436
123829,"Paris, Bibliothèque nationale, lat. 779",F-Pn 779,lat. 779
123815,"Paris, Bibliothèque nationale, fond lat. 887",F-Pn 887,fond lat. 887
123849,"Paris, Bibliothèque nationale, lat. 903",F-Pn 903,lat. 903
123926,"Paris, Bibliothèque nationale, lat. 904",F-Pn 904,lat. 904
124067,"Paris, Bibliothèque nationale, lat. 905",F-Pn 905,lat. 905
123825,"Paris, Bibliothèque nationale, fond lat. 909",F-Pn 909,fond lat. 909
123824,"Paris, Bibliothèque nationale, lat. 9436",F-Pn 9436,lat. 9436
123793,"Paris, Bibliothèque nationale, fonds lat. 9448",F-Pn 9448,fonds lat. 9448
123830,"Paris, Bibliothèque nationale, lat. 9449",F-Pn 9449,lat. 9449
123663,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1085",F-Pn Lat. 1085,Latin 1085
123627,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1090",F-Pn Lat. 1090,Latin 1090
676377,"Paris, Bibliothèque nationale de France - Département des manuscrits, Latin 1112",F-Pn Lat. 1112,Latin 1112
123628,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 12044",F-Pn Lat. 12044,Latin 12044
675815,"Paris, Bibliothèque Nationale de France, 12054",F-Pn Lat. 12054,12054
123629,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1240",F-Pn Lat. 1240,Latin 1240
123630,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 12601",F-Pn Lat. 12601,Latin 12601
123631,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 15181",F-Pn Lat. 15181,Latin 15181
123632,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 15182",F-Pn Lat. 15182,Latin 15182
664930,"Paris, Bibliothèque Nationale de France, Latin 776",F-Pn Lat. 776,Latin 776
666639,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 776",F-Pn Lat. 776,Latin 776
674721,"Paris, Bibliothèque Nationale de France, Latin 8884",F-Pn Lat. 8884,Latin 8884
672486,"Paris, Bibliothèque nationale de France - Département des manuscrits, Latin 943",F-Pn Lat. 943,Latin 943
123677,"Paris, Bibliothèque nationale de France - Département des manuscrits, NAL 1411",F-Pn NAL 1411,NAL 1411
123678,"Paris, Bibliothèque nationale de France - Département des Manuscrits, NAL 1412",F-Pn NAL 1412,NAL 1412
123633,"Paris, Bibliothèque nationale de France - Département des Manuscrits, NAL 1535",F-Pn NAL 1535,NAL 1535
698765,"Paris, Bibliothèque nationale de France, NAL 2318, ff. 79-80",F-Pn NAL 2318 ff. 79-80,"NAL 2318, ff. 79-80"
666487,"Paris, Bibliothèque nationale de France, Ms. lat. 776  (olim Colbert 873 ; Regius 3661)",F-Pn lat. 776 ,Ms. lat. 776  (olim Colbert 873 ; Regius 3661)
123836,"Paris, Bibliothèque nationale, nouv. acq. lat. 1177",F-Pn na 1177,nouv. acq. lat. 1177
123864,"Paris, Bibliothèque nationale, nouv. acq. lat. 1235",F-Pn na 1235,nouv. acq. lat. 1235
123777,"Paris, Bibliothèque nationale, nouv. acq. 1618",F-Pn na 1618,nouv. acq. 1618
123855,"Paris, Bibliothèque nationale, nouv. acq. lat. 1871",F-Pn na 1871,nouv. acq. lat. 1871
123900,"Paris, Bibliothèque nationale, nouv. acq. lat. 3126",F-Pn na 3126,nouv. acq. lat. 3126
123662,"Rouen, Bibliothèque municipale, 248 (olim  A. 339)",F-R 248,248 (olim  A. 339)
123985,"Rouen, Bibliothèque municipale, ms 249 (A. 280)",F-R 249,ms 249 (A. 280)
123996,"Reims, Bibliothèque municipale, 224",F-RS 224,224
123950,"Reims, Bibliothèque municipale, 227 (122)",F-RS 227,227 (122)
124022,"Reims, Bibliothèque municipale, 285 (169)",F-RS 285,285 (169)
620437,"Solesmes, Abbaye de Saint-Pierre, 596 (The Wilton Processional)",F-SO 596,596 (The Wilton Processional)
123747,"Troyes, Bibliothèque municipale, 571",F-T 571,571
123640,"Tours, Bibliothèque municipale, 149",F-TOm 149,149
123642,"Valenciennes, Bibliothèque municipale, 114",F-VAL 114,114
123970,"Verdun, Bibliothèque Municipale, 759",F-VN 759,759
714807,"Helsinki, National Library, F.m.I.17",FIN-Hy F.m.I.17,F.m.I.17
1000012,"Helsinki, National Library, F.m.I.86",FIN-Hy F.m.I.86,F.m.I.86
714693,"Helsinki, National Library, F.m.IV.132",FIN-Hy F.m.IV.132,F.m.IV.132
711223,"Helsinki, National Library, MS A.ö.II.41",FIN-Hy MS A.ö.II.41,MS A.ö.II.41
123592,"Aberystwyth, Llyfrgell Genedlaethol Cymru (National Library of Wales), 20541 E",GB-AB 20541 E,20541 E
123796,"Cambridge, Corpus Christi College, 473",GB-Ccc 473,473
674988,"Cambridge, Corpus Christi College, MS. 146",GB-Ccc MS. 146,MS. 146
1000017,"Cambridge, Fitzwilliam Museum, MS 369",GB-Cfm MS 369,MS 369
123603,"Cambridge, University Library, Mm.ii.9",GB-Cu Mm.ii.9,Mm.ii.9
123955,"Cambridge, University Library, additional 710",GB-Cu add710,additional 710
123906,"London, British Library, Royal 2.B.IV",GB-Lbl 2.B.IV,Royal 2.B.IV
123805,"London, British Library, Royal 8 C. XIII",GB-Lbl 8.C.XIII,Royal 8 C. XIII
637892,"London, British Library, Additional 23935",GB-Lbl Add 23935,Additional 23935
1000015,"London, British Library, Additional MSS 43405 and 43406",GB-Lbl Add 43405 and 43406,Additional MSS 43405 and 43406
673643,"London, British Library, Additional Collection, MS. 57337",GB-Lbl Add. 57337,"Additional Collection, MS. 57337"
123905,"London, British Library, Cotton MS Caligula A.xiv",GB-Lbl Cot.Cal A.xiv,Cotton MS Caligula A.xiv
123668,"London, British Library, printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)",GB-Lbl IB.6753,"printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)"
124009,"London, British Library, add. 11414",GB-Lbl add.11414,add. 11414
123951,"London, British Library, add. 12194",GB-Lbl add.12194,add. 12194
123986,"London, British Library, add. 16905",GB-Lbl add.16905,add. 16905
123942,"London, British Library, add. 18031",GB-Lbl add.18031,add. 18031
123943,"London, British Library, add. 18032",GB-Lbl add.18032,add. 18032
123788,"London, British Library, add. 19768",GB-Lbl add.19768,add. 19768
123850,"London, British Library, Add. 19768t",GB-Lbl add.19768t,Add. 19768t
123865,"London, British Library, add. 24680",GB-Lbl add.24680,add. 24680
712829,"Newcastle upon Tyne, Philip Robinson Library, ROB405",GB-NTu ROB405,ROB405
123827,"Oxford, Bodleian Library, MS. Bodley 775",GB-Ob MS. Bodley 775,MS. Bodley 775
123687,"Oxford, Bodleian Library, MS. Canon. Liturg. 202",GB-Ob MS. Canon. Liturg. 202,MS. Canon. Liturg. 202
123944,"Oxford, Bodleian Library, MS. Canon. Liturg. 340",GB-Ob MS. Canon. Liturg. 340,MS. Canon. Liturg. 340
123907,"Oxford, Bodleian Library, MS. Canon. Liturg. 341",GB-Ob MS. Canon. Liturg. 341,MS. Canon. Liturg. 341
123901,"Oxford, Bodleian Library, MS. Canon. Liturg. 354",GB-Ob MS. Canon. Liturg. 354,MS. Canon. Liturg. 354
123856,"Oxford, Bodleian Library, MS. Douce 222",GB-Ob MS. Douce 222,MS. Douce 222
680956,"Oxford, Bodleian Library, MS. Lat. liturg. b. 14",GB-Ob MS. Lat. liturg. b. 14,MS. Lat. liturg. b. 14
124023,"Oxford, Bodleian Library, MS. Lat. liturg. b. 5",GB-Ob MS. Lat. liturg. b. 5,MS. Lat. liturg. b. 5
709880,"Oxford, Bodleian Library, MS. Lat. liturg. e. 13",GB-Ob MS. Lat. liturg. e. 13,MS. Lat. liturg. e. 13
123707,"Oxford, Bodleian Library, MS. Laud Misc. 284",GB-Ob MS. Laud Misc. 284,MS. Laud Misc. 284
123797,"Oxford, Bodleian Library, MS. Selden Supra 27",GB-Ob MS. Selden Supra 27,MS. Selden Supra 27
123647,"Worcester, Cathedral - Music Library, F.160 (olim 1247) (with hymnal)",GB-WO F.160,F.160 (olim 1247) (with hymnal)
123646,"Worcester, Cathedral - Music Library, F.160 (olim 1247) (facsimile)",GB-WO F.160 (Facs),F.160 (olim 1247) (facsimile)
123597,"Budapest, Egyetemi Könyvtár (University Library), lat. 118",H-Bu lat. 118,lat. 118
123598,"Budapest, Egyetemi Könyvtár (University Library), lat. 119",H-Bu lat. 119,lat. 119
123599,"Budapest, Egyetemi Könyvtár (University Library), lat. 121",H-Bu lat. 121,lat. 121
123600,"Budapest, Egyetemi Könyvtár (University Library), lat. 122",H-Bu lat. 122,lat. 122
123737,"Dubrovnik, Franjevacki samostan, Codex Badija III",HR-Dsmbb III,Codex Badija III
123738,"Dubrovnik, Franjevacki samostan, Codex Badija V",HR-Dsmbb V,Codex Badija V
123739,"Dubrovnik, Franjevacki samostan, Codex Badija X",HR-Dsmbb X,Codex Badija X
123740,"Dubrovnik, Franjevacki samostan, Codex Badija XI",HR-Dsmbb XI,Codex Badija XI
123719,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. C Nr. 4",HR-Hf Cod. C,Cod. C Nr. 4
123720,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. D Nr. 5",HR-Hf Cod. D,Cod. D Nr. 5
123721,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. E Nr. 3",HR-Hf Cod. E,Cod. E Nr. 3
123722,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. F Nr. 6",HR-Hf Cod. F,Cod. F Nr. 6
691025,"Zagreb, Metropolitanska Knjižnica, MR 72",HR-Zmk MR 72,MR 72
123831,"Šibenik, Franciscan Monastery, sine signo",HR-ŠIBf sn,sine signo
123666,"Aosta, Seminario Maggiore - Biblioteca, 6",I-AO 6,6
1000078,"Aosta, Biblioteca del Seminario Maggiore, Cod. 11",I-AO Cod. 11,Cod. 11
1000079,"Aosta, Biblioteca del Seminario Maggiore, Cod. 13",I-AO Cod. 13,Cod. 13
123670,"Assisi, Biblioteca Comunale, 693",I-Ac 693,693
123669,"Assisi, Biblioteca Comunale, 694",I-Ac 694,694
123963,"Assisi, Biblioteca Comunale, 695",I-Ac 695,695
123675,"Assisi, Cattedrale San Rufino - Archivio e Biblioteca, 5",I-Ad 5,5
123956,"Bari, Biblioteca Capitolare, (199)",I-BAca (199),(199)
123885,"Benevento, Biblioteca capitolare, VI 34",I-BV 34,VI 34
123886,"Benevento, Biblioteca capitolare, VI 35",I-BV 35,VI 35
123819,"Benevento, Biblioteca capitolare, cod. VI 38",I-BV 38,cod. VI 38
123845,"Benevento, Biblioteca capitolare, VI 39",I-BV 39,VI 39
123595,"Benevento, Biblioteca capitolare, V 19",I-BV V 19,V 19
123596,"Benevento, Biblioteca capitolare, V 20",I-BV V 20,V 20
123870,"Bologna, Biblioteca universitaria, 2748",I-Bu 2748,2748
123884,"Bologna, Biblioteca universitaria, 2824",I-Bu 2824,2824
123987,"Cividale del Friuli, Archivio Capitolare, LVI",I-CF 56,LVI
124024,"Cividale del Friuli, Archivio Capitolare, LVIII",I-CF 58,LVIII
1000077,"Cividale, Museo Archeologico Nazionale, LVI",I-CFm 56,LVI
123604,"Chiavenna, Tesoro della Collegiata di S. Lorenzo - Museo Capitolare, s.c.",I-CHV s.c.,s.c.
123607,"Firenze (Florence), Arcivescovado - Biblioteca, s.c.",I-Far s.c.,s.c.
123608,"Firenze (Florence), Biblioteca Medicea-Laurenziana, Conv. sopp. 560",I-Fl Conv. sopp. 560,Conv. sopp. 560
123887,"Intra, Archivio Parrocchiale, ms 5",I-INp 5,ms 5
123807,"Ivrea, Biblioteca capitolare, 60",I-IV 60,60
123680,"Lucca, Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile, 601",I-Lc 601,601
671867,"Lucca, Biblioteca Arcivescovile, MS 5",I-Lcr 5,MS 5
123625,"Montecassino, Monumento Nazionale di Montecassino - Biblioteca, 542",I-MC 542,542
123945,"Modena, Biblioteca capitolare, O,I.16",I-MOd O.I.16,"O,I.16"
123846,"Modena, Biblioteca capitolare, O. I. 7",I-MOd O.I.7,O. I. 7
123626,"Monza, Biblioteca capitolare, 15/79",I-MZ 15/79,15/79
123808,"Monza, Biblioteca capitolare, c. 13/76",I-MZ 76,c. 13/76
123908,"Monza, Biblioteca capitolare, c. 14/77",I-MZ 77,c. 14/77
124025,"Milano, Biblioteca nazionale Braidense, AE XIV 12",I-Mb AE XIV 12,AE XIV 12
712326,"Naples, Biblioteca Nazionale Vittorio Emanuele III, VI.g.38",I-Nn VI.g.38,VI.g.38
712790,"Naples, Biblioteca Nazionale Vittorio Emanuele III, XVI AA 39",I-Nn XVI AA 39,XVI AA 39
123674,"Naples, Biblioteca Nazionale Vittorio Emanuele III, vi. E. 20",I-Nn vi.E.20,vi. E. 20
123909,"Piacenza, Archivio e Biblioteca Capitolare della Cattedrale, 65",I-PCd 65,65
123634,"Piacenza, Archivio e Biblioteca Capitolare della Cattedrale, cod. 65",I-PCd cod. 65,cod. 65
123866,"Pistoia, Biblioteca capitolare, 121",I-PS 121,121
123888,"Padova, Biblioteca Capitolare, A. 47",I-Pc 47,A. 47
690764,"Padova, Biblioteca Capitolare, B16*",I-Pc B16*,B16*
672573,"Padova, Biblioteca Capitolare, MS C.55",I-Pc C55,MS C.55
123889,"Padova, Biblioteca del Seminario vescovile, 697",I-Ps 697,697
123809,"Roma, Biblioteca Angelica, 123",I-Ra 123,123
123857,"Roma, Biblioteca nazionale, 1343",I-Rn 1343,1343
123755,"Rome, Santa Sabina - Archivum Generale Ordinis Praedicatorum, XIV L1 (""Humbert"" codex)",I-Rss XIV L1 (Antiphonale),"XIV L1 (""Humbert"" codex)"
674599,"Rome, Santa Sabina - Archivum Generale Ordinis Praedicatorum, XIV L1",I-Rss XIV L1 (Graduale),XIV L1
123635,"Roma, Biblioteca Vallicelliana, C.5",I-Rv C.5,C.5
701804,"Schio, Biblioteca Civica, cod. 10 (E)",I-SCHc cod. 10 (E),cod. 10 (E)
123871,"Torino, Biblioteca nazionale, F. IV. 18",I-Tn F. IV. 18,F. IV. 18
123810,"Torino, Biblioteca nazionale, G. V. 20",I-Tn G. V. 20,G. V. 20
674494,"Udine, Biblioteca del Seminario Arcivescovile, Codice 7",I-UDs Codice 7,Codice 7
123890,"Vercelli, Biblioteca Capitolare, 146",I-VCd 146,146
123848,"Vercelli, Biblioteca Capitolare, 161",I-VCd 161,161
123872,"Vercelli, Biblioteca Capitolare, 162",I-VCd 162,162
123766,"Vercelli, Biblioteca Capitolare, CLXX",I-VCd CLXX,CLXX
123758,"Vercelli, Biblioteca Capitolare, LXII",I-VCd LXII,LXII
123763,"Vercelli, Biblioteca Capitolare, LXIV",I-VCd LXIV,LXIV
123762,"Vercelli, Biblioteca Capitolare, LXX",I-VCd LXX,LXX
123765,"Vercelli, Biblioteca Capitolare, LXXIX",I-VCd LXXIX,LXXIX
123764,"Vercelli, Biblioteca Capitolare, XXXVII",I-VCd XXXVII,XXXVII
123851,"Verona, Biblioteca Capitolare, CVII [107]",I-VEcap 107,CVII [107]
123775,"Verona, Biblioteca Capitolare, XC (85)",I-VEcap 90,XC (85)
689850,"Venezia, Biblioteca della Fondazione Ugo e Olga Levi “Gianni Milner”, CF D 21",I-Vlevi CF D 21,CF D 21
1000035,"Venezia, Biblioteca Nazionale Marciana, RARI VEN. 709",I-Vnm RARI VEN. 709,RARI VEN. 709
1000037,"Venezia, Biblioteca Nazionale Marciana, Rari Ven. 710-713",I-Vnm Rari Ven. 710-713,Rari Ven. 710-713
1000036,"Venezia, Biblioteca Nazionale Marciana, Rari Ven. 711",I-Vnm Rari Ven. 711,Rari Ven. 711
1000104,Trinity College Dublin,IRL-Dt-78,78
124060,"Dublin, Trinity College, ms 100",IRL-Dtc 100,ms 100
124046,"Dublin, Trinity College, ms 81",IRL-Dtc 81,ms 81
123724,Münster Antiphoner (1537),MA Impr. 1537,MA Impr. 1537
124036,Nidaros Missale,N-N.miss.imp.1519,N-N.miss.imp.1519
124031,"Amsterdam, Toonkunst-Bibliotheek, 206 A 11",NL-At 206 A 11,206 A 11
124095,"Amsterdam, Universiteitsbibliotheek, I. A. 8",NL-Au I A 8,I. A. 8
124094,"Amsterdam, Universiteitsbibliotheek, I. C. 17",NL-Au I C 17,I. C. 17
123914,"Deventer, Athenaeum-Bibliotheek, 10 T 3",NL-D 10 T 3,10 T 3
124047,"Deventer, Athenaeum-Bibliotheek, 11 L 2",NL-D 11 L 2,11 L 2
124032,"Den Haag, Koninklije Bibliotheek, 128 D 29",NL-DHk 128 D 29,128 D 29
123657,"Den Haag, Koninklije Bibliotheek, 70 E 4",NL-DHk 70 E 4,70 E 4
124085,"Den Haag, Koninklije Bibliotheek, 71 A 21",NL-DHk 71 A 21,71 A 21
124061,"Den Haag, Koninklije Bibliotheek, KB  71 A 4",NL-DHk 71 A 4,KB  71 A 4
124068,"Den Haag, Koninklije Bibliotheek, 76 D 14",NL-DHk 76 D 14,76 D 14
666893,"Den Haag, Koninklije Bibliotheek, 76 E 18",NL-DHk 76 E 18,76 E 18
124048,"Den Haag, Koninklije Bibliotheek, 76 E 2",NL-DHk 76 E 2,76 E 2
124084,"Den Haag, Koninklije Bibliotheek, 78 A 33",NL-DHk 78 A 33,78 A 33
124062,"Haarlem, Bischopse Museum, BMH h 20",NL-Hbm BMH 20,BMH h 20
124086,"Haarlem, Stadsbibliotheek, 184 C 1",NL-Hs 184 C 1,184 C 1
124033,"Haarlem, Stadsbibliotheek, 184 C 2",NL-Hs 184 C 2,184 C 2
123998,"Haarlem, Stadsbibliotheek, 184 C 7",NL-Hs 184 C 7,184 C 7
124038,"Haarlem, Stadsbibliotheek, 187 C 17",NL-Hs 187 C 17,187 C 17
124096,"Leiden, Universiteitsbibliotheek, BPL 2777",NL-Lu BPL 2777,BPL 2777
124039,"Leiden, Universiteitsbibliotheek, BPL 2879",NL-Lu BPL 2879,BPL 2879
124090,"’s-Hertogenbosch , Erfgoed 's-Hertogenbosch (Stadsarchief)- Archiefnummer 1117 (Oude werken Sint-Jan), 216-02",NL-SHae 216-02,216-02
123920,"Utrecht, Rijksarchief - Rechterlijke archieven vóór1811, Nr. 166-41",NL-Ur 166-41,Nr. 166-41
123971,"Utrecht, Catharijneconvent, ABM h 62",NL-Urc ABM 62,ABM h 62
124100,"Utrecht, Catharijneconvent, BMH h. 149",NL-Urc BHM 149,BMH h. 149
124087,"Utrecht, Catharijneconvent,  BMH h. 21",NL-Urc BMH 21,BMH h. 21
124063,"Utrecht, Catharijneconvent, BMH h 8",NL-Urc BMH 8,BMH h 8
124034,"Utrecht, Catharijneconvent, BMH Warm h 92 H 1",NL-Urc BMH Warm h 92 H 1,BMH Warm h 92 H 1
124040,"Utrecht, Universiteitsbibliotheek, 402 (V. A. 13)",NL-Uu 402,402 (V. A. 13)
124073,"Utrecht, Universiteitsbibliotheek, 403 (VIII. B. 2)",NL-Uu 403,403 (VIII. B. 2)
124049,"Utrecht, Universiteitsbibliotheek, 405 (III. K. 3)",NL-Uu 405,405 (III. K. 3)
124010,"Utrecht, Universiteitsbibliotheek, MS 406 (shelfmark 3 J 7)",NL-Uu 406 (3 J 7),MS 406 (shelfmark 3 J 7)
123641,"Utrecht, Universiteitsbibliotheek, Ms. 406 (shelfmark 3 J 7)",NL-Uu 406 (3 J 7),Ms. 406 (shelfmark 3 J 7)
124035,"Utrecht, Universiteitsbibliotheek, 407 (3 J 6)",NL-Uu 407,407 (3 J 6)
124064,"Utrecht, Universiteitsbibliotheek, 413",NL-Uu 413,413
124074,"Utrecht, Universiteitsbibliotheek, 415 (VI. A. 1)",NL-Uu 415,415 (VI. A. 1)
123964,"Utrecht, Universiteitsbibliotheek, 417 (5. C. 19)",NL-Uu 417,417 (5. C. 19)
124075,"Zutphen, Stadsarchief en Stedelijke Bibliotheek, 2",NL-ZUa 2,2
